event_id,selection_group,origin_time_utc,event_lat,event_lon,event_depth_km,source_x_km,source_y_km,source_z_km,magnitude,rms_s,phases,network,station,location,channel,station_lat,station_lon,receiver_x_km,receiver_y_km,pick_time_utc,travel_time_s,xml_file,n_picks,gap_deg,error_depth_km,quality_score
SGC2024ekhhas,domain_20_120,2024-03-03T06:09:32.240000Z,6.395166667,-73.66633333,109.12,-73.62332795297365,-67.33004662956002,109.12,2.831429827,0.6,101,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2024-03-03T06:09:47.619307Z,15.379307,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024ekhhas.xml,5,,,160.494289481
SGC2024fkcjjw,domain_20_120,2024-03-17T07:37:47.700000Z,6.547833333,-73.52916667,116.61,-58.46775109867699,-50.33519337044002,116.61,3.638501554,0.6,99,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2024-03-17T07:38:03.403904Z,15.703904,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024fkcjjw.xml,5,,,158.915504662
SGC2023xinscn,domain_20_120,2023-11-27T10:05:19.050000Z,6.5595,-73.5085,117.78,-56.1842858199618,-49.03646000000001,117.78,2.955833228,0.7,101,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2023-11-27T10:05:34.769971Z,15.719971,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023xinscn.xml,5,,,158.867499684
SGC2023xattar,bucaramanga_nest,2023-11-23T04:31:34.969999Z,7.466166667,-73.18833333,139.78,-20.808994379833965,51.89367337044004,139.78,2.672582746,0.6,100,CM,PDSC,10,HNZ,6.99,-73.06,-6.629414256042969,-1.1131999999999762,2023-11-23T04:31:54.035913Z,19.065914,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023xattar.xml,6,,,158.017748238
SGC2026eywwqq,domain_20_120,2026-03-12T05:02:55.100000Z,6.484,-73.72266667,103.81,-79.84761207441478,-57.44112,103.81,2.520873797,0.7,101,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2026-03-12T05:03:09.244056Z,14.144056,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026eywwqq.xml,6,,,157.562621391
SGC2025jflrnd,domain_20_120,2025-05-11T10:41:51.950000Z,7.282333333,-73.83066667,99.0,-91.78055773529212,31.429346629560044,99.0,4.382323539,0.8,99,CM,VMM07,00,HHZ,7.36,-73.85,-93.91670196060453,40.07520000000003,2025-05-11T10:42:05.557644Z,13.607644,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025jflrnd.xml,6,,,157.146970617
SGC2024aqxgtc,domain_20_120,2024-01-10T04:53:20.250000Z,6.59,-73.49216667,116.34,-54.37961230745154,-45.64120000000001,116.34,3.036770047,0.6,99,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2024-01-10T04:53:35.830071Z,15.580071,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024aqxgtc.xml,7,,,157.110310141
SGC2022yfcina,domain_20_120,2022-12-09T17:05:20.280000Z,6.530333333,-73.48783333,119.66,-53.90082054124662,-52.28329337044003,119.66,2.964611249,0.8,101,CM,BAR2,20,EHZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2022-12-09T17:05:36.871814Z,16.591814,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2022yfcina.xml,4,,,156.893833747
SGC2025ymegea,bucaramanga_nest,2025-12-13T13:34:11.939999Z,6.344166667,-73.56366667,120.2,-62.27966429590248,-73.00736662956004,120.2,2.826550166,0.8,101,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2025-12-13T13:34:28.661213Z,16.721214,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025ymegea.xml,8,,,156.479650498
SGC2026egwytg,bucaramanga_nest,2026-03-02T09:44:52.289999Z,6.804833333,-73.1415,148.68,-15.634368620500025,-21.725953370439957,148.68,2.800032894,0.6,99,CM,BAR2,00,HHZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2026-03-02T09:45:11.987125Z,19.697126,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026egwytg.xml,5,,,156.400098682
SGC2024qrnhfe,domain_20_120,2024-08-24T03:58:25.260000Z,6.3135,-73.56616667,119.05,-62.55588988990401,-76.42117999999996,119.05,2.705562666,0.8,101,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2024-08-24T03:58:42.079752Z,16.819752,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024qrnhfe.xml,7,,,156.116687998
SGC2023zkcyib,domain_20_120,2023-12-26T14:42:20.699999Z,6.579,-73.54033333,113.59,-59.70155801528343,-46.865720000000024,113.59,2.679708732,0.7,100,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2023-12-26T14:42:35.701399Z,15.0014,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023zkcyib.xml,5,,,156.039126196
SGC2026exxida,domain_20_120,2026-03-11T16:11:43.299999Z,6.392333333,-73.61733333,109.95,-68.20930631053805,-67.64545337044001,109.95,2.612011546,0.8,101,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2026-03-11T16:11:58.720686Z,15.420687,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026exxida.xml,5,,,155.836034638
SGC2024cqmvow,bucaramanga_nest,2024-02-07T07:31:25.199999Z,6.7965,-73.14783333,146.82,-16.334139757004174,-22.65362,146.82,2.595234933,0.5,98,CM,PDSC,10,HNZ,6.99,-73.06,-6.629414256042969,-1.1131999999999762,2024-02-07T07:31:44.847809Z,19.64781,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024cqmvow.xml,6,,,155.785704799
SGC2024gcqyzr,domain_20_120,2024-03-27T10:18:52.229999Z,6.432833333,-73.625,110.87,-69.05639850044497,-63.13699337044004,110.87,2.462111553,0.6,99,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2024-03-27T10:19:07.287522Z,15.057523,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024gcqyzr.xml,5,,,155.386334659
SGC2026dtybze,domain_20_120,2026-02-23T08:20:31.929999Z,6.3455,-73.57233333,118.66,-63.237245618507394,-72.85893999999996,118.66,3.020048557,0.6,98,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2026-02-23T08:20:48.846901Z,16.916902,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026dtybze.xml,7,,,155.060145671
SGC2025lsvxjb,domain_20_120,2025-06-16T01:41:12.259999Z,6.592666667,-73.47083333,119.0,-52.022486502034965,-45.34434662956004,119.0,2.86124096,0.8,100,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2025-06-16T01:41:28.143287Z,15.883288,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025lsvxjb.xml,6,,,154.58372288
SGC2023ygsdxh,bucaramanga_nest,2023-12-10T14:09:50.549999Z,6.784166667,-73.12016667,142.02,-13.277243919986704,-24.026566629559994,142.02,2.798309618,0.6,98,CM,PDSC,10,HNZ,6.99,-73.06,-6.629414256042969,-1.1131999999999762,2023-12-10T14:10:09.627919Z,19.07792,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023ygsdxh.xml,7,,,154.394928854
SGC2025srjpur,bucaramanga_nest,2025-09-22T10:00:31.149999Z,6.907,-73.30383333,129.19,-33.57061682271589,-10.352759999999996,129.19,2.719473992,0.7,99,CM,BAR2,10,HNZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2025-09-22T10:00:48.512877Z,17.362878,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025srjpur.xml,6,,,154.158421976
SGC2024uxiqye,bucaramanga_nest,2024-10-22T23:51:11.960000Z,6.577,-73.42133333,120.93,-46.55321974079873,-47.08836,120.93,2.677156704,0.9,101,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2024-10-22T23:51:28.530415Z,16.570415,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024uxiqye.xml,5,,,154.031470112
SGC2024pyionv,domain_20_120,2024-08-13T17:11:24.079999Z,6.394833333,-73.663,110.38,-73.25502752927167,-67.36715337043996,110.38,3.3261225,0.6,97,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2024-08-13T17:11:39.759744Z,15.679745,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024pyionv.xml,7,,,153.9783675
SGC2026akeapz,bucaramanga_nest,2026-01-06T12:46:06.969999Z,7.483833333,-73.18666667,137.94,-20.62484472043302,53.86032662955997,137.94,2.589625827,0.7,99,CM,PDSC,10,HNZ,6.99,-73.06,-6.629414256042969,-1.1131999999999762,2026-01-06T12:46:25.643256Z,18.673257,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026akeapz.xml,8,,,153.768877481
SGC2023wbejxq,domain_20_120,2023-11-09T05:56:34.969999Z,6.3555,-73.67,112.04,-74.0284591924772,-71.74573999999998,112.04,2.584182551,0.7,99,CM,BAR2,00,HHZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2023-11-09T05:56:52.197348Z,17.227349,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023wbejxq.xml,6,,,153.752547653
SGC2023vqaqcz,bucaramanga_nest,2023-11-03T04:13:54.820000Z,7.432333333,-73.22466667,128.41,-24.82347374926128,48.12734662955998,128.41,2.571252709,0.9,101,CM,PDSC,10,HNZ,6.99,-73.06,-6.629414256042969,-1.1131999999999762,2023-11-03T04:14:12.660882Z,17.840882,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023vqaqcz.xml,7,,,153.713758127
SGC2025cphhdg,domain_20_120,2025-02-06T15:39:18.300000Z,6.5575,-73.47833333,115.4,-52.85116328403955,-49.25909999999998,115.4,3.234953505,0.8,99,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2025-02-06T15:39:33.548857Z,15.248857,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025cphhdg.xml,7,,,153.704860515
SGC2023vzpirs,domain_20_120,2023-11-08T09:18:12.580000Z,7.432833333,-74.07966667,25.73,-119.29262689786887,48.183006629559955,25.73,2.561649519,0.9,101,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2023-11-08T09:18:24.659825Z,12.079825,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023vzpirs.xml,8,,,153.684948557
SGC2023aquzjv,domain_20_120,2023-01-10T03:44:29.480000Z,6.374333333,-73.628,110.82,-69.38786921324711,-69.64921337044,110.82,2.560312989,0.8,100,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2023-01-10T03:44:46.228679Z,16.748679,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023aquzjv.xml,6,,,153.680938967
SGC2024zjklpi,domain_20_120,2024-12-25T05:24:27.579999Z,6.534,-73.50766667,116.87,-56.0922109902629,-51.87512000000002,116.87,3.187650518,0.6,97,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2024-12-25T05:24:44.040005Z,16.460006,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024zjklpi.xml,6,,,153.562951554
SGC2023ysbwiu,domain_20_120,2023-12-16T18:49:21.480000Z,6.221166667,-73.87033333,92.27,-96.16333642351819,-86.69972662955996,92.27,2.506640182,0.8,100,CM,PTB1,00,HHZ,6.53321,-74.45888,-161.19199783092594,-51.96306279999995,2023-12-16T18:49:36.361611Z,14.881611,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023ysbwiu.xml,6,,,153.519920546
SGC2025wvcvfj,domain_20_120,2025-11-20T02:38:54.560000Z,7.628833333,-74.03433333,67.64,-114.28373539003512,70.00172662956003,67.64,3.833591181,0.9,99,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2025-11-20T02:39:08.069655Z,13.509655,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025wvcvfj.xml,7,,,153.500773543
SGC2024onitvr,domain_20_120,2024-07-24T13:31:39.460000Z,6.548,-73.52966667,114.47,-58.52299621747761,-50.31663999999999,114.47,2.490278269,0.8,100,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2024-07-24T13:31:54.702914Z,15.242914,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024onitvr.xml,7,,,153.470834807
SGC2024pkfxmx,domain_20_120,2024-08-06T00:48:18.809999Z,6.264666667,-73.63816667,111.89,-70.51118699715558,-81.85730662955997,111.89,2.434858947,0.8,100,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2024-08-06T00:48:35.023787Z,16.213788,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024pkfxmx.xml,6,,,153.304576841
SGC2023ymlbqd,domain_20_120,2023-12-13T17:00:07.929999Z,6.353166667,-73.61033333,113.11,-67.43587464733409,-72.00548662956,113.11,3.070365747,0.9,100,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2023-12-13T17:00:25.605241Z,17.675242,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023ymlbqd.xml,6,,,153.211097241
SGC2024wtvgin,domain_20_120,2024-11-18T09:45:56.880000Z,6.549833333,-73.486,118.66,-53.698255473946475,-50.11255337044004,118.66,3.022235717,0.6,97,CM,BAR2,00,HHZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2024-11-18T09:46:13.633286Z,16.753286,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024wtvgin.xml,4,,,153.066707151
SGC2024pkqolm,bucaramanga_nest,2024-08-06T06:09:38.799999Z,6.7825,-73.33283333,128.3,-36.77483371313613,-24.212100000000028,128.3,2.338179146,0.6,98,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2024-08-06T06:09:56.110339Z,17.31034,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024pkqolm.xml,7,,,153.014537438
SGC2023vrvoqa,domain_20_120,2023-11-04T03:50:11.470000Z,6.56,-73.5775,113.29,-63.80811221441122,-48.98080000000004,113.29,2.958902995,0.6,97,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2023-11-04T03:50:27.496892Z,16.026892,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023vrvoqa.xml,6,,,152.876708985
SGC2023yvmywq,bucaramanga_nest,2023-12-18T15:37:38.259999Z,7.431333333,-73.2295,132.69,-25.35750952936357,48.016026629560045,132.69,2.939217173,0.5,96,CM,PDSC,10,HNZ,6.99,-73.06,-6.629414256042969,-1.1131999999999762,2023-12-18T15:37:56.580606Z,18.320607,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023yvmywq.xml,7,,,152.817651519
SGC2024eeisrd,bucaramanga_nest,2024-02-29T00:26:23.809999Z,7.46,-73.3025,125.97,-33.4232968742148,51.20719999999999,125.97,2.914191275,0.7,98,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2024-02-29T00:26:42.208054Z,18.398055,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024eeisrd.xml,5,,,152.742573825
SGC2023yrtdmq,domain_20_120,2023-12-16T14:26:04.969999Z,6.3905,-73.6665,101.48,-73.64174336087443,-67.84953999999996,101.48,2.212853994,0.8,100,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2023-12-16T14:26:20.565950Z,15.595951,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023yrtdmq.xml,5,,,152.638561982
SGC2026bzjgfr,bucaramanga_nest,2026-01-28T23:26:59.799999Z,6.6005,-73.40266667,125.82,-44.490736042187706,-44.47233999999997,125.82,2.834611575,0.8,99,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2026-01-28T23:27:16.682174Z,16.882175,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026bzjgfr.xml,8,,,152.503834725
SGC2024ujupvr,domain_20_120,2024-10-15T14:49:20.640000Z,7.2995,-73.819,84.84,-90.49150459498338,33.34034000000001,84.84,2.824840353,0.8,99,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2024-10-15T14:49:32.987703Z,12.347703,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024ujupvr.xml,7,,,152.474521059
SGC2024rpekmy,bucaramanga_nest,2024-09-06T01:18:08.669999Z,6.876833333,-73.3025,125.76,-33.4232968742148,-13.71091337043995,125.76,2.799402104,0.6,97,CM,BAR2,00,HHZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2024-09-06T01:18:26.262204Z,17.592205,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024rpekmy.xml,7,,,152.398206312
SGC2023woxqbz,domain_20_120,2023-11-16T17:35:11.210000Z,6.393333333,-73.51733333,118.85,-57.160282550467485,-67.53413337043997,118.85,2.778740051,0.8,99,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2023-11-16T17:35:29.120000Z,17.91,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023woxqbz.xml,5,,,152.336220153
SGC2025vdwwrs,domain_20_120,2025-10-27T13:27:05.929999Z,7.773,-73.59266667,98.26,-65.48388118632272,86.05035999999996,98.26,2.767646962,0.7,98,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2025-10-27T13:27:23.183583Z,17.253584,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025vdwwrs.xml,7,,,152.302940886
SGC2025cjjmvs,bucaramanga_nest,2025-02-03T10:19:24.780000Z,6.88,-73.28783333,126.93,-31.802773021103913,-13.35840000000001,126.93,2.71956848,0.7,98,CM,BAR2,00,HHZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2025-02-03T10:19:41.985634Z,17.205634,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025cjjmvs.xml,6,,,152.15870544
SGC2023qylyeu,domain_20_120,2023-08-28T22:49:09.039999Z,6.3875,-73.6725,110.35,-74.30468478647873,-68.18349999999998,110.35,3.385079707,0.6,96,CM,BAR2,20,EHZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2023-08-28T22:49:25.941655Z,16.901656,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023qylyeu.xml,7,,,152.155239121
SGC2023xgvvku,bucaramanga_nest,2023-11-26T12:01:37.450000Z,7.4575,-73.20166667,137.24,-22.282198284443762,50.92889999999995,137.24,2.694599107,0.7,98,CM,PDSC,10,HNZ,6.99,-73.06,-6.629414256042969,-1.1131999999999762,2023-11-26T12:01:56.238149Z,18.788149,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023xgvvku.xml,6,,,152.083797321
SGC2026evkhtz,domain_20_120,2026-03-10T07:30:11.669999Z,7.128333333,-73.39833333,116.03,-44.011944275982785,14.286066629559954,116.03,2.658889315,0.7,98,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2026-03-10T07:30:27.691034Z,16.021035,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026evkhtz.xml,6,,,151.976667945
SGC2023rvemmr,bucaramanga_nest,2023-09-10T07:47:16.920000Z,6.874333333,-73.30566667,124.93,-33.77318299491772,-13.989213370439995,124.93,2.641113798,0.8,99,CM,PDSC,10,HNZ,6.99,-73.06,-6.629414256042969,-1.1131999999999762,2023-09-10T07:47:33.527511Z,16.607511,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023rvemmr.xml,7,,,151.923341394
SGC2026dkghty,domain_20_120,2026-02-18T01:43:50.630000Z,6.569833333,-73.50116667,118.25,-55.374024445857984,-47.88615337043999,118.25,2.534671863,0.8,99,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2026-02-18T01:44:06.549739Z,15.919739,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026dkghty.xml,7,,,151.604015589
SGC2023yteipo,domain_20_120,2023-12-17T09:08:34.689999Z,6.897333333,-73.3855,117.96,-42.59398659507372,-11.428853370440029,117.96,2.441457364,0.7,98,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2023-12-17T09:08:50.507604Z,15.817605,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023yteipo.xml,7,,,151.324372092
SGC2022zdncla,domain_20_120,2022-12-23T00:17:39.670000Z,6.539333333,-74.38416667,39.85,-152.93690424728615,-51.281413370439985,39.85,2.936808089,0.0,90,CM,PTB,00,HHZ,6.54,-74.46,-161.31574689703876,-51.20719999999999,2022-12-23T00:17:41.981912Z,2.311912,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2022zdncla.xml,4,,,150.810424267
