event_id,selection_group,origin_time_utc,event_lat,event_lon,event_depth_km,source_x_km,source_y_km,source_z_km,magnitude,rms_s,phases,network,station,location,channel,station_lat,station_lon,receiver_x_km,receiver_y_km,pick_time_utc,travel_time_s,xml_file,n_picks,gap_deg,error_depth_km,quality_score
SGC2025yshmnq,bucaramanga_nest,2025-12-16T21:38:58.780000Z,7.430333333,-73.19233333,140.25,-21.250955330235783,47.90470662956001,140.25,2.538325808,0.5,63,CM,PDSC,10,HNZ,6.99,-73.06,-6.629414256042969,-1.1131999999999762,2025-12-16T21:39:16.249443Z,17.469443,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025yshmnq.xml,8,,,85.614977424
SGC2023meafvp,domain_20_120,2023-06-22T03:41:00.190000Z,6.576833333,-73.525,114.95,-58.00737474037441,-47.106913370440026,114.95,2.516167578,0.8,66,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2023-06-22T03:41:16.108695Z,15.918695,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023meafvp.xml,4,,,85.548502734
SGC2025ivwhou,bucaramanga_nest,2025-05-06T05:17:27.050000Z,7.466833333,-73.192,139.7,-21.21412561933593,51.96788662956003,139.7,2.491405944,0.7,65,CM,CPAM3,20,EHZ,7.36444,-72.66475,37.04185215563891,40.56946080000001,2025-05-06T05:17:47.138661Z,20.088661,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025ivwhou.xml,6,,,85.474217832
SGC2026drhvto,bucaramanga_nest,2026-02-21T22:01:34.149999Z,7.8395,-73.304,126.26,-33.58903223061666,93.45314,126.26,2.476308187,0.5,63,CM,CPAM3,20,EHZ,7.36444,-72.66475,37.04185215563891,40.56946080000001,2026-02-21T22:01:54.875905Z,20.725906,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026drhvto.xml,7,,,85.428924561
SGC2023awpopc,domain_20_120,2023-01-13T07:27:57.289999Z,6.348833333,-73.55783333,119.55,-61.6351371732957,-72.48787337044,119.55,2.43968455,0.9,67,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2023-01-13T07:28:15.430170Z,18.140171,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023awpopc.xml,6,,,85.31905365
SGC2024sixylg,domain_20_120,2024-09-16T19:32:37.880000Z,8.008666667,-74.0805,66.02,-119.38470172756935,112.28477337043999,66.02,2.396398445,0.5,63,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2024-09-16T19:32:56.149957Z,18.269957,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024sixylg.xml,6,,,85.189195335
SGC2022rmxeev,bucaramanga_nest,2022-09-05T19:30:36.250000Z,6.875,-73.29566667,123.48,-32.6682806189116,-13.915,123.48,2.372103625,0.7,65,CM,BAR2,00,HHZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2022-09-05T19:30:53.092574Z,16.842574,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2022rmxeev.xml,7,,,85.116310875
SGC2023awmqqy,bucaramanga_nest,2023-01-13T05:59:49.770000Z,7.433666667,-73.183,140.93,-20.219713480931052,48.27577337043997,140.93,2.298096529,0.6,64,CM,PAM,20,EHZ,7.34,-72.7,33.147071280213275,37.84879999999998,2023-01-13T06:00:09.909953Z,20.139953,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023awmqqy.xml,7,,,84.894289587
SGC2024wpxrcy,domain_20_120,2024-11-16T06:40:53.880000Z,7.847333333,-73.34983333,114.26,-38.653167752347784,94.32514662955998,114.26,2.28213799,0.5,63,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2024-11-16T06:41:14.041876Z,20.161876,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024wpxrcy.xml,4,,,84.84641397
SGC2024mcmdfd,bucaramanga_nest,2024-06-20T07:31:04.490000Z,6.755833333,-73.11933333,150.95,-13.185167985384549,-27.18063337044,150.95,2.27964088,0.6,64,CM,BAR2,10,HNZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2024-06-20T07:31:24.468038Z,19.978038,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024mcmdfd.xml,6,,,84.83892263999999
SGC2024dpefmj,domain_20_120,2024-02-20T18:03:15.630000Z,6.847666667,-73.67283333,103.0,-74.34151449737858,-16.957746629559956,103.0,2.278207902,0.6,64,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2024-02-20T18:03:29.179970Z,13.54997,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024dpefmj.xml,4,,,84.834623706
SGC2024bzspmy,bucaramanga_nest,2024-01-29T04:09:19.890000Z,6.813666667,-73.097,146.28,-10.717553047268419,-20.742626629560036,146.28,2.211962387,0.7,65,CM,PDSC,10,HNZ,6.99,-73.06,-6.629414256042969,-1.1131999999999762,2024-01-29T04:09:39.248846Z,19.358846,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024bzspmy.xml,5,,,84.635887161
SGC2022tyeupi,bucaramanga_nest,2022-10-10T07:02:48.939999Z,6.824,-73.37883333,120.93,-41.8573846427696,-19.592320000000015,120.93,2.17501535,0.7,65,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2022-10-10T07:03:05.440047Z,16.500048,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2022tyeupi.xml,5,,,84.52504605
SGC2024oubwyh,bucaramanga_nest,2024-07-28T05:35:22.510000Z,7.7135,-73.31216667,130.02,-34.49136953932263,79.42681999999998,130.02,2.093184084,0.4,62,CM,PAM,20,EHZ,7.34,-72.7,33.147071280213275,37.84879999999998,2024-07-28T05:35:42.953369Z,20.443369,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024oubwyh.xml,6,,,84.279552252
SGC2025jvwgfu,domain_20_120,2025-05-20T09:12:13.710000Z,6.535,-73.7115,99.68,-78.61380405290666,-51.76379999999998,99.68,2.061431218,0.8,66,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2025-05-20T09:12:28.539226Z,14.829226,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025jvwgfu.xml,7,,,84.184293654
SGC2025zcdpgk,domain_20_120,2025-12-22T06:26:24.920000Z,6.297166667,-73.68283333,113.05,-75.44641687338469,-78.23940662956001,113.05,2.00547537,0.8,66,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2025-12-22T06:26:41.389938Z,16.469938,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025zcdpgk.xml,8,,,84.01642611
SGC2026fenvlm,bucaramanga_nest,2026-03-15T06:56:51.469999Z,6.800833333,-73.31933333,123.08,-35.28321550552726,-22.171233370440007,123.08,1.974167197,0.7,65,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2026-03-15T06:57:07.949801Z,16.479802,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026fenvlm.xml,5,,,83.922501591
SGC2023vfkwwj,domain_20_120,2023-10-28T09:34:13.560000Z,6.9065,-74.56266667,48.91,-172.6594116590132,-10.408419999999966,48.91,1.896314859,0.7,65,CM,PTB,00,HHZ,6.54,-74.46,-161.31574689703876,-51.20719999999999,2023-10-28T09:34:22.450961Z,8.890961,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023vfkwwj.xml,6,,,83.688944577
SGC2023wvkkdu,bucaramanga_nest,2023-11-20T06:27:26.660000Z,6.61,-73.5395,131.01,-59.60948318558452,-43.414799999999964,131.01,1.873379702,0.5,63,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2023-11-20T06:27:43.600002Z,16.940002,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023wvkkdu.xml,5,,,83.620139106
SGC2024skxrgi,domain_20_120,2024-09-17T21:33:19.440000Z,7.243166667,-73.44783333,117.41,-49.48121103721745,27.06931337043996,117.41,2.422000686,0.5,62,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2024-09-17T21:33:36.049252Z,16.609252,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024skxrgi.xml,7,,,83.266002058
SGC2024ovrama,domain_20_120,2024-07-29T02:16:29.760000Z,6.7555,-73.501,111.96,-55.355609037957215,-27.217740000000042,111.96,2.342817346,0.6,63,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2024-07-29T02:16:44.972785Z,15.212785,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024ovrama.xml,5,,,83.028452038
SGC2024heikcj,bucaramanga_nest,2024-04-11T12:05:33.850000Z,6.8795,-73.27516667,123.84,-30.403230748097183,-13.41405999999998,123.84,2.34122778,0.5,62,CM,BAR2,00,HHZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2024-04-11T12:05:50.908397Z,17.058397,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024heikcj.xml,4,,,83.02368334
SGC2023vcvoxg,bucaramanga_nest,2023-10-26T23:43:26.940000Z,6.732666667,-73.30166667,133.01,-33.331222044515904,-29.75954662955998,133.01,2.265523955,0.4,61,CM,BAR2,00,HHZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2023-10-26T23:43:44.940210Z,18.00021,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023vcvoxg.xml,6,,,82.796571865
SGC2024famzvj,bucaramanga_nest,2024-03-12T02:13:50.399999Z,6.816,-73.12333333,148.65,-13.627128935786368,-20.482880000000016,148.65,2.254525735,0.7,64,CM,BAR2,00,HHZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2024-03-12T02:14:10.358979Z,19.95898,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024famzvj.xml,6,,,82.763577205
SGC2024dmhmbu,bucaramanga_nest,2024-02-19T04:28:00.280000Z,6.793666667,-73.157,145.85,-17.346967303311388,-22.969026629559988,145.85,2.251101222,0.6,63,CM,PDSC,10,HNZ,6.99,-73.06,-6.629414256042969,-1.1131999999999762,2024-02-19T04:28:19.452824Z,19.172824,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024dmhmbu.xml,5,,,82.753303666
SGC2025mvbjzi,bucaramanga_nest,2025-07-01T10:32:02.069999Z,6.377666667,-73.49,124.74,-54.140216424348296,-69.27814662956003,124.74,2.17602218,0.9,66,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2025-07-01T10:32:18.940992Z,16.870993,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025mvbjzi.xml,6,,,82.52806654
SGC2024zkvcaa,bucaramanga_nest,2024-12-25T23:49:46.329999Z,7.4635,-73.18183333,135.97,-20.090807835429047,51.59681999999997,135.97,2.100140013,0.6,63,CM,PAM,20,EHZ,7.34,-72.7,33.147071280213275,37.84879999999998,2024-12-25T23:50:06.116858Z,19.786859,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024zkvcaa.xml,6,,,82.300420039
SGC2024zpdhgj,bucaramanga_nest,2024-12-28T08:15:06.629999Z,6.817,-73.33283333,126.21,-36.77483371313613,-20.37155999999998,126.21,2.070644495,0.7,64,CM,BAR2,00,HHZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2024-12-28T08:15:23.547482Z,16.917483,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024zpdhgj.xml,4,,,82.211933485
SGC2025bswdyq,bucaramanga_nest,2025-01-25T10:25:17.879999Z,6.798666667,-73.3115,127.04,-34.41770901262125,-22.41242662956,127.04,2.066204223,0.7,64,CM,BAR2,00,HHZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2025-01-25T10:25:34.830241Z,16.950242,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025bswdyq.xml,4,,,82.198612669
SGC2023iqueuf,domain_20_120,2023-05-03T10:51:29.719999Z,6.322,-73.6045,111.24,-66.79134862963055,-75.47495999999998,111.24,2.054536872,0.6,63,CM,BAR2,20,EHZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2023-05-03T10:51:46.440937Z,16.720938,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023iqueuf.xml,5,,,82.163610616
SGC2022xjhqvx,domain_20_120,2022-11-27T20:07:21.219999Z,6.485166667,-73.54266667,113.62,-59.95936930628744,-57.31124662956003,113.62,2.019270641,0.5,62,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2022-11-27T20:07:36.709999Z,15.49,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2022xjhqvx.xml,5,,,82.057811923
SGC2025cxxqud,bucaramanga_nest,2025-02-11T08:29:04.929999Z,7.619166667,-73.32283333,129.86,-35.66993133712845,68.92563337044,129.86,2.014916344,0.6,63,CM,VMM07,00,HHZ,7.36,-73.85,-93.91670196060453,40.07520000000003,2025-02-11T08:29:23.881115Z,18.951116,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025cxxqud.xml,4,,,82.044749032
SGC2022jsbjmc,bucaramanga_nest,2022-05-18T07:28:51.710000Z,7.385666667,-73.30416667,123.6,-33.60744763851743,42.93241337043997,123.6,1.993511997,0.8,65,CM,VMM09,00,HHZ,7.13,-73.29,-32.04216890420715,14.471599999999988,2022-05-18T07:29:07.957370Z,16.24737,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2022jsbjmc.xml,8,,,81.980535991
SGC2024lxdaom,bucaramanga_nest,2024-06-17T09:34:04.690000Z,7.425166667,-73.23566667,135.31,-26.038866362868635,47.32955337044,135.31,1.930615353,0.5,62,CM,PAM,20,EHZ,7.34,-72.7,33.147071280213275,37.84879999999998,2024-06-17T09:34:24.592281Z,19.902281,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024lxdaom.xml,5,,,81.791846059
SGC2025mxmybl,bucaramanga_nest,2025-07-02T18:29:15.970000Z,7.430666667,-73.22316667,138.14,-24.65773839285942,47.94181337043996,138.14,2.495530689,0.4,60,CM,PAM,20,EHZ,7.34,-72.7,33.147071280213275,37.84879999999998,2025-07-02T18:29:36.015154Z,20.045154,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025mxmybl.xml,6,,,81.486592067
SGC2025tjuwso,bucaramanga_nest,2025-10-02T11:00:54.130000Z,6.887666667,-73.3235,126.3,-35.74359186382984,-12.504946629559953,126.3,2.425885744,0.6,62,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2025-10-02T11:01:11.581274Z,17.451274,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025tjuwso.xml,6,,,81.277657232
SGC2024vxpsvt,bucaramanga_nest,2024-11-06T07:21:06.320000Z,6.865333333,-73.3015,127.92,-33.312806636615136,-14.991093370440032,127.92,2.405860927,0.5,61,CM,BAR2,00,HHZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2024-11-06T07:21:23.855441Z,17.535441,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024vxpsvt.xml,4,,,81.217582781
SGC2025incasy,domain_20_120,2025-05-01T10:30:15.220000Z,6.565666667,-73.51166667,117.36,-56.53417194066472,-48.34998662955996,117.36,2.359823423,0.9,65,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2025-05-01T10:30:31.649046Z,16.429046,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025incasy.xml,5,,,81.079470269
SGC2022zhopbx,bucaramanga_nest,2022-12-25T05:20:20.739999Z,7.7435,-73.24583333,139.0,-27.162183041873835,82.76642,139.0,2.313799814,0.6,62,CM,PAM,20,EHZ,7.34,-72.7,33.147071280213275,37.84879999999998,2022-12-25T05:20:41.848311Z,21.108312,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2022zhopbx.xml,5,,,80.941399442
SGC2024oqcasq,bucaramanga_nest,2024-07-26T01:21:47.229999Z,6.885666667,-73.32966667,130.15,-36.424948697334905,-12.727586629560028,130.15,2.268423766,0.6,62,CM,BAR2,00,HHZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2024-07-26T01:22:05.264219Z,18.03422,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024oqcasq.xml,5,,,80.80527129800001
SGC2024bopizm,bucaramanga_nest,2024-01-23T02:42:00.310000Z,6.890833333,-73.28233333,127.76,-31.195076714300235,-12.152433370440024,127.76,2.259772124,0.3,59,CM,PDSC,10,HNZ,6.99,-73.06,-6.629414256042969,-1.1131999999999762,2024-01-23T02:42:17.503397Z,17.193397,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024bopizm.xml,5,,,80.779316372
SGC2024adieew,bucaramanga_nest,2024-01-02T19:19:36.820000Z,6.8615,-73.303,129.24,-33.47854199301542,-15.417819999999956,129.24,2.258300015,0.6,62,CM,PDSC,10,HNZ,6.99,-73.06,-6.629414256042969,-1.1131999999999762,2024-01-02T19:19:54.014317Z,17.194317,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024adieew.xml,4,,,80.774900045
SGC2024mvdzuw,bucaramanga_nest,2024-06-30T11:50:47.340000Z,6.863,-73.325,130.48,-35.9093272202317,-15.25083999999995,130.48,2.208317002,0.6,62,CM,BAR2,10,HNZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2024-06-30T11:51:05.243583Z,17.903583,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024mvdzuw.xml,6,,,80.624951006
SGC2025peqqvg,domain_20_120,2025-08-03T23:45:37.490000Z,6.528666667,-73.48383333,118.93,-53.45885959084323,-52.46882662955995,118.93,2.20217245,0.8,64,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2025-08-03T23:45:53.185560Z,15.69556,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025peqqvg.xml,5,,,80.60651735
SGC2024sogsrf,bucaramanga_nest,2024-09-19T17:19:58.549999Z,6.896166667,-73.28883333,123.32,-31.913263258705154,-11.558726629559985,123.32,2.16750737,0.4,60,CM,BAR2,00,HHZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2024-09-19T17:20:15.885428Z,17.335429,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024sogsrf.xml,5,,,80.50252211
SGC2022iwexvy,bucaramanga_nest,2022-05-06T09:37:42.799999Z,7.405166667,-73.17183333,136.16,-18.98590545942136,45.103153370439955,136.16,2.042810294,0.5,61,CM,VMM09,00,HHZ,7.13,-73.29,-32.04216890420715,14.471599999999988,2022-05-06T09:38:01.261749Z,18.46175,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2022iwexvy.xml,6,,,80.128430882
SGC2022xclmbr,bucaramanga_nest,2022-11-24T02:31:11.509999Z,6.790166667,-73.3195,123.93,-35.30163091342803,-23.35864662955997,123.93,1.89815804,0.6,62,CM,BAR2,20,EHZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2022-11-24T02:31:28.207120Z,16.697121,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2022xclmbr.xml,5,,,79.69447412
SGC2025rktthe,domain_20_120,2025-09-04T15:39:02.500000Z,7.250166667,-73.83733333,95.79,-92.51715858269613,27.848553370440023,95.79,2.480310082,0.9,64,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2025-09-04T15:39:15.437842Z,12.937842,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025rktthe.xml,5,,,79.440930246
SGC2024vujztw,bucaramanga_nest,2024-11-04T13:14:31.800000Z,6.7775,-73.29966667,130.18,-33.11024156931342,-24.768700000000013,130.18,2.439969273,0.8,63,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2024-11-04T13:14:49.512062Z,17.712062,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024vujztw.xml,5,,,79.319907819
SGC2026asvptr,domain_20_120,2026-01-11T06:12:26.089999Z,6.507833333,-73.70216667,99.06,-77.58256220360036,-54.78799337044002,99.06,1.769547672,0.8,64,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2026-01-11T06:12:39.741444Z,13.651445,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026asvptr.xml,8,,,79.308643016
SGC2024plfokg,bucaramanga_nest,2024-08-06T13:42:13.210000Z,6.750833333,-73.1225,150.71,-13.535054106087465,-27.737233370439988,150.71,2.418030762,0.8,63,CM,BAR2,00,HHZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2024-08-06T13:42:33.468833Z,20.258833,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024plfokg.xml,5,,,79.254092286
SGC2023cqpkhc,bucaramanga_nest,2023-02-07T08:48:51.130000Z,6.7995,-73.12333333,143.44,-13.627128935786368,-22.31965999999999,143.44,2.398111959,0.7,62,CM,BAR2,20,EHZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2023-02-07T08:49:10.499879Z,19.369879,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023cqpkhc.xml,7,,,79.194335877
