lon,lat,x_km,y_km,slab_depth_km,nearest_control_event_km,confidence,vp_final_km_s,dvp_percent_on_surface,vp_active_surface,hit_count_surface,tomography_supported_slab,support_class,slab2_nearest_deg,slab2_depth_km,local_minus_slab2_km,mc_depth_std_km,mc_depth_p05_km,mc_depth_p95_km
-73.70880242569181,6.322876285818927,-78.31574842664931,-75.37741186263713,113.28283868413854,2.165303690501369,high,9.072531270930204,-0.2680076435021061,True,27.0,False,B_geometric_and_tomographic_coverage_no_positive_vp,0.02451136778985626,106.478141785,6.804696899138534,9.033078,99.68596,128.29114
-73.69728351380515,6.322876285818927,-77.04302111538973,-75.37741186263713,114.46369866131296,1.103390208178328,high,9.088233232222771,-0.1909838249227612,True,27.0,False,B_geometric_and_tomographic_coverage_no_positive_vp,0.023037008271823825,106.478141785,7.985556876312955,8.846974,101.4241,129.69458
-73.68576460191848,6.322876285818927,-75.77029380413018,-75.37741186263713,115.7939611594996,0.9930102963015064,high,9.110158212740124,0.0124663016727271,True,26.0,True,A_geometric_and_positive_vp_support,0.026943849231464576,106.478141785,9.315819374499597,8.365391,103.878265,130.74571
-73.67424569003181,6.322876285818927,-74.4975664928706,-75.37741186263713,117.26345587038568,1.998584139652324,high,9.130418608489482,0.3453661962626786,True,26.0,True,A_geometric_and_positive_vp_support,0.03333433572141907,109.368789673,7.894666197385689,7.6488304,107.01432,130.9177
-73.66272677814514,6.322876285818927,-73.22483918161103,-75.37741186263713,118.7732276058682,3.200355807661216,high,9.154405344805948,0.7069539598521158,True,26.0,True,A_geometric_and_positive_vp_support,0.026178146130424233,109.368789673,9.404437932868206,7.0146613,108.866035,130.90936
-73.65120786625847,6.322876285818927,-71.95211187035147,-75.37741186263713,120.23624225513052,4.4418335904943405,high,9.173088165423998,1.025907187568917,True,26.0,True,A_geometric_and_positive_vp_support,0.022908151251631273,109.368789673,10.867452582130525,6.6955266,109.90517,131.53882
-73.6396889543718,6.322876285818927,-70.6793845590919,-75.37741186263713,121.5633180826504,4.441829842952194,high,9.156623652295368,1.030452907599386,True,28.0,True,A_geometric_and_positive_vp_support,0.025092670539724738,109.368789673,12.194528409650403,6.7992964,110.798706,132.89409
-73.62817004248514,6.322876285818927,-69.40665724783233,-75.37741186263713,122.65052853098058,3.2003521234180465,high,9.151343617912314,1.0187170037241111,True,28.0,True,A_geometric_and_positive_vp_support,0.03162074474090614,109.368789673,13.281738857980585,7.26361,110.84244,134.05534
-73.61665113059847,6.322876285818927,-68.13392993657276,-75.37741186263713,123.3626780176926,1.9985806692861143,high,9.158398786370144,1.026041831237304,True,28.0,True,A_geometric_and_positive_vp_support,0.0282946037801601,112.41708374,10.945594277692607,7.8896794,110.026855,137.08725
-73.6051322187118,6.322876285818927,-66.8612026253132,-75.37741186263713,123.48555278958732,0.9930082009097024,high,9.179175738498287,1.1121992018918156,True,28.0,True,A_geometric_and_positive_vp_support,0.023444916757681684,112.41708374,11.068469049587321,8.398578,109.08847,138.81107
-73.59361330682513,6.322876285818927,-65.58847531405362,-75.37741186263713,122.65023185476905,1.1033927225406668,high,9.187404216563309,1.138442991188976,True,28.0,True,A_geometric_and_positive_vp_support,0.023751090555577177,112.41708374,10.233148114769051,8.440453,107.91325,137.95337
-73.58209439493847,6.322876285818927,-64.31574800279405,-75.37741186263713,120.91104577890972,2.1653072139743883,high,9.177692679570956,1.0315346950799056,True,28.0,True,A_geometric_and_positive_vp_support,0.029050561879079104,112.41708374,8.493962038909729,8.1055355,107.81898,134.78369
-73.5705754830518,6.322876285818927,-63.043020691534494,-75.37741186263713,118.63449216203485,3.3762856483531274,high,9.142310582700524,0.6108483827429443,True,28.0,True,A_geometric_and_positive_vp_support,0.030768083393090277,115.624183655,3.01030850703485,7.807748,106.8098,131.82283
-73.55905657116513,6.322876285818927,-61.77029338027492,-75.37741186263713,116.03002735195751,4.620576137811514,high,9.106850452131464,0.1700486646887877,True,28.0,True,A_geometric_and_positive_vp_support,0.024603778858903455,115.624183655,0.4058436969575183,7.834256,103.648254,129.38431
-73.54753765927846,6.322876285818927,-60.49756606901535,-75.37741186263713,113.24866013122228,4.263351190394954,high,9.091445277514977,-0.041348975781308,False,0.0,False,C_interpolated_or_no_active_tomography,0.02300842399422803,115.624183655,-2.3755235237777157,8.324604,100.685974,127.153854
-73.5360187473918,6.322876285818927,-59.22483875775579,-75.37741186263713,110.43307860548316,3.025122433663449,high,9.09709863580769,-0.0088041589224002,False,0.0,False,C_interpolated_or_no_active_tomography,0.026810443438414787,115.624183655,-5.191105049516835,9.242771,95.833755,125.8058
-73.52449983550513,6.322876285818927,-57.95211144649622,-75.37741186263713,107.75358986419845,1.834730967285828,high,8.877611535110796,0.1505429817372176,False,0.0,False,C_interpolated_or_no_active_tomography,0.033519641893196304,118.990661621,-11.237071756801555,10.425255,91.53792,125.66954
-73.51298092361846,6.322876285818927,-56.679384135236646,-75.37741186263713,105.47817115139596,0.9059687211120212,high,8.657540156611484,0.3286580182071384,False,0.0,False,C_interpolated_or_no_active_tomography,0.026302639237481117,118.990661621,-13.512490469604046,11.63816,88.046425,125.387726
-73.74335916135182,6.338740078909193,-82.13393036042801,-73.61145441582862,109.82563038112178,6.370958462757598,high,9.180671697107986,0.1909001016991179,False,4.0,False,C_interpolated_or_no_active_tomography,0.01307235865949779,102.505775452,7.319854929121789,8.087087,97.60338,123.36641
-73.73184024946515,6.338740078909193,-80.86120304916844,-73.61145441582862,110.78489852942504,5.234408539714066,high,9.178352033782415,0.0950517737126908,True,27.0,True,A_geometric_and_positive_vp_support,0.021367319964343254,102.505775452,8.27912307742504,7.936638,99.00839,124.171036
-73.72032133757848,6.338740078909193,-79.58847573790888,-73.61145441582862,111.77013974145454,4.177154941432332,high,9.174283516867945,0.0172057728336929,True,27.0,True,A_geometric_and_positive_vp_support,0.023232360705484074,105.183158875,6.586980866454539,7.7939157,100.4425,125.00243
-73.70880242569181,6.338740078909193,-78.31574842664931,-73.61145441582862,112.83048698408334,3.276871017676081,high,9.175238857352152,-0.0188763259156539,True,27.0,False,B_geometric_and_tomographic_coverage_no_positive_vp,0.01429225388214017,105.183158875,7.6473281090833325,7.619817,101.05979,126.01731
-73.69728351380515,6.338740078909193,-77.04302111538973,-73.61145441582862,114.01040674858706,2.695702792573848,high,9.181248574126954,-0.006624269466723,True,27.0,False,B_geometric_and_tomographic_coverage_no_positive_vp,0.011582966814164118,105.183158875,8.827247873587055,7.3436837,103.40671,126.97233
-73.68576460191848,6.338740078909193,-75.77029380413018,-73.61145441582862,115.336348308368,2.652435304196397,high,9.179431283003792,0.0946605916702963,True,26.0,True,A_geometric_and_positive_vp_support,0.01815027221586062,105.183158875,10.153189433367999,6.9081864,105.466866,128.13036
-73.67424569003181,6.338740078909193,-74.4975664928706,-73.61145441582862,116.78959254956858,3.169176889612892,high,9.164974320230396,0.2832144324804658,True,26.0,True,A_geometric_and_positive_vp_support,0.026732738507123117,108.013641357,8.775951192568584,6.3645,107.7207,128.26425
-73.66272677814514,6.338740078909193,-73.22483918161103,-73.61145441582862,118.30261900691268,4.0362880088043145,high,9.156971384040848,0.5081336147861116,True,26.0,True,A_geometric_and_positive_vp_support,0.016992842755930895,108.013641357,10.288977649912681,5.883962,110.03714,128.05797
-73.65120786625847,6.338740078909193,-71.95211187035147,-73.61145441582862,119.78425610177246,5.077325008312002,high,9.156386805323825,0.762805043479366,True,26.0,True,A_geometric_and_positive_vp_support,0.011324520469740133,108.013641357,11.770614744772459,5.651957,111.13896,129.58414
-73.6396889543718,6.338740078909193,-70.6793845590919,-73.61145441582862,121.13139045510222,5.07732172982246,high,9.147237699768484,0.8636033994996041,True,28.0,True,A_geometric_and_positive_vp_support,0.015267726907340127,108.013641357,13.117749098102223,5.757944,111.847565,131.01343
-73.62817004248514,6.338740078909193,-69.40665724783233,-73.61145441582862,122.22583206526384,4.036285087584005,high,9.147017954935151,0.9270338551200594,True,28.0,True,A_geometric_and_positive_vp_support,0.024562835098406115,108.013641357,14.212190708263847,6.1349154,112.19586,132.83308
-73.61665113059847,6.338740078909193,-68.13392993657276,-73.61145441582862,122.92434313394628,3.169174701090294,high,9.158215588941,0.9973317580364056,True,28.0,True,A_geometric_and_positive_vp_support,0.020100894835260397,110.999328613,11.925014520946277,6.596906,111.72521,133.84364
-73.6051322187118,6.338740078909193,-66.8612026253132,-73.61145441582862,123.05458325420422,2.6524345197309867,high,9.178519353785052,1.09710513365425,True,28.0,True,A_geometric_and_positive_vp_support,0.01237438854556343,110.999328613,12.055254641204215,6.923699,111.067375,135.01117
-73.59361330682513,6.338740078909193,-65.58847531405362,-73.61145441582862,122.47310027631644,2.695703821739757,high,9.17846237161528,1.0400077581030396,True,28.0,True,A_geometric_and_positive_vp_support,0.012945102266153603,110.999328613,11.473771663316441,6.964104,110.56407,134.2329
-73.58209439493847,6.338740078909193,-64.31574800279405,-73.61145441582862,121.19861197145704,3.276873345931477,high,9.15782022810615,0.8127711844960761,True,28.0,True,A_geometric_and_positive_vp_support,0.021151749705217104,110.999328613,10.199283358457038,6.7700562,110.09629,133.16182
-73.5705754830518,6.338740078909193,-63.043020691534494,-73.61145441582862,119.39639134717716,4.177157930179552,high,9.130804755750535,0.4722498696705841,True,28.0,True,A_geometric_and_positive_vp_support,0.023454985094561575,114.14176178,5.254629567177162,6.576183,109.19903,130.81143
-73.55905657116513,6.338740078909193,-61.77029338027492,-73.61145441582862,117.24749681044128,5.234411852319207,high,9.111261238638251,0.1231911451552335,True,28.0,True,A_geometric_and_positive_vp_support,0.014450166235714124,114.14176178,3.1057350304412807,6.6378813,107.18939,129.31673
-73.54753765927846,6.338740078909193,-60.49756606901535,-73.61145441582862,114.90903201477364,4.92194138191717,high,9.10421797224281,-0.068481518267907,False,0.0,False,C_interpolated_or_no_active_tomography,0.011526011660592573,114.14176178,0.7672702347736475,7.097874,104.197525,127.880104
-73.5360187473918,6.338740078909193,-59.22483875775579,-73.61145441582862,112.53079153982873,3.8988087069052897,high,9.10969133006751,-0.0910356426070091,False,0.0,False,C_interpolated_or_no_active_tomography,0.017951636345090838,114.14176178,-1.6109702401712696,7.926763,100.36067,126.10443
-73.52449983550513,6.338740078909193,-57.95211144649622,-73.61145441582862,110.28118988678888,3.0684819238027483,high,9.125914162413835,0.0441581420157609,False,0.0,False,C_interpolated_or_no_active_tomography,0.02696345235221315,117.441986084,-7.160796197211127,8.972364,96.94623,126.249435
-73.51298092361846,6.338740078909193,-56.679384135236646,-73.61145441582862,108.3596216314472,2.621091932386191,high,8.971945179277618,0.1635809930932986,False,0.0,False,C_interpolated_or_no_active_tomography,0.01718401003721277,117.441986084,-9.08236445255281,10.046823,93.14073,125.854126
-73.50146201173179,6.338740078909193,-55.40665682397707,-73.61145441582862,106.92972651430183,2.75033345923504,high,8.765870052577872,0.2204894530734096,False,0.0,False,C_interpolated_or_no_active_tomography,0.011354439716477094,117.441986084,-10.512259569698173,11.001303,89.78708,126.62639
-73.77791589701182,6.35460387199946,-85.95211229420673,-71.84549696902012,106.37037798421612,5.650011979375971,high,9.170084497726332,0.5543721349861769,False,4.0,False,C_interpolated_or_no_active_tomography,0.022558883885948167,99.9789123535,6.391465630716127,8.243082,93.66858,119.94547
-73.76639698512516,6.35460387199946,-84.67938498294714,-71.84549696902012,107.48860783189996,5.870953394958627,high,9.187549380606663,0.5299666804762639,False,4.0,False,C_interpolated_or_no_active_tomography,0.017031052773727993,102.505775452,4.9828323798999605,8.0033045,95.92234,120.667145
-73.75487807323849,6.35460387199946,-83.40665767168758,-71.84549696902012,108.46702598049067,6.344542677144856,high,9.218634899730084,0.5248789142150964,False,4.0,False,C_interpolated_or_no_active_tomography,0.0067075506638115305,102.505775452,5.96125052849068,7.6749554,97.09808,121.37305
-73.74335916135182,6.35460387199946,-82.13393036042801,-71.84549696902012,109.35721770763992,7.019830440694469,high,9.261537315054571,0.5392979351363196,False,4.0,False,C_interpolated_or_no_active_tomography,0.008080617262238167,102.505775452,6.851442255639924,7.3051105,98.89018,122.21237
-73.73184024946515,6.35460387199946,-80.86120304916844,-71.84549696902012,110.22119197665612,6.299649812719349,high,9.301107443374988,0.5269823764307042,True,27.0,True,A_geometric_and_positive_vp_support,0.018734251436202526,102.505775452,7.715416524656121,6.948058,99.39334,122.61552
-73.72032133757848,6.35460387199946,-79.58847573790888,-71.84549696902012,111.12201412795432,5.452997194845779,high,9.3017484539083,0.3963749030095626,True,27.0,True,A_geometric_and_positive_vp_support,0.02083632401278966,105.183158875,5.938855252954312,6.633318,101.234955,122.58642
-73.70880242569181,6.35460387199946,-78.31574842664931,-71.84549696902012,112.11791536695937,4.798378754199054,high,9.302012016336375,0.2996872852150079,True,27.0,True,A_geometric_and_positive_vp_support,0.009933696967785222,105.183158875,6.934756491959362,6.3484845,102.64414,123.29265
-73.69728351380515,6.35460387199946,-77.04302111538973,-71.84549696902012,113.25417933152843,4.42191910239817,high,9.300837970402055,0.2420219655017676,True,27.0,True,A_geometric_and_positive_vp_support,0.005345552790335331,105.183158875,8.07102045652843,6.04932,104.344696,124.6791
-73.68576460191848,6.35460387199946,-75.77029380413018,-71.84549696902012,114.5487495368456,4.395676062360695,high,9.275887471669105,0.2347925945859369,True,27.0,True,A_geometric_and_positive_vp_support,0.014961356754187654,105.183158875,9.365590661845602,5.700083,106.276695,125.113945
-73.67424569003181,6.35460387199946,-74.4975664928706,-71.84549696902012,115.9775020568677,4.725488034046837,high,9.225182110556077,0.2735914166235775,True,26.0,True,A_geometric_and_positive_vp_support,0.024678920610643768,108.013641357,7.963860699867709,5.321325,108.653175,125.37848
-73.66272677814514,6.35460387199946,-73.22483918161103,-71.84549696902012,117.47335947906284,5.345855955062846,high,9.183192685057692,0.3534770177493685,True,26.0,True,A_geometric_and_positive_vp_support,0.01353390259104992,108.013641357,9.459718122062839,5.001979,110.84372,125.79991
-73.65120786625847,6.35460387199946,-71.95211187035147,-71.84549696902012,118.94052446220498,6.169747502312705,high,9.15261762045122,0.4734003870914648,True,26.0,True,A_geometric_and_positive_vp_support,0.0047596825824626,108.013641357,10.926883105204979,4.85415,111.2668,126.67463
-73.6396889543718,6.35460387199946,-70.6793845590919,-71.84549696902012,120.26957853893391,6.169744804316522,high,9.136631214966645,0.6194454456082059,True,28.0,True,A_geometric_and_positive_vp_support,0.01129217867965931,108.013641357,12.255937181933916,4.93219,111.3976,128.60416
-73.62817004248514,6.35460387199946,-69.40665724783233,-71.84549696902012,121.3453396191574,5.345853749450729,high,9.13917051654937,0.7486223958995988,True,28.0,True,A_geometric_and_positive_vp_support,0.022310147522769226,108.013641357,13.331698262157403,5.1807766,112.63798,129.74834
-73.61665113059847,6.35460387199946,-68.13392993657276,-71.84549696902012,122.0516692573782,4.725486566301311,high,9.15153200091629,0.8701732945991281,True,28.0,True,A_geometric_and_positive_vp_support,0.017275872990805203,110.999328613,11.05234064437819,5.465677,112.22831,130.87321
-73.6051322187118,6.35460387199946,-66.8612026253132,-71.84549696902012,122.28458403841108,4.395675588999255,high,9.169020113404482,0.978363789662038,True,28.0,True,A_geometric_and_positive_vp_support,0.006894585287949233,110.999328613,11.28525542541108,5.6509204,112.52598,130.99492
-73.59361330682513,6.35460387199946,-65.58847531405362,-71.84549696902012,121.98329866305995,4.421919729801269,high,9.16486348109554,0.8903059945630442,True,28.0,True,A_geometric_and_positive_vp_support,0.007873086249839368,110.999328613,10.983970050059952,5.6701503,112.13155,130.54361
-73.58209439493847,6.35460387199946,-64.31574800279405,-71.84549696902012,121.16274390041288,4.798380344193189,high,9.140750190813035,0.6248577159110396,True,28.0,True,A_geometric_and_positive_vp_support,0.018488005030516043,110.999328613,10.163415287412874,5.572815,111.696686,130.4815
-73.5705754830518,6.35460387199946,-63.043020691534494,-71.84549696902012,119.90929818467352,5.452999484313685,high,9.111758317306196,0.2948153176680711,True,28.0,True,A_geometric_and_positive_vp_support,0.021084262856508412,114.14176178,5.767536404673521,5.5168347,110.751335,129.60646
-73.55905657116513,6.35460387199946,-61.77029338027492,-71.84549696902012,118.34439077276576,6.299652565178749,high,9.10430760891811,0.0447478738039997,True,28.0,True,A_geometric_and_positive_vp_support,0.010159582602450118,114.14176178,4.202628992765767,5.69074,110.10063,128.76434
-73.54753765927846,6.35460387199946,-60.49756606901535,-71.84549696902012,116.59539394380526,6.042521160020219,high,9.10342608293133,-0.1132253859435767,False,7.0,False,C_interpolated_or_no_active_tomography,0.005220992167811644,114.14176178,2.453632163805267,6.196805,107.36014,127.92621
-73.5360187473918,6.35460387199946,-59.22483875775579,-71.84549696902012,114.7862318345868,5.242829802244575,high,9.108351445566107,-0.1704579926376131,False,0.0,False,C_interpolated_or_no_active_tomography,0.014719750741185153,114.14176178,0.6444700545868045,6.992713,104.32897,127.308075
-73.52449983550513,6.35460387199946,-57.95211144649622,-71.84549696902012,113.03710194002127,4.658555175048119,high,9.117658091070703,-0.1318089006757835,False,0.0,False,C_interpolated_or_no_active_tomography,0.02492864972609434,117.441986084,-4.404884143978734,7.945081,101.37282,127.73116
-73.51298092361846,6.35460387199946,-56.679384135236646,-71.84549696902012,111.45912298562418,4.376834234956057,high,9.129366808533824,-0.0145338623331858,False,0.0,False,C_interpolated_or_no_active_tomography,0.013773162867521163,117.441986084,-5.98286309837583,8.913565,98.00914,126.735374
-73.50146201173179,6.35460387199946,-55.40665682397707,-71.84549696902012,110.13396008588424,4.455433664555132,high,9.047278932422044,0.1257945404272964,False,0.0,False,C_interpolated_or_no_active_tomography,0.004830436387258088,117.441986084,-7.308025998115767,9.801593,96.205605,127.15498
-73.48994309984512,6.35460387199946,-54.13392951271752,-71.84549696902012,109.09301055692607,4.876963191974177,high,8.84325879571594,0.1410895506414356,False,0.0,False,C_interpolated_or_no_active_tomography,0.011060600260063235,117.441986084,-8.348975527073932,10.573819,94.054726,128.15417
-73.47842418795847,6.35460387199946,-52.86120220145794,-71.84549696902012,108.32571506016096,5.564020168020853,high,8.666942253237952,0.1326679385528879,False,0.0,False,C_interpolated_or_no_active_tomography,0.02206153445794237,117.441986084,-9.116271023839047,11.244627,91.6518,128.57965
-73.82399154455848,6.370467665089727,-91.043021539245,-70.0795395222116,99.7018269840961,6.110819537741675,high,9.085505725073528,-0.3534976674023623,True,73.0,False,B_geometric_and_tomographic_coverage_no_positive_vp,0.03153600362323876,99.9789123535,-0.27708536940389195,8.575569,86.51182,115.28054
-73.81247263267183,6.370467665089727,-89.77029422798543,-70.0795395222116,101.45834621469038,5.189305864074847,high,9.136505130864212,-0.0261181152861425,True,73.0,False,B_geometric_and_tomographic_coverage_no_positive_vp,0.02396856024025935,99.9789123535,1.4794338611903868,8.379271,88.12019,116.43821
-73.80095372078516,6.370467665089727,-88.49756691672584,-70.0795395222116,103.13905837678772,4.444698515833177,high,9.158699113378296,0.2848820646424564,True,73.0,True,A_geometric_and_positive_vp_support,0.020489873048930594,99.9789123535,3.160146023287723,8.373683,89.21474,117.14864
-73.78943480889849,6.370467665089727,-87.22483960546629,-70.0795395222116,104.66463262101055,3.977620401701231,high,9.183422415308993,0.5676829432975883,True,73.0,True,A_geometric_and_positive_vp_support,0.023033640121291762,99.9789123535,4.685720267510561,8.397046,91.8115,117.42424
-73.77791589701182,6.370467665089727,-85.95211229420673,-70.0795395222116,105.96842407861814,3.8893769219583296,high,9.2057444252972,0.7465604866097061,True,124.0,True,A_geometric_and_positive_vp_support,0.030110345714015257,99.9789123535,5.989511725118149,8.285509,93.527054,119.40615
-73.76639698512516,6.370467665089727,-84.67938498294714,-70.0795395222116,107.03598391146214,4.203892391551703,high,9.23067262574366,0.7505524903742508,True,124.0,True,A_geometric_and_positive_vp_support,0.02622568274457946,102.505775452,4.530208459462145,7.959987,94.47943,119.568405
-73.75487807323849,6.370467665089727,-83.40665767168758,-70.0795395222116,107.91675526269688,4.843329356556552,high,9.27249874437219,0.7691394228917617,True,124.0,True,A_geometric_and_positive_vp_support,0.021040934217506205,102.505775452,5.410979810696887,7.4550443,96.80487,119.72639
-73.74335916135182,6.370467665089727,-82.13393036042801,-70.0795395222116,108.69147315622706,5.699354076566115,high,9.328246929297846,0.8053277109253407,True,124.0,True,A_geometric_and_positive_vp_support,0.021518040156496745,102.505775452,6.185697704227067,6.8739944,98.79976,119.77022
-73.73184024946515,6.370467665089727,-80.86120304916844,-70.0795395222116,109.44074351633864,5.971278144892735,high,9.398089429162498,0.8688842748235748,True,88.0,True,A_geometric_and_positive_vp_support,0.027362416810520984,102.505775452,6.934968064338648,6.3296795,100.48793,120.23184
-73.72032133757848,6.370467665089727,-79.58847573790888,-70.0795395222116,110.23628804632224,5.070084153914473,high,9.460690136049749,0.8911299622796859,True,88.0,True,A_geometric_and_positive_vp_support,0.028842365977911382,105.183158875,5.05312917132224,5.900848,102.35629,120.335724
-73.70880242569181,6.370467665089727,-78.31574842664931,-70.0795395222116,111.14273781902952,4.35832692549877,high,9.465748770465714,0.7388115195096849,True,88.0,True,A_geometric_and_positive_vp_support,0.02228021571452149,105.183158875,5.959578944029516,5.6009784,103.31293,121.04089
-73.69728351380515,6.370467665089727,-77.04302111538973,-70.0795395222116,112.21506178527936,3.9400435871868886,high,9.462298512142327,0.6118624332394458,True,88.0,True,A_geometric_and_positive_vp_support,0.0206471453589131,105.183158875,7.031902910279356,5.3750353,104.406586,121.82036
-73.68576460191848,6.370467665089727,-75.77029380413018,-70.0795395222116,113.480096598832,3.910568112945933,high,9.41527868923768,0.4918826693921425,True,88.0,True,A_geometric_and_positive_vp_support,0.024931343180099656,105.183158875,8.296937723832002,5.1456094,105.897316,122.83818
-73.67424569003181,6.370467665089727,-74.4975664928706,-70.0795395222116,114.9093464356138,4.277944843110828,high,9.324746106335066,0.3733065616428153,True,88.0,True,A_geometric_and_positive_vp_support,0.03172977780168469,108.013641357,6.895705078613801,4.8866763,107.87094,124.2491
-73.66272677814514,6.370467665089727,-73.22483918161103,-70.0795395222116,116.41791181168868,4.95466959676017,high,9.244884154404014,0.3001013037928642,True,94.0,True,A_geometric_and_positive_vp_support,0.0241017882361839,108.013641357,8.404270454688685,4.654822,109.69006,124.694885
-73.65120786625847,6.370467665089727,-71.95211187035147,-70.0795395222116,117.89411982158998,5.834068834276174,high,9.180782860193633,0.2778139469735174,True,94.0,True,A_geometric_and_positive_vp_support,0.02050327425372891,108.013641357,9.880478464589984,4.5439487,110.67562,125.57262
-73.6396889543718,6.370467665089727,-70.6793845590919,-70.0795395222116,119.225773627584,5.834065981043531,high,9.13538368052048,0.3045188760168944,True,77.0,True,A_geometric_and_positive_vp_support,0.022918180036189114,108.013641357,11.212132270584007,4.6048903,111.87117,126.83001
-73.62817004248514,6.370467665089727,-69.40665724783233,-70.0795395222116,120.3120579665268,4.954667217008132,high,9.11745168612521,0.4011705573259088,True,77.0,True,A_geometric_and_positive_vp_support,0.029924444177387002,108.013641357,12.298416609526797,4.7960124,113.03089,128.14891
-73.61665113059847,6.370467665089727,-68.13392993657276,-70.0795395222116,121.07053378392712,4.2779432218149935,high,9.12892609026557,0.5608662761790592,True,77.0,True,A_geometric_and_positive_vp_support,0.02638532668799569,110.999328613,10.071205170927115,5.0056033,113.60899,129.16191
-73.6051322187118,6.370467665089727,-66.8612026253132,-70.0795395222116,121.44573964408616,3.910567580863759,high,9.143814289674244,0.6853980045565611,True,77.0,True,A_geometric_and_positive_vp_support,0.021101302877562584,110.999328613,10.446411031086157,5.1186695,113.469345,129.48555
-73.59361330682513,6.370467665089727,-65.58847531405362,-70.0795395222116,121.417596133073,3.940044291322677,high,9.140987060633751,0.6274652690668562,True,77.0,True,A_geometric_and_positive_vp_support,0.021440969286280753,110.999328613,10.418267520073002,5.087085,113.12872,129.52383
-73.58209439493847,6.370467665089727,-64.31574800279405,-70.0795395222116,121.0044780500599,4.358328676031471,high,9.12134344400221,0.4112208594382783,True,77.0,True,A_geometric_and_positive_vp_support,0.027194411316412263,110.999328613,10.005149437059899,4.9790764,112.969376,129.30988
-73.5705754830518,6.370467665089727,-63.043020691534494,-70.0795395222116,120.2603526781433,5.070086616292073,high,9.096267668948764,0.1351771820379987,True,77.0,True,A_geometric_and_positive_vp_support,0.029021988509407227,114.14176178,6.11859089814331,4.966719,112.50976,128.99182
-73.55905657116513,6.370467665089727,-61.77029338027492,-70.0795395222116,119.26525402167296,5.971281048714913,high,9.088674758128908,-0.0599703441304164,True,77.0,False,B_geometric_and_tomographic_coverage_no_positive_vp,0.02238184075302637,114.14176178,5.123492241672963,5.2311893,111.65998,128.95384
-73.54753765927846,6.370467665089727,-60.49756606901535,-70.0795395222116,118.10927177837434,5.699354076566115,high,9.091762561769848,-0.1696991967121953,False,16.0,False,C_interpolated_or_no_active_tomography,0.02061524765929761,114.14176178,3.9675099983743394,5.837374,109.513176,128.19269
