event_id,n_picks,depth_km,selection_group,rms_residual_s,mad_residual_s,p90_abs_residual_s,median_residual_s,azimuthal_gap_deg,relocated_lat,relocated_lon,relocated_z_km,horizontal_shift_km,vertical_shift_km,total_shift_km,origin_time_shift_s,horizontal_uncertainty_0p20_km,depth_uncertainty_0p20_km,origin_time_uncertainty_0p20_s,sgc_rms_s,final_event_rms_s,rms_improvement_s,rms_improvement_percent,gap_class,nest_depth_class
SGC2026exxida,5,110.0,domain_20_120,0.3046506647187251,0.091418205658433,0.4694347763449983,0.0870611289709835,274.568,6.495084449365076,-73.69070129433389,110.0,10.0,-10.0,14.142135623730953,1.215163226584579,22.360679774997894,40.0,1.7477992127090811,0.8,0.3046506647187251,0.4953493352812749,61.91866691015937,gap_ge_180,crustal_intermediate
SGC2025tmwskm,7,110.0,domain_20_120,0.1330189783914966,0.1250735856120844,0.2135496678975805,0.0429794684264521,214.294,7.303564506856992,-73.5096897927841,110.0,0.0,0.0,0.0,0.1510341840535538,0.0,30.0,0.8925837961743154,0.7,0.1330189783914966,0.5669810216085034,80.99728880121478,gap_ge_180,crustal_intermediate
SGC2024ekhhas,5,110.0,domain_20_120,0.1332531873892725,0.0562106901879578,0.1968617401150353,0.0610744081902829,261.646,6.584915566864178,-73.69070129433389,110.0,10.0,-10.0,14.142135623730953,1.4373793117106075,22.360679774997894,40.0,1.61761025334592,0.6,0.1332531873892725,0.4667468126107275,77.79113543512125,gap_ge_180,crustal_intermediate
SGC2023wbejxq,6,130.0,domain_20_120,0.1175360057936905,0.086025302251784,0.17213745980081,0.0268761717130487,209.552,6.405253331865975,-73.69070129433389,130.0,14.142135623730953,10.0,17.320508075688775,-0.1570230943502881,10.0,40.0,1.4051632922387167,0.7,0.1175360057936905,0.5824639942063095,83.20914202947279,gap_ge_180,deep_nest
SGC2022yzdtke,5,120.0,domain_20_120,0.0922805932346047,0.0993823069944532,0.1150311417084765,0.0408945070842357,193.469,6.495084449365076,-73.69070129433389,120.0,0.0,0.0,0.0,-0.0770721010714297,10.0,30.0,0.9645470218420674,0.8,0.0922805932346047,0.7077194067653954,88.4649258456744,gap_ge_180,deep_nest
SGC2022yfcina,4,140.0,domain_20_120,0.1487770466245308,0.1863367085618608,0.204849929405119,0.0512351933437784,250.882,6.584915566864178,-73.60019556082159,140.0,10.000003814697266,10.0,14.142138321129512,-1.1613843692173162,14.142138321129512,40.0,1.7191414860626013,0.8,0.1487770466245308,0.6512229533754692,81.40286917193365,gap_ge_180,deep_nest
SGC2023yrtdmq,5,80.0,domain_20_120,0.1516867415390516,0.0631214447959282,0.2276915391901979,0.0062423821438351,242.822,6.315422214366873,-73.60019556082159,80.0,0.0,-10.0,10.0,0.969953990251586,22.360679774997894,40.0,0.9392703024110424,0.8,0.1516867415390516,0.6483132584609484,81.03915730761855,gap_ge_180,crustal_intermediate
SGC2023qylyeu,7,130.0,domain_20_120,0.129564118667065,0.0849819988013909,0.1840297875196597,-0.0349786404785881,193.469,6.495084449365076,-73.69070129433389,130.0,14.142135623730953,10.0,17.320508075688775,-0.5186211803180107,10.0,40.0,1.356686595538402,0.6,0.129564118667065,0.470435881332935,78.40598022215585,gap_ge_180,deep_nest
SGC2024pkfxmx,6,130.0,domain_20_120,0.1758188393236892,0.1549492984446359,0.2618471424080013,-0.0375963364957278,209.552,6.405253331865975,-73.69070129433389,130.0,14.142135623730953,10.0,17.320508075688775,-0.1992168765640816,14.142135623730953,40.0,1.235216940498974,0.8,0.1758188393236892,0.6241811606763108,78.02264508453885,gap_ge_180,deep_nest
SGC2024aqxgtc,7,130.0,domain_20_120,0.2814559335545395,0.1401345725624532,0.4990402527047579,0.0183189714389584,207.21000000000004,6.67474668436328,-73.60019556082159,130.0,10.000003814697266,10.0,14.142138321129512,-1.0891293249850804,22.36068148098264,40.0,1.581730570926727,0.6,0.2814559335545395,0.3185440664454604,53.09067774091008,gap_ge_180,deep_nest
