event_id,selection_group,origin_time_utc,event_lat,event_lon,event_depth_km,source_x_km,source_y_km,source_z_km,magnitude,catalog_rms_s,catalog_phases,network,station,location,channel,station_lat,station_lon,receiver_x_km,receiver_y_km,pick_time_utc,travel_time_s,xml_file
SGC2025kgeyrg,domain_20_120,2025-05-26T00:19:43.560000Z,6.560666667,-73.50683333,117.39,-56.00013505566074,-48.906586629560046,117.39,3.36775926,0.8,96,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2025-05-26T00:19:59.269076Z,15.709076,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025kgeyrg.xml
SGC2025kgeyrg,domain_20_120,2025-05-26T00:19:43.560000Z,6.560666667,-73.50683333,117.39,-56.00013505566074,-48.906586629560046,117.39,3.36775926,0.8,96,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2025-05-26T00:20:00.061421Z,16.501421,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025kgeyrg.xml
SGC2025kgeyrg,domain_20_120,2025-05-26T00:19:43.560000Z,6.560666667,-73.50683333,117.39,-56.00013505566074,-48.906586629560046,117.39,3.36775926,0.8,96,CM,BAR2,00,HHZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2025-05-26T00:20:00.219430Z,16.65943,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025kgeyrg.xml
SGC2025kgeyrg,domain_20_120,2025-05-26T00:19:43.560000Z,6.560666667,-73.50683333,117.39,-56.00013505566074,-48.906586629560046,117.39,3.36775926,0.8,96,CM,PTB1,00,HHZ,6.53321,-74.45888,-161.19199783092594,-51.96306279999995,2025-05-26T00:20:02.970844Z,19.410844,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025kgeyrg.xml
SGC2025kgeyrg,domain_20_120,2025-05-26T00:19:43.560000Z,6.560666667,-73.50683333,117.39,-56.00013505566074,-48.906586629560046,117.39,3.36775926,0.8,96,CM,VMM07,00,HHZ,7.36,-73.85,-93.91670196060453,40.07520000000003,2025-05-26T00:20:03.916613Z,20.356613,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025kgeyrg.xml
SGC2025kgeyrg,domain_20_120,2025-05-26T00:19:43.560000Z,6.560666667,-73.50683333,117.39,-56.00013505566074,-48.906586629560046,117.39,3.36775926,0.8,96,CM,PAM,20,EHZ,7.34,-72.7,33.147071280213275,37.84879999999998,2025-05-26T00:20:06.366895Z,22.806895,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025kgeyrg.xml
SGC2025kgeyrg,domain_20_120,2025-05-26T00:19:43.560000Z,6.560666667,-73.50683333,117.39,-56.00013505566074,-48.906586629560046,117.39,3.36775926,0.8,96,CM,CPAM3,10,HNZ,7.36444,-72.66475,37.04185215563891,40.56946080000001,2025-05-26T00:20:06.973746Z,23.413746,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025kgeyrg.xml
SGC2025kgeyrg,domain_20_120,2025-05-26T00:19:43.560000Z,6.560666667,-73.50683333,117.39,-56.00013505566074,-48.906586629560046,117.39,3.36775926,0.8,96,CM,CPAMP,10,HNZ,7.379,-72.6372,40.08585820153751,42.19027999999995,2025-05-26T00:20:07.486710Z,23.92671,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025kgeyrg.xml
SGC2023woxqbz,domain_20_120,2023-11-16T17:35:11.210000Z,6.393333333,-73.51733333,118.85,-57.160282550467485,-67.53413337043997,118.85,2.778740051,0.8,99,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2023-11-16T17:35:29.120000Z,17.91,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023woxqbz.xml
SGC2023woxqbz,domain_20_120,2023-11-16T17:35:11.210000Z,6.393333333,-73.51733333,118.85,-57.160282550467485,-67.53413337043997,118.85,2.778740051,0.8,99,CM,PDSC,10,HNZ,6.99,-73.06,-6.629414256042969,-1.1131999999999762,2023-11-16T17:35:30.091333Z,18.881333,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023woxqbz.xml
SGC2023woxqbz,domain_20_120,2023-11-16T17:35:11.210000Z,6.393333333,-73.51733333,118.85,-57.160282550467485,-67.53413337043997,118.85,2.778740051,0.8,99,CM,PTB1,00,HHZ,6.53321,-74.45888,-161.19199783092594,-51.96306279999995,2023-11-16T17:35:31.080000Z,19.87,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023woxqbz.xml
SGC2023woxqbz,domain_20_120,2023-11-16T17:35:11.210000Z,6.393333333,-73.51733333,118.85,-57.160282550467485,-67.53413337043997,118.85,2.778740051,0.8,99,CM,PAM,20,EHZ,7.34,-72.7,33.147071280213275,37.84879999999998,2023-11-16T17:35:35.828393Z,24.618393,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023woxqbz.xml
SGC2023woxqbz,domain_20_120,2023-11-16T17:35:11.210000Z,6.393333333,-73.51733333,118.85,-57.160282550467485,-67.53413337043997,118.85,2.778740051,0.8,99,CM,CPAM3,20,EHZ,7.36444,-72.66475,37.04185215563891,40.56946080000001,2023-11-16T17:35:36.186062Z,24.976062,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023woxqbz.xml
SGC2026evkhtz,domain_20_120,2026-03-10T07:30:11.669999Z,7.128333333,-73.39833333,116.03,-44.011944275982785,14.286066629559954,116.03,2.658889315,0.7,98,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2026-03-10T07:30:27.691034Z,16.021035,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026evkhtz.xml
SGC2026evkhtz,domain_20_120,2026-03-10T07:30:11.669999Z,7.128333333,-73.39833333,116.03,-44.011944275982785,14.286066629559954,116.03,2.658889315,0.7,98,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2026-03-10T07:30:28.383145Z,16.713146,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026evkhtz.xml
SGC2026evkhtz,domain_20_120,2026-03-10T07:30:11.669999Z,7.128333333,-73.39833333,116.03,-44.011944275982785,14.286066629559954,116.03,2.658889315,0.7,98,CM,VMM07,00,HHZ,7.36,-73.85,-93.91670196060453,40.07520000000003,2026-03-10T07:30:28.911952Z,17.241953,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026evkhtz.xml
SGC2026evkhtz,domain_20_120,2026-03-10T07:30:11.669999Z,7.128333333,-73.39833333,116.03,-44.011944275982785,14.286066629559954,116.03,2.658889315,0.7,98,CM,BAR2,00,HHZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2026-03-10T07:30:29.552074Z,17.882075,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026evkhtz.xml
SGC2026evkhtz,domain_20_120,2026-03-10T07:30:11.669999Z,7.128333333,-73.39833333,116.03,-44.011944275982785,14.286066629559954,116.03,2.658889315,0.7,98,CM,PAM,20,EHZ,7.34,-72.7,33.147071280213275,37.84879999999998,2026-03-10T07:30:31.017382Z,19.347383,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026evkhtz.xml
SGC2026evkhtz,domain_20_120,2026-03-10T07:30:11.669999Z,7.128333333,-73.39833333,116.03,-44.011944275982785,14.286066629559954,116.03,2.658889315,0.7,98,CM,CPAM3,20,EHZ,7.36444,-72.66475,37.04185215563891,40.56946080000001,2026-03-10T07:30:31.381035Z,19.711036,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026evkhtz.xml
SGC2025cphhdg,domain_20_120,2025-02-06T15:39:18.300000Z,6.5575,-73.47833333,115.4,-52.85116328403955,-49.25909999999998,115.4,3.234953505,0.8,99,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2025-02-06T15:39:33.548857Z,15.248857,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025cphhdg.xml
SGC2025cphhdg,domain_20_120,2025-02-06T15:39:18.300000Z,6.5575,-73.47833333,115.4,-52.85116328403955,-49.25909999999998,115.4,3.234953505,0.8,99,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2025-02-06T15:39:34.320106Z,16.020106,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025cphhdg.xml
SGC2025cphhdg,domain_20_120,2025-02-06T15:39:18.300000Z,6.5575,-73.47833333,115.4,-52.85116328403955,-49.25909999999998,115.4,3.234953505,0.8,99,CM,BAR2,00,HHZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2025-02-06T15:39:34.420414Z,16.120414,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025cphhdg.xml
SGC2025cphhdg,domain_20_120,2025-02-06T15:39:18.300000Z,6.5575,-73.47833333,115.4,-52.85116328403955,-49.25909999999998,115.4,3.234953505,0.8,99,CM,VMM07,00,HHZ,7.36,-73.85,-93.91670196060453,40.07520000000003,2025-02-06T15:39:38.279492Z,19.979492,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025cphhdg.xml
SGC2025cphhdg,domain_20_120,2025-02-06T15:39:18.300000Z,6.5575,-73.47833333,115.4,-52.85116328403955,-49.25909999999998,115.4,3.234953505,0.8,99,CM,PAM,20,EHZ,7.34,-72.7,33.147071280213275,37.84879999999998,2025-02-06T15:39:40.744140Z,22.44414,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025cphhdg.xml
SGC2025cphhdg,domain_20_120,2025-02-06T15:39:18.300000Z,6.5575,-73.47833333,115.4,-52.85116328403955,-49.25909999999998,115.4,3.234953505,0.8,99,CM,CPAM3,20,EHZ,7.36444,-72.66475,37.04185215563891,40.56946080000001,2025-02-06T15:39:40.853413Z,22.553413,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025cphhdg.xml
SGC2025cphhdg,domain_20_120,2025-02-06T15:39:18.300000Z,6.5575,-73.47833333,115.4,-52.85116328403955,-49.25909999999998,115.4,3.234953505,0.8,99,CM,CPAMP,10,HNZ,7.379,-72.6372,40.08585820153751,42.19027999999995,2025-02-06T15:39:41.712349Z,23.412349,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2025cphhdg.xml
SGC2023ysbwiu,domain_20_120,2023-12-16T18:49:21.480000Z,6.221166667,-73.87033333,92.27,-96.16333642351819,-86.69972662955996,92.27,2.506640182,0.8,100,CM,PTB1,00,HHZ,6.53321,-74.45888,-161.19199783092594,-51.96306279999995,2023-12-16T18:49:36.361611Z,14.881611,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023ysbwiu.xml
SGC2023ysbwiu,domain_20_120,2023-12-16T18:49:21.480000Z,6.221166667,-73.87033333,92.27,-96.16333642351819,-86.69972662955996,92.27,2.506640182,0.8,100,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2023-12-16T18:49:36.457154Z,14.977154,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023ysbwiu.xml
SGC2023ysbwiu,domain_20_120,2023-12-16T18:49:21.480000Z,6.221166667,-73.87033333,92.27,-96.16333642351819,-86.69972662955996,92.27,2.506640182,0.8,100,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2023-12-16T18:49:38.057504Z,16.577504,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023ysbwiu.xml
SGC2023ysbwiu,domain_20_120,2023-12-16T18:49:21.480000Z,6.221166667,-73.87033333,92.27,-96.16333642351819,-86.69972662955996,92.27,2.506640182,0.8,100,CM,PDSC,10,HNZ,6.99,-73.06,-6.629414256042969,-1.1131999999999762,2023-12-16T18:49:42.070323Z,20.590323,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023ysbwiu.xml
SGC2023ysbwiu,domain_20_120,2023-12-16T18:49:21.480000Z,6.221166667,-73.87033333,92.27,-96.16333642351819,-86.69972662955996,92.27,2.506640182,0.8,100,CM,PAM,20,EHZ,7.34,-72.7,33.147071280213275,37.84879999999998,2023-12-16T18:49:48.447840Z,26.96784,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023ysbwiu.xml
SGC2023ysbwiu,domain_20_120,2023-12-16T18:49:21.480000Z,6.221166667,-73.87033333,92.27,-96.16333642351819,-86.69972662955996,92.27,2.506640182,0.8,100,CM,CPAM3,20,EHZ,7.36444,-72.66475,37.04185215563891,40.56946080000001,2023-12-16T18:49:48.830013Z,27.350013,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2023ysbwiu.xml
SGC2026dkghty,domain_20_120,2026-02-18T01:43:50.630000Z,6.569833333,-73.50116667,118.25,-55.374024445857984,-47.88615337043999,118.25,2.534671863,0.8,99,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2026-02-18T01:44:06.549739Z,15.919739,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026dkghty.xml
SGC2026dkghty,domain_20_120,2026-02-18T01:43:50.630000Z,6.569833333,-73.50116667,118.25,-55.374024445857984,-47.88615337043999,118.25,2.534671863,0.8,99,CM,BAR2,00,HHZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2026-02-18T01:44:07.401106Z,16.771106,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026dkghty.xml
SGC2026dkghty,domain_20_120,2026-02-18T01:43:50.630000Z,6.569833333,-73.50116667,118.25,-55.374024445857984,-47.88615337043999,118.25,2.534671863,0.8,99,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2026-02-18T01:44:07.448753Z,16.818753,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026dkghty.xml
SGC2026dkghty,domain_20_120,2026-02-18T01:43:50.630000Z,6.569833333,-73.50116667,118.25,-55.374024445857984,-47.88615337043999,118.25,2.534671863,0.8,99,CM,PDSC,10,HNZ,6.99,-73.06,-6.629414256042969,-1.1131999999999762,2026-02-18T01:44:08.699563Z,18.069563,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026dkghty.xml
SGC2026dkghty,domain_20_120,2026-02-18T01:43:50.630000Z,6.569833333,-73.50116667,118.25,-55.374024445857984,-47.88615337043999,118.25,2.534671863,0.8,99,CM,PTB1,00,HHZ,6.53321,-74.45888,-161.19199783092594,-51.96306279999995,2026-02-18T01:44:10.238961Z,19.608961,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026dkghty.xml
SGC2026dkghty,domain_20_120,2026-02-18T01:43:50.630000Z,6.569833333,-73.50116667,118.25,-55.374024445857984,-47.88615337043999,118.25,2.534671863,0.8,99,CM,PAM,20,EHZ,7.34,-72.7,33.147071280213275,37.84879999999998,2026-02-18T01:44:13.849044Z,23.219044,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026dkghty.xml
SGC2026dkghty,domain_20_120,2026-02-18T01:43:50.630000Z,6.569833333,-73.50116667,118.25,-55.374024445857984,-47.88615337043999,118.25,2.534671863,0.8,99,CM,CPAM3,20,EHZ,7.36444,-72.66475,37.04185215563891,40.56946080000001,2026-02-18T01:44:14.257639Z,23.627639,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026dkghty.xml
SGC2024fkcjjw,domain_20_120,2024-03-17T07:37:47.700000Z,6.547833333,-73.52916667,116.61,-58.46775109867699,-50.33519337044002,116.61,3.638501554,0.6,99,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2024-03-17T07:38:03.403904Z,15.703904,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024fkcjjw.xml
SGC2024fkcjjw,domain_20_120,2024-03-17T07:37:47.700000Z,6.547833333,-73.52916667,116.61,-58.46775109867699,-50.33519337044002,116.61,3.638501554,0.6,99,CM,BAR2,00,HHZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2024-03-17T07:38:04.264242Z,16.564242,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024fkcjjw.xml
SGC2024fkcjjw,domain_20_120,2024-03-17T07:37:47.700000Z,6.547833333,-73.52916667,116.61,-58.46775109867699,-50.33519337044002,116.61,3.638501554,0.6,99,CM,PAM,20,EHZ,7.34,-72.7,33.147071280213275,37.84879999999998,2024-03-17T07:38:10.620166Z,22.920166,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024fkcjjw.xml
SGC2024fkcjjw,domain_20_120,2024-03-17T07:37:47.700000Z,6.547833333,-73.52916667,116.61,-58.46775109867699,-50.33519337044002,116.61,3.638501554,0.6,99,CM,CPAM3,20,EHZ,7.36444,-72.66475,37.04185215563891,40.56946080000001,2024-03-17T07:38:11.273558Z,23.573558,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024fkcjjw.xml
SGC2024fkcjjw,domain_20_120,2024-03-17T07:37:47.700000Z,6.547833333,-73.52916667,116.61,-58.46775109867699,-50.33519337044002,116.61,3.638501554,0.6,99,CM,CPAMP,10,HNZ,7.379,-72.6372,40.08585820153751,42.19027999999995,2024-03-17T07:38:11.700000Z,24.0,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024fkcjjw.xml
SGC2026dtybze,domain_20_120,2026-02-23T08:20:31.929999Z,6.3455,-73.57233333,118.66,-63.237245618507394,-72.85893999999996,118.66,3.020048557,0.6,98,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2026-02-23T08:20:48.846901Z,16.916902,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026dtybze.xml
SGC2026dtybze,domain_20_120,2026-02-23T08:20:31.929999Z,6.3455,-73.57233333,118.66,-63.237245618507394,-72.85893999999996,118.66,3.020048557,0.6,98,CM,BAR2,00,HHZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2026-02-23T08:20:49.391334Z,17.461335,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026dtybze.xml
SGC2026dtybze,domain_20_120,2026-02-23T08:20:31.929999Z,6.3455,-73.57233333,118.66,-63.237245618507394,-72.85893999999996,118.66,3.020048557,0.6,98,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2026-02-23T08:20:50.090196Z,18.160197,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026dtybze.xml
SGC2026dtybze,domain_20_120,2026-02-23T08:20:31.929999Z,6.3455,-73.57233333,118.66,-63.237245618507394,-72.85893999999996,118.66,3.020048557,0.6,98,CM,PTB1,00,HHZ,6.53321,-74.45888,-161.19199783092594,-51.96306279999995,2026-02-23T08:20:51.242080Z,19.312081,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026dtybze.xml
SGC2026dtybze,domain_20_120,2026-02-23T08:20:31.929999Z,6.3455,-73.57233333,118.66,-63.237245618507394,-72.85893999999996,118.66,3.020048557,0.6,98,CM,PDSC,10,HNZ,6.99,-73.06,-6.629414256042969,-1.1131999999999762,2026-02-23T08:20:51.876028Z,19.946029,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026dtybze.xml
SGC2026dtybze,domain_20_120,2026-02-23T08:20:31.929999Z,6.3455,-73.57233333,118.66,-63.237245618507394,-72.85893999999996,118.66,3.020048557,0.6,98,CM,PAM,20,EHZ,7.34,-72.7,33.147071280213275,37.84879999999998,2026-02-23T08:20:57.502401Z,25.572402,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026dtybze.xml
SGC2026dtybze,domain_20_120,2026-02-23T08:20:31.929999Z,6.3455,-73.57233333,118.66,-63.237245618507394,-72.85893999999996,118.66,3.020048557,0.6,98,CM,CPAM3,20,EHZ,7.36444,-72.66475,37.04185215563891,40.56946080000001,2026-02-23T08:20:57.987205Z,26.057206,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2026dtybze.xml
SGC2024oxinjn,domain_20_120,2024-07-30T00:08:52.979999Z,6.556666667,-73.51616667,114.95,-57.031378009868725,-49.35186662956,114.95,2.903576235,0.9,98,CM,VMM10,00,HHZ,6.77,-73.72,-79.55297107251248,-25.603600000000046,2024-07-30T00:09:07.852000Z,14.872001,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024oxinjn.xml
SGC2024oxinjn,domain_20_120,2024-07-30T00:08:52.979999Z,6.556666667,-73.51616667,114.95,-57.031378009868725,-49.35186662956,114.95,2.903576235,0.9,98,CM,BRJC,00,HHZ,6.97,-73.74,-81.76277582452627,-3.3396000000000274,2024-07-30T00:09:09.007797Z,16.027798,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024oxinjn.xml
SGC2024oxinjn,domain_20_120,2024-07-30T00:08:52.979999Z,6.556666667,-73.51616667,114.95,-57.031378009868725,-49.35186662956,114.95,2.903576235,0.9,98,CM,BAR2,00,HHZ,6.59,-73.18,-19.888242768128904,-45.64120000000001,2024-07-30T00:09:09.188434Z,16.208435,C:\Users\claudia.parra\Documents\Materias_romulo\investigacion\tomografia_localizacion_simultaneas\output_sgc_new_events_joint_vp_relocation_fmm_min4_plus_shallow\data\xml_events\SGC2024oxinjn.xml
