event_id,round,n_picks,catalog_x_km,catalog_y_km,catalog_z_km,relocated_x_km,relocated_y_km,relocated_z_km,relocated_lat,relocated_lon,origin_time_shift_s,rms_before_s,rms_after_s,horizontal_shift_km,vertical_shift_km,total_shift_km
SGC2024uqedjr,2,5,-66.31575012207031,-66.20719909667969,120.0,-76.31575012207031,-56.20719909667969,120.0,6.495084449365076,-73.69070129433389,0.4297549816097792,0.38896926932675324,0.14624409067083663,14.142135623730951,0.0,14.142135623730951
SGC2022vhzdmg,2,4,-106.31575012207031,43.79280090332031,50.0,-96.31575012207031,33.79280090332031,50.0,7.303564506856992,-73.87171276135847,1.5956185623698005,0.3064636419473801,0.17735861988318702,14.142135623730951,0.0,14.142135623730951
SGC2023jfwrtn,2,5,-56.31574630737305,-46.20719909667969,130.0,-66.31575012207031,-36.20719909667969,130.0,6.67474668436328,-73.60019556082159,0.2309302563351281,0.30889520787167335,0.2053483539352424,14.142138321129513,0.0,14.142138321129513
SGC2025yuczzx,2,8,-76.31575012207031,-46.20719909667969,110.0,-76.31575012207031,-46.20719909667969,110.0,6.584915566864178,-73.69070129433389,0.1245378511543187,0.2298521068007465,0.2298521068007465,0.0,0.0,0.0
SGC2026afswai,2,7,-126.31575012207031,-56.20719909667969,80.0,-126.31575012207031,-56.20719909667969,80.0,6.495084449365076,-74.14322996189536,0.07855078062549481,0.2759279137081114,0.2759279137081114,0.0,0.0,0.0
SGC2023ycjape,2,5,-66.31575012207031,-66.20719909667969,120.0,-66.31575012207031,-66.20719909667969,120.0,6.405253331865975,-73.60019556082159,0.06772722108864215,0.06887006574360462,0.06887006574360462,0.0,0.0,0.0
SGC2024mnouax,2,7,-66.31575012207031,-76.20719909667969,120.0,-76.31575012207031,-66.20719909667969,130.0,6.405253331865975,-73.69070129433389,-0.09559796477708105,0.45597710990358153,0.3596013802746603,14.142135623730951,10.0,17.320508075688775
SGC2025zqwcsx,2,8,-66.31575012207031,-66.20719909667969,130.0,-66.31575012207031,-66.20719909667969,130.0,6.405253331865975,-73.60019556082159,0.0759216171703514,0.1268096772293354,0.1268096772293354,0.0,0.0,0.0
SGC2023vkrrvz,2,7,-56.31574630737305,-36.20719909667969,120.0,-66.31575012207031,-36.20719909667969,130.0,6.67474668436328,-73.60019556082159,-0.8576058206217994,0.5130479842835883,0.2361282092407604,10.000003814697266,10.0,14.142138321129513
SGC2023ajetdo,2,7,-56.31574630737305,-46.20719909667969,130.0,-66.31575012207031,-36.20719909667969,140.0,6.67474668436328,-73.60019556082159,-0.6765196372728397,0.2763433516136562,0.18087200824112273,14.142138321129513,10.0,17.320510278105544
SGC2023mlmecb,2,4,-66.31575012207031,-46.20719909667969,110.0,-76.31575012207031,-46.20719909667969,120.0,6.584915566864178,-73.69070129433389,-1.2766270424183004,0.3804174513853796,0.05742025031297958,10.0,10.0,14.142135623730951
SGC2023zicuzp,2,5,-56.31574630737305,-46.20719909667969,120.0,-66.31575012207031,-36.20719909667969,130.0,6.67474668436328,-73.60019556082159,-0.4533525863653729,0.17791717606005025,0.14633679688579845,14.142138321129513,10.0,17.320510278105544
SGC2023xctbrz,2,5,-76.31575012207031,-66.20719909667969,110.0,-76.31575012207031,-66.20719909667969,110.0,6.405253331865975,-73.69070129433389,-0.06963892331612342,0.15735406828045675,0.15735406828045675,0.0,0.0,0.0
SGC2025kuyfzb,2,6,-56.31574630737305,-36.20719909667969,110.0,-56.31574630737305,-26.207199096679688,100.0,6.764577801862382,-73.5096897927841,1.3411015243146496,0.21999265711904412,0.21545281814849337,10.0,-10.0,14.142135623730951
SGC2022uzdcga,2,6,-56.31574630737305,-46.20719909667969,130.0,-56.31574630737305,-46.20719909667969,130.0,6.584915566864178,-73.5096897927841,0.13330729130312235,0.30167892989947165,0.30167892989947165,0.0,0.0,0.0
SGC2026dktcye,2,6,-56.31574630737305,-46.20719909667969,120.0,-66.31575012207031,-36.20719909667969,130.0,6.67474668436328,-73.60019556082159,-0.6296904876563083,0.38119991929677366,0.25381881808380596,14.142138321129513,10.0,17.320510278105544
SGC2023tvuaug,2,7,-56.31574630737305,-46.20719909667969,120.0,-66.31575012207031,-36.20719909667969,130.0,6.67474668436328,-73.60019556082159,-0.5599386653689109,0.35590324068050533,0.18612574226080397,14.142138321129513,10.0,17.320510278105544
SGC2026ajmphg,2,8,-46.31574630737305,-36.20719909667969,130.0,-56.31574630737305,-26.207199096679688,140.0,6.764577801862382,-73.5096897927841,-0.5159818735333825,0.33118862486607525,0.2830061430047245,14.142135623730951,10.0,17.320508075688775
SGC2024sesgmg,2,5,-66.31575012207031,-66.20719909667969,130.0,-66.31575012207031,-66.20719909667969,130.0,6.405253331865975,-73.60019556082159,0.09866276129731943,0.16327661230319807,0.16327661230319807,0.0,0.0,0.0
SGC2024mgtlor,2,6,-116.31575012207031,-46.20719909667969,20.0,-116.31575012207031,-46.20719909667969,20.0,6.584915566864178,-74.05272422838306,0.0965986349820942,0.34562329093220634,0.34562329093220634,0.0,0.0,0.0
SGC2022vkzqzd,2,5,-56.31574630737305,-36.20719909667969,130.0,-56.31574630737305,-36.20719909667969,130.0,6.67474668436328,-73.5096897927841,0.19224358136990816,0.2591093026788371,0.2591093026788371,0.0,0.0,0.0
SGC2025eqcvse,2,6,-66.31575012207031,-56.20719909667969,120.0,-66.31575012207031,-46.20719909667969,110.0,6.584915566864178,-73.60019556082159,1.499888392094027,0.28123151541246894,0.17811631664423228,10.0,-10.0,14.142135623730951
SGC2024rzjwkh,2,7,-66.31575012207031,-36.20719909667969,120.0,-76.31575012207031,-26.207199096679688,120.0,6.764577801862382,-73.69070129433389,0.2687151225078157,2.4775134925837956,2.439572184851992,14.142135623730951,0.0,14.142135623730951
SGC2025bsqmdh,2,4,-76.31575012207031,-46.20719909667969,100.0,-86.31575012207031,-46.20719909667969,110.0,6.584915566864178,-73.78120702784618,-1.0568264959068756,0.5869161683987306,0.5763514131291497,10.0,10.0,14.142135623730951
SGC2025bjlriy,2,4,-96.31575012207031,-26.207199096679688,90.0,-106.31575012207031,-26.207199096679688,100.0,6.764577801862382,-73.96221849487077,-1.2078711340047512,0.22066836665591605,0.12700717477364767,10.0,10.0,14.142135623730951
SGC2025qggnkx,2,6,-56.31574630737305,-36.20719909667969,110.0,-56.31574630737305,-36.20719909667969,110.0,6.67474668436328,-73.5096897927841,0.07739820253347673,0.20048413075303784,0.20048413075303784,0.0,0.0,0.0
SGC2023vxejxg,2,7,-66.31575012207031,53.79280090332031,100.0,-66.31575012207031,53.79280090332031,100.0,7.483226741855195,-73.60019556082159,-0.05165950846683742,0.19537575193255435,0.19537575193255435,0.0,0.0,0.0
SGC2022xvwpyg,2,4,-76.31575012207031,-66.20719909667969,110.0,-76.31575012207031,-66.20719909667969,120.0,6.405253331865975,-73.69070129433389,-0.9046366380714534,0.037466681032416654,0.029433666540624123,0.0,10.0,10.0
SGC2023tnddfv,2,8,-46.31574630737305,43.79280090332031,120.0,-46.31574630737305,33.79280090332031,110.0,7.303564506856992,-73.41918405927181,1.2315284762242928,0.2750532212745444,0.21513148470583726,10.0,-10.0,14.142135623730951
SGC2023qkdtyo,2,5,-66.31575012207031,-66.20719909667969,130.0,-66.31575012207031,-66.20719909667969,130.0,6.405253331865975,-73.60019556082159,0.052246742802900314,0.13534200484265432,0.13534200484265432,0.0,0.0,0.0
SGC2023ypkydp,2,7,-76.31575012207031,-56.20719909667969,20.0,-76.31575012207031,-66.20719909667969,20.0,6.405253331865975,-73.69070129433389,-0.958039074591948,0.41101709547057563,0.41064874177255284,10.0,0.0,10.0
SGC2023eszijx,2,4,-36.31574630737305,-6.207200050354004,120.0,-46.31574630737305,3.792799949645996,130.0,7.034071145792724,-73.41918405927181,-0.44809795228169413,0.30107396550058046,0.2507378691118407,14.142135623730951,10.0,17.320508075688775
SGC2026amcurt,2,8,-66.31575012207031,-36.20719909667969,120.0,-66.31575012207031,-36.20719909667969,130.0,6.67474668436328,-73.60019556082159,-0.7582541658431552,0.2498827738286088,0.18622074307963868,0.0,10.0,10.0
SGC2025ftlehs,2,4,-56.31574630737305,-46.20719909667969,120.0,-66.31575012207031,-46.20719909667969,130.0,6.584915566864178,-73.60019556082159,-0.9589087402432313,0.47997797749769344,0.3618563709681504,10.000003814697266,10.0,14.142138321129513
SGC2023bryest,2,5,-56.31574630737305,-46.20719909667969,130.0,-66.31575012207031,-36.20719909667969,140.0,6.67474668436328,-73.60019556082159,-0.6473656123107077,0.2013456178303401,0.12185761401527796,14.142138321129513,10.0,17.320510278105544
SGC2022yydkev,2,4,-66.31575012207031,-66.20719909667969,130.0,-66.31575012207031,-66.20719909667969,120.0,6.405253331865975,-73.60019556082159,0.7505477019026205,0.1398059273630649,0.11718708845644457,0.0,-10.0,10.0
SGC2025oeefpt,2,7,-56.31574630737305,3.792799949645996,120.0,-56.31574630737305,3.792799949645996,120.0,7.034071145792724,-73.5096897927841,0.15880463439071235,0.1306676404903741,0.1306676404903741,0.0,0.0,0.0
SGC2023czddpf,2,5,-76.31575012207031,-26.207199096679688,120.0,-76.31575012207031,-26.207199096679688,120.0,6.764577801862382,-73.69070129433389,0.10771114674891535,0.2101552228435885,0.2101552228435885,0.0,0.0,0.0
SGC2023tpdrsv,2,6,-106.31575012207031,3.792799949645996,90.0,-106.31575012207031,-6.207200050354004,100.0,6.944240028293622,-73.96221849487077,-0.3299841743065226,0.5370001293792269,0.22908731717376032,10.0,10.0,14.142135623730951
SGC2023wtorsh,2,6,-46.31574630737305,13.792799949645996,130.0,-46.31574630737305,13.792799949645996,140.0,7.123902263291825,-73.41918405927181,-0.9381138215578666,0.27697608148941316,0.2576662416332937,0.0,10.0,10.0
SGC2023zovxiv,2,5,-116.31575012207031,93.79280090332031,40.0,-116.31575012207031,93.79280090332031,30.0,7.842551211851601,-74.05272422838306,-0.22197678125959897,0.16332322749673403,0.08720767275335596,0.0,-10.0,10.0
SGC2025crtmei,2,6,-56.31574630737305,3.792799949645996,120.0,-56.31574630737305,3.792799949645996,120.0,7.034071145792724,-73.5096897927841,0.03546819950595115,0.1336286064063325,0.1336286064063325,0.0,0.0,0.0
SGC2023pvpgco,2,6,-56.31574630737305,-46.20719909667969,120.0,-56.31574630737305,-46.20719909667969,120.0,6.584915566864178,-73.5096897927841,0.10565975070832145,0.19582837389567861,0.19582837389567861,0.0,0.0,0.0
SGC2025fvvpzd,2,4,-56.31574630737305,-36.20719909667969,120.0,-56.31574630737305,-36.20719909667969,120.0,6.67474668436328,-73.5096897927841,0.07563512787741189,0.2010544427359594,0.2010544427359594,0.0,0.0,0.0
SGC2025rszjyx,2,4,-76.31575012207031,-56.20719909667969,110.0,-76.31575012207031,-56.20719909667969,110.0,6.495084449365076,-73.69070129433389,0.050019439560557544,0.08080921500361772,0.08080921500361772,0.0,0.0,0.0
SGC2025oqmbrb,2,7,-76.31575012207031,43.79280090332031,100.0,-76.31575012207031,33.79280090332031,100.0,7.303564506856992,-73.69070129433389,0.2610644683283887,0.5988739810297026,0.1766639700976086,10.0,0.0,10.0
SGC2023hiftsv,2,4,-66.31575012207031,-66.20719909667969,130.0,-66.31575012207031,-66.20719909667969,130.0,6.405253331865975,-73.60019556082159,0.08652584318807932,0.1911302699235444,0.1911302699235444,0.0,0.0,0.0
SGC2024rqtzog,2,7,-66.31575012207031,-56.20719909667969,100.0,-76.31575012207031,-56.20719909667969,90.0,6.495084449365076,-73.69070129433389,1.019386870568356,1.988880471310534,1.7772651659008205,10.0,-10.0,14.142135623730951
SGC2025foqebq,2,4,-76.31575012207031,-66.20719909667969,100.0,-76.31575012207031,-56.20719909667969,100.0,6.495084449365076,-73.69070129433389,0.6564733132628007,0.1561516266625627,0.11307703422194118,10.0,0.0,10.0
SGC2024nqjusy,2,6,-56.31574630737305,43.79280090332031,110.0,-56.31574630737305,43.79280090332031,110.0,7.393395624356093,-73.5096897927841,0.045740174722919136,0.14304900502753395,0.14304900502753395,0.0,0.0,0.0
SGC2023kgdaki,2,6,-66.31575012207031,43.79280090332031,100.0,-66.31575012207031,43.79280090332031,110.0,7.393395624356093,-73.60019556082159,-0.592896988398337,0.2193352095797442,0.2159207209800876,0.0,10.0,10.0
SGC2024pxruxe,2,7,-46.31574630737305,3.792799949645996,130.0,-46.31574630737305,3.792799949645996,140.0,7.034071145792724,-73.41918405927181,-0.8606835614578117,0.22802798207110367,0.20712228955878073,0.0,10.0,10.0
SGC2024dqubat,2,4,-146.3157501220703,-66.20719909667969,40.0,-136.3157501220703,-56.20719909667969,40.0,6.495084449365076,-74.23373569540765,1.8987701763491884,0.3062828138979376,0.2603466598350088,14.142135623730951,0.0,14.142135623730951
SGC2026apmkrl,2,8,-76.31575012207031,-56.20719909667969,120.0,-76.31575012207031,-56.20719909667969,110.0,6.495084449365076,-73.69070129433389,0.7247062622358893,0.1695905138114139,0.1587986732379122,0.0,-10.0,10.0
SGC2026epnvba,2,4,-96.31575012207031,-56.20719909667969,100.0,-96.31575012207031,-56.20719909667969,90.0,6.495084449365076,-73.87171276135847,0.6314815019316731,0.22795187079766144,0.17094473322129222,0.0,-10.0,10.0
SGC2025cuemts,2,4,-76.31575012207031,-66.20719909667969,100.0,-76.31575012207031,-66.20719909667969,100.0,6.405253331865975,-73.69070129433389,0.045424863588225506,0.040574525814405224,0.040574525814405224,0.0,0.0,0.0
SGC2023eszkhn,2,4,-36.31574630737305,-6.207200050354004,120.0,-36.31574630737305,-6.207200050354004,130.0,6.944240028293622,-73.32867832575951,-0.8292845887955576,0.27588455150031665,0.24378069444009134,0.0,10.0,10.0
SGC2025dvpibe,2,5,-56.31574630737305,-36.20719909667969,110.0,-56.31574630737305,-26.207199096679688,100.0,6.764577801862382,-73.5096897927841,1.2318194182945987,0.19294682782608044,0.1745367997448309,10.0,-10.0,14.142135623730951
SGC2024rsdawg,2,7,-66.31575012207031,-56.20719909667969,110.0,-66.31575012207031,-56.20719909667969,120.0,6.495084449365076,-73.60019556082159,-0.9148700674706163,0.9896120733190771,0.9595663821427068,0.0,10.0,10.0
SGC2025xenqdd,2,7,-76.31575012207031,-16.207199096679688,100.0,-86.31575012207031,-16.207199096679688,110.0,6.854408919361483,-73.78120702784618,-1.1216398827699248,0.5592972238013092,0.29585177105778604,10.0,10.0,14.142135623730951
SGC2024lollko,2,4,-66.31575012207031,-66.20719909667969,120.0,-66.31575012207031,-66.20719909667969,130.0,6.405253331865975,-73.60019556082159,-0.8690764541769056,0.2135703556818676,0.185246030530591,0.0,10.0,10.0
SGC2025rhjlkb,2,5,-106.31575012207031,-16.207199096679688,100.0,-116.31575012207031,-26.207199096679688,110.0,6.764577801862382,-74.05272422838306,-1.856593373028808,0.30040214513868735,0.19649141380438423,14.142135623730951,10.0,17.320508075688775
