event_id,n_picks,depth_km,azimuthal_gap_deg,min_local_rms_s,candidate_nodes,accepted_nodes_delta_0p20s,accepted_nodes_delta_0p10s,horizontal_uncertainty_0p20_km,depth_uncertainty_0p20_km,origin_time_uncertainty_0p20_s,horizontal_uncertainty_0p10_km,depth_uncertainty_0p10_km,origin_time_uncertainty_0p10_s
SGC2023rhnkoq,5,110.0,176.695,0.19516243180184104,125,2,1,10.0,10.0,0.5428551109158573,10.0,0.0,0.0
SGC2023wtpxqn,5,50.0,255.97599999999997,0.4192885106439984,125,15,3,22.360679774997898,40.0,1.075574297761421,22.360679774997898,10.0,0.467141358098445
SGC2024mewtvs,4,100.0,235.34400000000002,0.11264487570866683,125,15,5,22.360681480982638,40.0,0.7375994940213053,22.360681480982638,30.0,0.5054603551952063
SGC2023ylqegg,4,100.0,221.19299999999998,0.2276014263230942,125,16,7,22.360679774997898,30.0,0.7479076262349484,14.142135623730951,20.0,0.5928778606451339
SGC2024qkthlj,5,80.0,258.228,0.23076257426530547,125,19,8,22.360679774997898,40.0,1.1337451516369053,10.0,30.0,0.6582612607832631
SGC2025pgnvil,4,130.0,270.246,0.05564084719926767,125,24,9,28.284273944860335,40.0,1.6720570287871401,22.360679774997898,30.0,1.4015815018320872
SGC2024mwzekh,4,130.0,212.43,0.1256441314363113,100,14,3,22.360679774997898,40.0,1.1901008283767818,0.0,20.0,0.7118932610615899
SGC2026bozpsq,7,100.0,224.37399999999997,0.20611912969762256,125,4,2,10.0,20.0,0.747343250376409,0.0,10.0,0.3282231208177855
SGC2024aouioa,4,60.0,317.429,0.21332136311595937,125,54,28,28.284271247461902,40.0,1.9637283146718076,28.284271247461902,40.0,1.9021852971198157
SGC2025trwuwp,5,110.0,193.469,0.13034046539944827,125,7,3,10.0,30.0,0.9259390189292029,10.0,10.0,0.4594587741660126
SGC2025axuhln,4,130.0,285.073,0.04587148268317112,100,13,6,22.360679774997898,40.0,1.9117602275271373,22.360679774997898,30.0,1.600731960150644
SGC2022zhrahc,4,130.0,138.122,0.20596567918941297,125,8,3,10.000003814697266,30.0,0.9780026902906223,10.000003814697266,20.0,0.8330321365731226
SGC2023aasjqj,5,120.0,193.469,0.2838176438217712,125,17,7,14.142135623730951,40.0,1.1788736234467776,14.142135623730951,40.0,0.8989555616655839
SGC2026dzlpgn,4,140.0,156.937,0.18846726651385098,125,22,12,22.360681480982638,40.0,1.5379469293027335,14.142138321129513,40.0,1.6201320012891538
SGC2024uurzyz,6,110.0,177.226,3.7513030136049506,125,56,29,28.284271247461902,40.0,1.4319016306962786,22.360679774997898,40.0,1.2901562972703595
SGC2025yyqepl,8,120.0,159.993,0.2442027171951684,125,10,6,20.0,30.0,1.1355250549269216,10.0,30.0,0.9529150593452947
SGC2025nyojpb,5,110.0,158.235,0.13921891607835113,125,6,3,10.0,40.0,1.2426862796527758,10.0,30.0,1.218697680127037
SGC2025amxoga,4,90.0,262.52700000000004,0.23279037251708562,100,17,9,20.0,40.0,1.3145304824986803,14.142135623730951,40.0,1.257622847621382
SGC2025flalzb,4,100.0,262.16200000000003,0.13462107468799703,125,10,5,22.360679774997898,40.0,1.3118257437203946,14.142135623730951,40.0,1.272074800151934
SGC2024mqpgcr,4,130.0,223.741,0.06280723917896189,125,9,3,22.360679774997898,30.0,0.9175962019926566,10.0,10.0,0.55012227104851
SGC2025zhkwls,5,70.0,151.41499999999996,0.2825048569607412,125,10,9,14.142135623730951,40.0,1.0259244900498272,14.142135623730951,40.0,1.0119121636033321
SGC2025vvnthu,4,130.0,125.82299999999998,0.0869699647161425,125,7,3,10.0,40.0,1.4612716129160916,10.0,30.0,1.4057637486853232
SGC2024sywgrj,5,120.0,142.098,0.35166223275117103,125,5,2,14.142135623730951,10.0,0.5405442253355948,14.142135623730951,0.0,0.01541623653120805
SGC2022zjgkjl,4,130.0,159.08500000000004,0.11263474475162681,125,11,4,22.360681480982638,40.0,1.4116399862289781,0.0,30.0,1.042010522956388
SGC2022wgcvow,5,130.0,212.43,0.14273589921854668,100,8,3,10.0,40.0,1.231243832131567,0.0,20.0,0.659746206704442
SGC2025pgzatv,7,60.0,271.333,0.20709429508535707,125,19,6,28.284271247461902,40.0,1.8679298661160217,28.284271247461902,40.0,1.9990718483062235
SGC2024qvolnq,5,100.0,177.226,0.18815575944775154,125,9,3,10.0,30.0,0.8207776136553435,0.0,20.0,0.6805908870541498
SGC2026crtuab,7,120.0,226.212,0.27388363321828935,125,18,7,20.0,40.0,1.4708892129212534,14.142138321129513,40.0,1.4079415044543435
SGC2024sbcoot,6,120.0,177.226,0.7144402533616792,125,24,12,22.360681480982638,40.0,1.3513730995449467,14.142135623730951,30.0,1.0804298840307895
SGC2023fwgpfh,4,50.0,245.494,0.08142261321752188,125,4,1,22.360680627990142,30.0,0.2317877533879336,0.0,0.0,0.0
SGC2024oggjcr,5,70.0,214.433,0.3032939812537002,125,12,5,22.360679774997898,40.0,0.6994509602696619,22.360679774997898,20.0,0.4627327445373504
SGC2023aqhmbd,7,30.0,147.46800000000002,0.4804376747065488,100,5,3,10.000000953674316,20.0,0.4486403576321872,10.000000953674316,10.0,0.4117020609195316
SGC2024vvhyii,5,110.0,276.93899999999996,0.12675606212784823,125,17,6,28.284271247461902,40.0,1.8517255792304668,14.142135623730951,40.0,1.3893309105427467
SGC2023znugso,5,20.0,212.07300000000004,0.35085923289251175,75,5,2,20.0,10.0,0.5970259726816953,10.0,0.0,0.3835590640355573
SGC2025obtnnt,4,130.0,274.568,0.04286269082130854,125,12,1,22.360679774997898,40.0,1.8929114013389017,0.0,0.0,0.0
SGC2026adlpba,4,120.0,227.693,0.1516280884275719,75,8,3,22.360679774997898,40.0,1.1434383499612908,22.360679774997898,20.0,0.6662061209943198
SGC2026arcexx,8,110.0,107.83500000000004,0.3461979733653592,125,15,8,14.14213494938139,40.0,1.116257521011239,14.14213494938139,30.0,0.9347961019730473
SGC2024uaublh,4,90.0,192.608,0.3608152433668365,125,9,5,28.284271247461902,20.0,0.815359717437502,28.284271247461902,10.0,0.550263138576008
SGC2025zkqlhm,6,130.0,159.08500000000004,0.20245949294429696,125,12,5,22.360681480982638,30.0,1.0430573052479875,10.0,30.0,1.0717497966544456
SGC2026esyldq,4,140.0,244.48100000000002,0.1715388207181449,125,23,10,22.360681480982638,40.0,1.5279286295750467,10.0,40.0,1.5083837894796832
SGC2026depcms,6,130.0,121.87,0.20197755453860178,125,10,6,14.142135623730951,30.0,1.0154362136094635,10.0,30.0,1.1045095642396883
SGC2026dkpczs,7,110.0,224.37399999999997,0.22867619975536607,125,15,5,22.360679774997898,30.0,0.885070562874453,14.142135623730951,30.0,0.7905810954430847
SGC2024rmkevn,6,60.0,246.412,0.9182573397243438,125,33,14,22.360680627990142,40.0,0.933135191324466,22.360680627990142,40.0,0.579117460260644
SGC2024efjida,4,70.0,330.78799999999995,0.25786707281138,125,41,23,28.284271247461902,40.0,1.7321406739114786,22.360679774997898,40.0,1.7520311022563073
SGC2025buvszq,4,60.0,303.81899999999996,0.3265532320995573,125,51,26,28.284271247461902,40.0,2.0696873537501226,28.284271247461902,40.0,2.2710259001791124
SGC2025kizykm,4,120.0,159.08500000000004,0.06230014423741159,125,4,3,0.0,30.0,1.0870133708659542,0.0,20.0,0.8481293875892693
SGC2022ywoken,4,100.0,224.38600000000002,0.23984371783647807,75,4,2,0.0,30.0,0.8349338692666296,0.0,10.0,0.34592209901084203
SGC2024uypmcs,5,100.0,159.993,0.0980937738845156,125,2,1,0.0,10.0,0.33169115961029405,0.0,0.0,0.0
SGC2024sgamdq,4,100.0,177.226,0.10441145952204085,125,8,3,10.0,20.0,0.6763547667479132,0.0,20.0,0.6986741731076724
SGC2024mguvkv,5,90.0,266.904,0.2770890845037244,75,12,4,20.0,40.0,0.9811286969143617,10.0,10.0,0.4966172675593898
SGC2023qkjjah,5,80.0,223.31300000000002,0.8981179842843451,75,12,10,20.0,40.0,1.1132015579920544,20.0,30.0,0.9731748623097424
SGC2025zfwjcv,7,140.0,177.74899999999997,0.26391135217491196,125,17,4,14.142138321129513,40.0,1.340311655725188,10.0,20.0,0.8800543352070029
SGC2023pxexqp,5,130.0,131.03300000000002,0.29616393570520566,125,10,6,14.142135623730951,30.0,1.0112036229574628,10.0,20.0,0.817747079924907
SGC2026dpccmw,5,130.0,122.03399999999999,0.16972517381658336,125,7,5,14.142135623730951,20.0,0.8526204038012998,10.0,20.0,0.8272219756457743
SGC2025wtkjxz,4,120.0,177.226,0.1318455116410406,125,12,5,10.0,40.0,1.255582667612152,10.0,20.0,0.8277998494582759
SGC2023jtnkga,4,140.0,262.065,0.2957643960776384,125,8,3,22.360679774997898,20.0,0.79820285575444,22.360679774997898,10.0,0.5362615174959904
SGC2025vyzkxo,5,120.0,276.495,0.18697181444107755,125,25,7,22.360681480982638,40.0,1.757528260941268,22.360679774997898,40.0,1.6297231492860162
SGC2025kofvqo,5,140.0,210.14800000000002,0.13401188497054636,125,12,5,10.0,40.0,1.39114606159809,10.0,30.0,1.2083493862686885
SGC2024rkleub,5,130.0,159.08500000000004,0.22056336855784744,125,13,6,22.360681480982638,40.0,1.2257142109138777,10.0,30.0,1.000184038002775
SGC2024rwzura,5,50.0,270.78600000000006,0.12658058587268994,125,9,4,22.360679774997898,30.0,0.5694156990931071,20.0,30.0,0.1677771181784312
SGC2023vgridh,6,130.0,177.74899999999997,0.25884963036051134,125,14,7,14.142138321129513,40.0,1.1897399704571967,14.142138321129513,40.0,1.1119455356304129
SGC2024ujtsey,5,140.0,195.38199999999998,0.1244751693932339,125,12,3,14.142138321129513,40.0,1.3496374480213826,0.0,20.0,0.8060326333962049
SGC2025kgnubz,6,40.0,167.25099999999998,0.3523248528144584,125,8,6,14.142135623730951,20.0,0.4396412779719239,14.142135623730951,20.0,0.46900325359616657
SGC2023ydbemi,5,40.0,240.42999999999998,0.3489121769586259,75,7,5,20.0,20.0,0.6890386774007841,10.0,20.0,0.41595211256388565
SGC2026eawpxr,4,130.0,181.85700000000003,0.035188638065369864,125,4,2,0.0,30.0,1.08259686161031,0.0,10.0,0.5105767282299212
SGC2024nctwxg,4,120.0,195.38199999999998,0.2561028670708267,125,15,9,14.142135623730951,30.0,0.9498308945340982,14.142135623730951,30.0,0.9597399645537117
SGC2022wwnjbd,5,50.0,297.107,0.16582159126816115,125,19,8,22.360679774997898,40.0,1.472952275009035,20.0,30.0,0.8443390834089851
SGC2023yautpo,4,110.0,235.34400000000002,0.12920197851594717,125,13,6,22.360679774997898,30.0,0.9602562793985432,10.0,30.0,0.8733228551288341
SGC2023kiirwu,5,100.0,226.19799999999998,0.16232006010451558,125,10,2,10.0,30.0,0.9918047082128333,0.0,10.0,0.35698437368972336
SGC2023hotmsm,5,70.0,189.27599999999998,0.20490700501454265,125,6,3,14.142135623730951,30.0,0.6961968488985993,14.142135623730951,20.0,0.5271665669224482
SGC2023vjshuz,5,130.0,212.43,0.13331775102849844,100,5,3,10.0,20.0,0.808327272393118,10.0,10.0,0.5527944302117193
SGC2023pmbdza,6,120.0,182.923,0.24152643681308109,125,16,11,22.360679774997898,40.0,0.9729602434907464,22.360679774997898,40.0,1.0208551103524803
SGC2024qvfmks,5,130.0,203.908,1.88209041683012,125,13,6,28.284271247461902,20.0,0.7032438114608909,28.284271247461902,10.0,0.37978169954951924
SGC2024vlbgjo,6,20.0,191.61399999999998,0.34400876611046244,75,5,3,14.142135623730951,10.0,0.4685568412658731,10.0,10.0,0.4509156235100118
SGC2024pqdlkq,5,140.0,125.82299999999998,0.23225074419631664,125,19,9,14.14213494938139,40.0,1.4426420864073037,14.14213494938139,40.0,1.1850756092177466
SGC2025txuhau,6,100.0,215.12,0.12006594421257488,125,4,3,10.0,20.0,0.525773449551601,0.0,20.0,0.5920920431327668
SGC2024rzmjvd,4,120.0,159.08500000000004,0.11825820885701802,125,5,4,10.0,30.0,1.1003412386310947,0.0,30.0,1.0760118749131398
SGC2025tkyclz,4,130.0,156.937,0.11711934642858643,125,9,3,14.142138321129513,40.0,1.6193036009251385,0.0,20.0,0.8535166996717506
SGC2026buvukh,6,120.0,205.65400000000002,0.1875352394584526,125,13,8,22.360681480982638,40.0,1.1605124120004575,14.142138321129513,30.0,1.0458327423802947
SGC2023ypnccm,5,100.0,225.26999999999998,0.2085545075768387,125,9,6,10.0,30.0,0.8037540068276833,10.0,30.0,0.544795440626632
SGC2023wjamwd,6,90.0,234.55800000000002,0.2142259287685351,125,16,5,22.360679774997898,40.0,0.9865821719817379,10.0,20.0,0.5313043716005095
SGC2025ooxkee,5,120.0,153.40800000000002,0.1361606873058538,125,10,5,14.142138321129513,40.0,1.4318056997589024,10.0,30.0,1.0082405034419182
SGC2024vfdsrm,4,110.0,209.552,0.05783687035644968,100,9,3,10.0,40.0,1.0911440857647086,0.0,20.0,0.7525477487364615
SGC2025yefnql,6,140.0,131.03300000000002,0.22115101895827716,125,16,10,14.142135623730951,40.0,1.481108543414407,14.142135623730951,30.0,1.0428650602993463
SGC2024cucgzy,5,100.0,293.53000000000003,0.06401144018305,125,25,7,28.284271247461902,40.0,1.9731781781595983,22.360679774997898,20.0,1.6057734432848125
SGC2023cftens,4,100.0,266.283,0.47837494666653413,75,5,1,14.142138321129513,20.0,0.6553282414010764,10.000003814697266,0.0,0.0
SGC2023zsjxob,4,90.0,213.346,0.0993047927639767,125,2,2,10.0,10.0,0.4592082949229863,10.0,10.0,0.4592082949229863
SGC2024sgviir,4,120.0,193.469,0.1449447289516312,125,13,7,10.0,40.0,1.2755848836969685,10.0,40.0,1.0786544420348794
SGC2024eotgso,4,130.0,260.98699999999997,0.3098696727736841,125,31,16,28.284271247461902,40.0,1.388309872405184,28.284271247461902,40.0,1.4020738348555482
SGC2025dhugvg,5,20.0,288.452,0.34893989540370984,75,23,13,28.284271247461902,20.0,1.8485270427119906,28.284271247461902,20.0,1.7511818481772228
SGC2026bfapbx,6,130.0,177.74899999999997,0.31506457523038683,125,14,8,14.142138321129513,40.0,1.2927070872730955,10.000003814697266,30.0,0.9837475469392006
SGC2022zdufji,5,130.0,217.18300000000002,0.271756659650073,100,20,11,22.360681480982638,40.0,1.368425720688443,14.142138321129513,30.0,1.0558950581076714
SGC2022zblbhz,5,130.0,212.43,0.151775929612489,100,11,3,14.142135623730951,40.0,1.1343224166144759,0.0,20.0,0.6968190276044754
SGC2024fuayjs,4,120.0,268.958,0.23339576357095257,125,32,18,28.284271247461902,40.0,1.7605946726041628,28.284271247461902,40.0,1.6877730220250218
SGC2023anepfp,5,120.0,193.469,0.3414784698069558,125,16,7,22.360679774997898,40.0,1.12937658087612,10.0,30.0,0.8585604780620169
SGC2025yfrnoz,7,100.0,244.13600000000002,0.3899780520119428,125,19,8,22.360679774997898,40.0,1.2484888980000184,14.142135623730951,30.0,1.0100830732217443
SGC2023pwjeab,5,110.0,187.615,0.16371928161357782,125,9,5,22.360681480982638,40.0,0.7532712498112136,22.360681480982638,40.0,0.6723388458089806
SGC2022ytixha,5,130.0,138.122,0.29627580572739737,125,14,9,14.142138321129513,30.0,1.0556386430100586,14.142138321129513,20.0,0.7509286194097607
SGC2023jomtjg,5,120.0,176.695,0.24527411673198213,125,13,4,20.0,30.0,1.065984948472939,10.0,20.0,0.6927338479906178
SGC2026dxrjse,5,100.0,247.084,0.10892888364632118,125,8,4,10.0,30.0,0.8038398875624605,10.0,10.0,0.49834535434216515
SGC2025kbifxx,6,100.0,246.755,0.2803756216151661,125,20,7,22.360679774997898,40.0,1.2945230409037738,14.142135623730951,30.0,1.187628176393899
SGC2023cxhxqa,4,90.0,254.161,0.1993446453923069,125,19,11,22.360679774997898,40.0,0.8529837440273025,22.360679774997898,30.0,1.020191001310408
SGC2023jkzmfe,5,100.0,176.356,0.07820005826412296,125,3,1,0.0,20.0,0.6495884970561953,0.0,0.0,0.0
SGC2024pksmhq,5,110.0,227.693,0.17951761331081406,75,8,5,10.0,30.0,0.8668308963828139,10.0,20.0,0.7466231951716812
SGC2025ttubex,5,130.0,159.08500000000004,0.1876816259141526,125,9,5,14.142138321129513,40.0,1.200827946239697,10.0,30.0,1.0540014423436836
SGC2023wnnjys,6,130.0,142.098,0.2876575359632174,125,10,4,10.0,40.0,1.2654095753462302,0.0,30.0,1.0559819762478004
SGC2023awozcj,4,130.0,212.43,0.11408334161855221,100,11,3,14.142135623730951,40.0,1.408517006843419,0.0,20.0,0.840749374076117
SGC2024ugjhqz,4,130.0,177.74899999999997,0.2022382999432981,125,15,8,22.360681480982638,30.0,1.0474935581623894,14.142138321129513,30.0,1.0869907185752086
SGC2024waylya,4,120.0,207.21000000000004,0.28330006792503803,125,11,5,14.142135623730951,30.0,1.2042659260310375,14.142135623730951,20.0,0.9630751248793255
SGC2023grrrds,4,130.0,242.822,0.12601217083619878,75,12,9,22.360679774997898,40.0,0.9886431192992814,22.360679774997898,40.0,1.093400936838481
SGC2026eocllo,4,130.0,153.40800000000002,0.06313740273315044,125,6,3,14.142138321129513,40.0,1.6635427173705173,0.0,20.0,0.8568378571264841
SGC2023xsskml,4,100.0,185.42899999999997,0.16925141224688364,125,10,2,22.360679774997898,20.0,0.6989632405319323,0.0,10.0,0.45276640515213984
SGC2024phxrsy,4,90.0,209.552,0.11221295779345987,100,6,3,10.0,30.0,0.834091853697454,0.0,20.0,0.620008193877298
SGC2023hlsvil,6,70.0,234.67799999999997,0.292664302214497,125,16,9,14.142135623730951,40.0,0.7043891118000223,14.142135623730951,40.0,0.4454530166586905
SGC2025vrhlri,5,120.0,197.94699999999997,0.19888883045557407,125,11,6,14.142135623730951,40.0,1.2540627200388077,10.0,40.0,1.1770944773783192
SGC2023qezeyr,5,90.0,266.10900000000004,0.3907542842313327,75,9,4,10.000003814697266,40.0,0.5625789976229147,10.000003814697266,40.0,0.5317565120653536
SGC2025qmgyvg,5,110.0,174.15600000000003,0.15980891463543606,125,9,6,14.142138321129513,40.0,1.2569707152843614,14.142138321129513,40.0,1.2220821482251139
SGC2025aiizob,5,110.0,292.80400000000003,0.11131775591476654,125,10,3,22.360679774997898,30.0,1.8201898446831253,20.0,10.0,0.6536062631133825
SGC2024ovqjjy,5,90.0,144.711,1.0132021764946617,125,10,5,22.36067892200566,30.0,0.6796552947835417,22.36067892200566,20.0,0.5172069315038357
SGC2024sjxpzc,5,110.0,193.469,0.1888217296796395,125,9,5,10.0,30.0,0.9268047648191575,10.0,20.0,0.9195546857786262
SGC2023kgowjo,5,50.0,269.376,0.17231118352600172,75,7,3,22.360679774997898,30.0,0.6222064873834107,0.0,20.0,0.1944886525018952
SGC2023oquzqc,4,130.0,275.282,0.12180598875689168,125,29,11,22.360681480982638,40.0,1.5548493042326077,20.0,30.0,1.4786673313623073
SGC2024ooeunc,4,100.0,159.993,0.16646012887227238,125,5,4,10.0,20.0,0.6407657470701927,10.0,20.0,0.5918258554152186
SGC2023wcohyp,6,130.0,266.124,0.5075644776695308,75,27,17,22.360681480982638,40.0,1.34107240221718,22.360681480982638,40.0,1.1974623609926445
SGC2024wkgcft,4,130.0,198.90099999999998,0.04913042031456313,125,5,3,0.0,40.0,1.4254165805275552,0.0,20.0,0.8189412250154768
SGC2024mzadna,4,100.0,159.08500000000004,0.17231230955032736,125,6,3,10.0,30.0,0.9029104690884012,10.0,20.0,0.6276705966854499
SGC2025aqrqvd,4,130.0,167.88500000000002,0.1035496833940087,125,7,3,10.0,30.0,1.1013330015006815,10.0,20.0,0.9966248548329124
SGC2026efigiy,6,130.0,138.122,0.06545507403330617,125,4,3,0.0,30.0,1.1317582937347213,0.0,20.0,0.8534509824397809
SGC2023xbfsyl,4,130.0,187.615,0.10879110878209244,125,16,5,22.360681480982638,40.0,1.1120293878595804,22.360681480982638,20.0,0.6870452945873619
SGC2023kqqcxi,4,100.0,225.26999999999998,0.16479112406780672,125,7,4,22.360679774997898,30.0,0.6685900786313725,22.360679774997898,10.0,0.3350261173444011
SGC2025mgnpzu,4,50.0,312.812,0.693562876034747,125,48,21,28.284271247461902,30.0,1.8796154077761926,28.284271247461902,20.0,1.9723892709784607
SGC2023hzgcnw,4,120.0,177.226,0.15376187350030346,125,8,3,10.0,40.0,1.104223902031398,0.0,20.0,0.7115832338240787
SGC2024cflrng,4,130.0,159.897,0.08399738536628913,125,11,5,14.142138321129513,40.0,1.7570327338446332,10.000003814697266,40.0,1.6266152238434624
SGC2023sthavo,6,140.0,177.74899999999997,0.2249252594612938,125,15,8,14.142138321129513,40.0,1.3800088755773288,14.142138321129513,30.0,1.127100343449682
SGC2023autrdd,5,20.0,222.64999999999998,0.3346447349336388,45,3,2,0.0,20.0,0.09266604097732828,0.0,10.0,0.09372290868263988
SGC2025tpnkbg,4,110.0,176.695,0.2026223795886007,125,7,5,10.0,30.0,0.8736992496224718,10.0,20.0,0.7161833745371208
SGC2023ajctha,5,130.0,138.122,0.18717710345900654,125,7,4,10.0,30.0,0.9927960773573485,10.0,20.0,0.6773925106770202
SGC2023tbbusu,4,110.0,239.701,0.07207792951504988,100,10,6,22.360679774997898,40.0,0.7577033351306861,22.360679774997898,40.0,0.5832805185149507
SGC2025uxibuj,5,130.0,152.54500000000002,0.30464913366867397,125,20,13,14.142135623730951,40.0,1.2402942584654353,14.142135623730951,30.0,1.072783877115186
SGC2023jsgbza,4,130.0,224.38600000000002,0.12245234123782317,75,10,5,10.0,40.0,1.3375905066523766,0.0,40.0,1.2760215490710074
SGC2024swgung,6,130.0,235.34400000000002,0.9530508732874046,125,45,22,22.360681480982638,40.0,1.4609885324652383,22.360681480982638,30.0,1.3046319409516849
SGC2024oqpupy,4,70.0,176.356,0.32550620206597025,125,6,4,10.0,30.0,0.6554207613256902,10.0,20.0,0.4529852650793051
SGC2024mtjvnf,5,130.0,193.469,0.27379033837020245,125,10,3,20.0,40.0,1.1484820636640514,10.0,20.0,0.7905828332922842
SGC2022xaydjm,5,20.0,166.78199999999998,0.32964823816593897,75,3,1,14.142135623730951,20.0,0.5722043857323926,0.0,0.0,0.0
SGC2025oovwmw,5,100.0,235.29200000000003,0.2610243723176519,125,16,7,22.360679774997898,40.0,1.418919367787403,14.142135623730951,40.0,1.3394497625137123
SGC2023mrdmvq,4,130.0,217.733,0.1909219603774226,125,13,5,14.142138321129513,40.0,1.5030948874570504,10.000003814697266,20.0,1.0811244690740542
SGC2024qqukom,4,120.0,209.552,0.16125612168483533,100,12,4,22.360679774997898,30.0,0.8863130351839231,10.0,20.0,0.7446709302096812
SGC2026bwfdhv,8,110.0,226.212,0.355317930240371,125,22,10,22.360681480982638,40.0,1.345767769033002,20.0,30.0,1.2484652251768151
SGC2025vgwtqc,5,100.0,159.993,0.31843474074037625,125,10,5,14.142135623730951,20.0,0.7064509504790677,14.142135623730951,20.0,0.5953535402067103
SGC2023wkmezg,6,110.0,161.47899999999996,0.1418655568417638,125,5,2,14.142135623730951,30.0,1.083605547303783,0.0,10.0,0.4936254789972496
SGC2025vcxsas,5,90.0,245.28000000000003,0.10233294176336406,125,9,4,20.0,30.0,0.7582399457056624,10.0,10.0,0.4927677362099836
SGC2023pewlur,4,140.0,208.898,0.070082137972773,125,7,2,22.360679774997898,40.0,0.9782663246956336,22.360679774997898,10.0,0.38838019266281965
SGC2025wfyhiq,5,110.0,269.70500000000004,0.19482917068720568,125,19,7,22.360681480982638,40.0,1.6251468838528733,10.0,30.0,0.8744590097203321
SGC2024phfupq,5,120.0,142.098,0.20122707405350868,125,7,5,10.0,30.0,0.9648305664867218,10.0,20.0,0.6977045901050153
SGC2023tcaicu,6,20.0,166.78199999999998,0.4343729595396891,75,5,2,14.142135623730951,10.0,0.31138237880047315,10.0,0.0,0.06247527672965658
SGC2026chpmgj,8,130.0,177.74899999999997,0.29271300733120265,125,15,7,14.142138321129513,30.0,1.1458092973091678,10.000003814697266,30.0,1.0826095528068453
SGC2023cqxnny,5,120.0,227.693,0.25330489958850777,75,16,8,22.360679774997898,30.0,0.9964537959634674,22.360679774997898,30.0,0.8456109289023764
SGC2023ljqmeh,4,130.0,266.534,0.04636406448170774,125,11,3,20.0,40.0,1.6720524847928866,10.0,10.0,0.6302491284202892
SGC2022zendbv,5,120.0,188.95299999999997,0.15016865597965323,125,6,5,10.000000953674316,20.0,0.7122065710107351,10.000000953674316,20.0,0.7117114161131655
SGC2025rdxtbf,4,120.0,147.353,0.0964773125642224,125,5,2,10.0,40.0,1.3215067311268183,0.0,10.0,0.5284661181074988
SGC2022vgtrqo,5,130.0,177.226,0.30556250108896577,125,14,8,10.000003814697266,40.0,1.2697255237265321,10.0,40.0,1.2020666992757272
SGC2024mqmxcs,5,120.0,193.469,0.3297672039592472,125,21,10,22.360679774997898,40.0,1.0916274706295146,14.142135623730951,30.0,1.022874765950991
SGC2023hpecvm,5,120.0,235.34400000000002,0.14568363580704888,125,16,8,22.360679774997898,40.0,1.3775343081891007,10.0,40.0,1.1105865114234728
SGC2024cqnqon,5,130.0,125.82299999999998,0.09728696751611643,125,8,3,10.0,40.0,1.760159181203957,0.0,20.0,0.883795401017384
SGC2024zkifjr,4,110.0,190.00900000000001,0.19560604967663311,125,14,8,22.360681480982638,40.0,1.3292989931837018,14.142138321129513,40.0,1.3612543893013187
SGC2024shnxoa,5,130.0,159.08500000000004,0.7353302253667029,125,14,5,22.360679774997898,20.0,0.9172669821621386,14.142135623730951,10.0,0.6164148075527512
SGC2023zhxalf,5,140.0,223.741,0.07046214356763146,125,12,3,14.142135623730951,40.0,1.2133116993523507,0.0,20.0,0.7489850560036924
SGC2025qrozun,7,40.0,128.63300000000004,0.23488531671885274,125,4,3,0.0,30.0,0.4764692106647224,0.0,20.0,0.4326970119235657
SGC2022wasdhr,5,130.0,118.554,0.19432290568767183,125,7,3,10.0,30.0,0.9910770177481112,0.0,20.0,0.6899758160950864
SGC2026clddvk,6,110.0,132.38099999999997,0.2652533568431503,125,17,8,14.142136298080542,40.0,1.4252275733902595,14.142136298080542,40.0,1.2457099891920933
SGC2023rmvidz,5,100.0,234.824,0.12514920829837076,125,8,4,10.0,30.0,0.8824930153159365,10.0,20.0,0.5599399968950667
SGC2024dvthbo,5,90.0,216.64800000000002,0.04686244135852092,125,5,3,14.142138321129513,40.0,1.2988103538996487,0.0,20.0,0.6366085119393031
SGC2024zrsadt,6,80.0,267.384,0.21976187450343704,125,14,7,22.360679774997898,40.0,1.5527592732174513,20.0,40.0,1.6093309881148907
SGC2023fnwczi,4,30.0,196.12,0.29642009221452,100,6,2,22.360679774997898,20.0,0.2614284548410163,22.360679774997898,10.0,0.022265265884206853
SGC2024jeofsz,4,100.0,245.77799999999996,0.21246053766481476,125,14,9,14.142138995478977,40.0,1.3300835115851632,14.142138995478977,40.0,1.2499678293083258
SGC2023avtpcq,6,20.0,221.916,0.2556323603962911,75,5,2,22.360680627990142,20.0,0.4005567037762394,0.0,10.0,0.08837934877469689
SGC2025yduozy,6,110.0,224.38600000000002,0.13107529475918145,75,5,2,10.0,30.0,0.9235705110680978,0.0,10.0,0.36910983746651915
SGC2025nixqkn,4,120.0,259.43100000000004,0.03311762093502222,125,11,3,22.360679774997898,30.0,1.5151003631639104,22.360679774997898,30.0,1.9990573319134113
SGC2023wqbphs,5,100.0,226.19799999999998,0.18792118749801615,125,11,6,20.0,30.0,0.9222625791749361,10.0,30.0,0.8383906355537027
SGC2022vpzzmc,4,110.0,177.226,0.09015733757787267,125,4,3,0.0,30.0,0.9140816932703324,0.0,20.0,0.7396707851773873
SGC2023zixfjf,6,140.0,174.15600000000003,0.38523114451011475,125,27,14,22.360682333974815,40.0,1.4432473844826297,22.360682333974815,40.0,1.2245186905958454
SGC2025nhmxqg,6,80.0,292.80400000000003,0.26377006908193684,125,25,12,28.284271247461902,30.0,1.6658912243223003,22.360679774997898,30.0,1.8389854492801023
