event_id,event_final_rms_s_preferred,event_final_rms_s_1d
SGC2022rqyblm,0.7455894598736246,0.7500252955953411
SGC2022rrikpv,0.20146854618153331,0.3410558273314296
SGC2022rstsws,0.26075710959156484,0.39372529989282495
SGC2022shmypy,0.16991696325717787,0.31119857485011115
SGC2022sjblez,0.5101331186465928,0.5986112855957
SGC2022swmajy,0.2346004755263527,0.2124456915018053
SGC2022swzvpe,0.2733717023582527,0.2019317873447504
SGC2022tmzlgb,0.2592879763399763,0.28011727658435176
SGC2022tyeupi,0.14004283187151556,0.15394191491686243
SGC2022uhxvtn,0.36344015225125204,0.4629540460670644
SGC2022uvvpiw,0.23539915919851945,0.3194972127351729
SGC2022uwhlfy,0.04485967191297981,0.1860019066906244
SGC2022uxirno,0.7462596211897179,0.3748104984228303
SGC2022uzdcga,0.32076938213278694,0.18595863102569715
SGC2022uzixqk,0.2826581560680472,0.12715148656110303
SGC2022uzogxz,0.1441225238517921,0.17712060760889672
SGC2022uzsgqi,0.7271529703776023,0.5498560683238095
SGC2022vakfnx,0.24520343397999386,0.18255216105111496
SGC2022vazlwu,0.3286195175269543,0.34819657905580464
SGC2022vddeut,0.33918802164656553,0.3591759464217061
SGC2022vfmdyf,0.7351802105806545,0.9094740380482242
SGC2022vfotxe,0.7880870528450653,0.6362286487040264
SGC2022vgtrqo,0.3051894248165279,0.16106064178271048
SGC2022vhzdmg,0.1920573930787246,0.33840089728249584
SGC2022vkzqzd,0.2695565847398235,0.37882862134945544
SGC2022vlsmbm,0.29054037934859506,0.2014039794051997
SGC2022vofrqb,0.6720832222969911,0.5994231590914351
SGC2022vonreq,0.2484067442262011,0.45515215675666415
SGC2022vpzzmc,0.15268017072861867,0.0892611864348758
SGC2022vspqxm,0.3739919495515072,0.055539484859061246
SGC2022vsyeya,0.396392429660269,0.43659507512654705
SGC2022vtjyqw,0.19909403577177381,0.19381721978686606
SGC2022vukpun,0.2575834501669972,0.09881650302560942
SGC2022vvaspr,0.2669259898451176,0.24133771523601397
SGC2022vvsevx,0.23623625512346938,0.43287981087133126
SGC2022vwoysu,0.14863822557570075,0.19679765997594326
SGC2022wasdhr,0.27061743799779786,0.1669880407073037
SGC2022wdlvty,0.26762013286055475,0.3791491007766938
SGC2022wfeany,0.284944978891495,0.2785358808553162
SGC2022wfnivb,0.5755629273596059,0.7553647602803569
SGC2022wgcrbt,0.5244948546840097,0.69605349275744
SGC2022wgcvow,0.14833777104111737,0.4090001779686805
SGC2022wgjktd,0.2918642782441602,0.16685101607178704
SGC2022whuhow,0.24116219023206686,0.2744319446675446
SGC2022wiiemr,0.5471604475797331,0.637271955396804
SGC2022wiqfyy,0.48250739723038283,0.4103427445846106
SGC2022wirihc,0.5735161439298624,0.676401733134936
SGC2022wjlbzn,0.24085524820577067,0.37367403304117
SGC2022wkiprb,0.1581533670572825,0.223577415324299
SGC2022wkkito,0.1681518708647573,0.18858336922321434
SGC2022wkvvvy,0.16705712227924718,0.21590467848659045
SGC2022wlpcgt,0.24754360063544237,0.1477891164375542
SGC2022wmbjxm,0.1677279595003576,0.20813421086027026
SGC2022wmcini,0.32918711519993726,0.23301462387950106
SGC2022wmgihz,0.39528707733347224,0.17068237248893225
SGC2022wmlxhr,0.7492874539597286,0.17295821468590383
SGC2022wnhcmb,0.6863754792671033,0.5739530981788381
