event_id,round_preferred,n_picks_preferred,catalog_x_km_preferred,catalog_y_km_preferred,catalog_z_km_preferred,relocated_x_km_preferred,relocated_y_km_preferred,relocated_z_km_preferred,relocated_lat_preferred,relocated_lon_preferred,origin_time_shift_s_preferred,rms_before_s_preferred,rms_after_s_preferred,horizontal_shift_km_preferred,vertical_shift_km_preferred,total_shift_km_preferred,round_1d,n_picks_1d,catalog_x_km_1d,catalog_y_km_1d,catalog_z_km_1d,relocated_x_km_1d,relocated_y_km_1d,relocated_z_km_1d,relocated_lat_1d,relocated_lon_1d,origin_time_shift_s_1d,rms_before_s_1d,rms_after_s_1d,horizontal_shift_km_1d,vertical_shift_km_1d,total_shift_km_1d,run_horizontal_difference_km,run_vertical_difference_km,run_total_difference_km
SGC2024qikwmd,2,6,-56.31574630737305,-36.20719909667969,120.0,-66.31575012207031,-36.20719909667969,130.0,6.67474668436328,-73.60019556082159,-0.8606387616799793,0.3632001762853583,0.3402310013506622,10.000003814697266,10.0,14.142138321129512,2,6,-56.31574630737305,-46.20719909667969,120.0,-66.31575012207031,-36.20719909667969,130.0,6.67474668436328,-73.60019556082159,-0.8151324222272844,0.5666711197040344,0.3965839361433104,14.142138321129512,10.0,17.320510278105544,0.0,0.0,0.0
SGC2023hjhgjd,2,4,-76.31575012207031,-56.20719909667969,120.0,-76.31575012207031,-56.20719909667969,130.0,6.495084449365076,-73.69070129433389,-0.6736989291932503,0.1728594338210586,0.0691726815530847,0.0,10.0,10.0,2,4,-76.31575012207031,-56.20719909667969,120.0,-76.31575012207031,-56.20719909667969,120.0,6.495084449365076,-73.69070129433389,0.066451367745012,0.1227071486789602,0.1227071486789602,0.0,0.0,0.0,0.0,10.0,10.0
SGC2025ldcnfw,2,5,-66.31575012207031,-26.207199096679688,100.0,-66.31575012207031,-26.207199096679688,100.0,6.764577801862382,-73.60019556082159,-0.0988931342679357,0.1288561609040253,0.1288561609040253,0.0,0.0,0.0,2,5,-66.31575012207031,-26.207199096679688,100.0,-66.31575012207031,-26.207199096679688,100.0,6.764577801862382,-73.60019556082159,-0.1096265086459649,0.1490103457858409,0.1490103457858409,0.0,0.0,0.0,0.0,0.0,0.0
SGC2025rhxyoj,2,5,-56.31574630737305,3.792799949645996,120.0,-56.31574630737305,3.792799949645996,120.0,7.034071145792724,-73.5096897927841,-0.0053634061937142,0.1436063214318658,0.1436063214318658,0.0,0.0,0.0,2,5,-56.31574630737305,3.792799949645996,120.0,-56.31574630737305,3.792799949645996,120.0,7.034071145792724,-73.5096897927841,0.0302551229307859,0.0702754805323887,0.0702754805323887,0.0,0.0,0.0,0.0,0.0,0.0
SGC2025fxnifg,2,5,-56.31574630737305,-56.20719909667969,130.0,-56.31574630737305,-46.20719909667969,120.0,6.584915566864178,-73.5096897927841,1.392996761569627,0.1999067877425068,0.1629314944794006,10.0,-10.0,14.142135623730953,2,5,-56.31574630737305,-56.20719909667969,120.0,-56.31574630737305,-46.20719909667969,110.0,6.584915566864178,-73.5096897927841,1.4992061083975443,0.2935424070236371,0.1626218816423854,10.0,-10.0,14.142135623730953,0.0,10.0,10.0
SGC2023qjidkv,2,5,-76.31575012207031,-46.20719909667969,110.0,-76.31575012207031,-56.20719909667969,120.0,6.495084449365076,-73.69070129433389,-0.9809438910937942,0.3283333427305178,0.2279356507505151,10.0,10.0,14.142135623730953,2,5,-86.31575012207031,-46.20719909667969,110.0,-86.31575012207031,-36.20719909667969,100.0,6.67474668436328,-73.78120702784618,0.9099499515267055,0.2991744618404285,0.1480703316409834,10.0,-10.0,14.142135623730953,22.360679774997898,20.0,30.0
SGC2026bjysti,2,7,-76.31575012207031,-46.20719909667969,110.0,-76.31575012207031,-46.20719909667969,100.0,6.584915566864178,-73.69070129433389,0.6769751777864652,0.2638080064441681,0.2425089700038313,0.0,-10.0,10.0,2,7,-76.31575012207031,-56.20719909667969,110.0,-76.31575012207031,-56.20719909667969,120.0,6.495084449365076,-73.69070129433389,-1.1377191147791983,0.3655538857647872,0.3194510977080225,0.0,10.0,10.0,10.0,20.0,22.360679774997898
SGC2023foaogn,2,4,-96.31575012207033,43.79280090332031,90.0,-96.31575012207033,43.79280090332031,90.0,7.393395624356093,-73.87171276135847,-0.1057248654090372,0.2428130459496196,0.2428130459496196,0.0,0.0,0.0,2,4,-96.31575012207033,33.79280090332031,100.0,-96.31575012207033,33.79280090332031,100.0,7.303564506856992,-73.87171276135847,0.0599377054417571,0.1217222779884227,0.1217222779884227,0.0,0.0,0.0,10.0,10.0,14.142135623730951
SGC2024zpewzk,2,4,-66.31575012207031,-36.20719909667969,90.0,-66.31575012207031,-26.207199096679688,80.0,6.764577801862382,-73.60019556082159,1.551125626053194,0.2698632015857612,0.1632494240120422,10.0,-10.0,14.142135623730953,2,4,-66.31575012207031,-36.20719909667969,90.0,-66.31575012207031,-36.20719909667969,90.0,6.67474668436328,-73.60019556082159,0.0317097934356542,0.1448594050357389,0.1448594050357389,0.0,0.0,0.0,10.0,10.0,14.142135623730951
SGC2025aysmtj,2,5,-56.31574630737305,-36.20719909667969,130.0,-56.31574630737305,-36.20719909667969,130.0,6.67474668436328,-73.5096897927841,0.144467766286084,0.2998270645382662,0.2998270645382662,0.0,0.0,0.0,2,5,-56.31574630737305,-36.20719909667969,120.0,-56.31574630737305,-26.207199096679688,110.0,6.764577801862382,-73.5096897927841,1.3741741618240084,0.3048446183842642,0.2517625395405075,10.0,-10.0,14.142135623730953,10.0,20.0,22.360679774997898
SGC2023qqxpif,2,7,-156.3157501220703,-66.20719909667969,20.0,-156.3157501220703,-66.20719909667969,20.0,6.405253331865975,-74.41474716243223,0.1636344298985932,0.7499183223225399,0.7499183223225399,0.0,0.0,0.0,2,7,-156.3157501220703,-76.20719909667969,20.0,-156.3157501220703,-76.20719909667969,20.0,6.315422214366873,-74.41474716243223,0.0673948480740778,0.7719396809552577,0.7719396809552577,0.0,0.0,0.0,10.0,0.0,10.0
SGC2023igckjk,2,5,-76.31575012207031,-56.20719909667969,110.0,-76.31575012207031,-56.20719909667969,110.0,6.495084449365076,-73.69070129433389,0.0459715651035956,0.18490679081789,0.18490679081789,0.0,0.0,0.0,2,5,-76.31575012207031,-66.20719909667969,120.0,-76.31575012207031,-66.20719909667969,120.0,6.405253331865975,-73.69070129433389,0.0905297900467196,0.3971885715463853,0.3971885715463853,0.0,0.0,0.0,10.0,10.0,14.142135623730951
SGC2022yuxpbl,2,7,-56.31574630737305,73.79280090332031,100.0,-56.31574630737305,63.79280090332031,100.0,7.573057859354296,-73.5096897927841,0.6839352912832517,0.3408187218594403,0.1634409926602744,10.0,0.0,10.0,2,7,-66.31575012207031,83.79280090332031,120.0,-66.31575012207031,83.79280090332031,120.0,7.7527200943525,-73.60019556082159,0.011119714966199,0.2582136943303243,0.2582136943303243,0.0,0.0,0.0,22.360681480982638,20.0,30.00000127156597
SGC2023wzfuvb,2,5,-56.31574630737305,-46.20719909667969,120.0,-66.31575012207031,-36.20719909667969,130.0,6.67474668436328,-73.60019556082159,-0.4555419568170187,0.1867684562913414,0.153239829624898,14.142138321129512,10.0,17.320510278105544,2,5,-56.31574630737305,-56.20719909667969,120.0,-56.31574630737305,-66.20719909667969,120.0,6.405253331865975,-73.5096897927841,-0.4030105375286581,0.2913022379374589,0.2757357230125596,10.0,0.0,10.0,31.622777807997196,10.0,33.1662490537287
SGC2023xpaosj,2,5,-56.31574630737305,83.79280090332031,100.0,-56.31574630737305,83.79280090332031,90.0,7.7527200943525,-73.5096897927841,0.2491950130304978,0.2256932949297125,0.1861070504254845,0.0,-10.0,10.0,2,5,-56.31574630737305,83.79280090332031,120.0,-56.31574630737305,83.79280090332031,130.0,7.7527200943525,-73.5096897927841,-0.6916633655907738,0.1935574097484693,0.1929205108891145,0.0,10.0,10.0,0.0,40.0,40.0
SGC2023oooqqs,2,5,-56.31574630737305,-36.20719909667969,120.0,-66.31575012207031,-26.207199096679688,130.0,6.764577801862382,-73.60019556082159,-0.4277703245461843,0.2230190960027107,0.1452120743947803,14.142138321129512,10.0,17.320510278105544,2,5,-56.31574630737305,-56.20719909667969,120.0,-56.31574630737305,-56.20719909667969,120.0,6.495084449365076,-73.5096897927841,0.0544479397852377,0.1244594979088647,0.1244594979088647,0.0,0.0,0.0,31.622777807997196,10.0,33.1662490537287
SGC2022ztajnf,2,5,-56.31574630737305,-56.20719909667969,130.0,-66.31575012207031,-46.20719909667969,130.0,6.584915566864178,-73.60019556082159,0.5596108729631553,0.3708999488766771,0.2044124047891223,14.142138321129512,0.0,14.142138321129512,2,5,-66.31575012207031,-66.20719909667969,130.0,-66.31575012207031,-66.20719909667969,140.0,6.405253331865975,-73.60019556082159,-0.9699406852798198,0.2196497641386107,0.1680573929244647,0.0,10.0,10.0,20.0,10.0,22.360679774997898
SGC2024lesbvb,2,5,-46.31574630737305,23.792800903320312,130.0,-56.31574630737305,33.79280090332031,140.0,7.303564506856992,-73.5096897927841,-1.4114971037943782,0.3046474942920179,0.2796752099561072,14.142135623730953,10.0,17.320508075688775,2,5,-46.31574630737305,23.792800903320312,130.0,-46.31574630737305,23.792800903320312,140.0,7.21373338935789,-73.41918405927181,-0.9753731608802454,0.2609729422259932,0.2543824839232647,0.0,10.0,10.0,14.142135623730951,0.0,14.142135623730951
SGC2025xvcwir,2,7,-56.31574630737305,-16.207199096679688,120.0,-56.31574630737305,-26.207199096679688,130.0,6.764577801862382,-73.5096897927841,-0.9403580752621004,0.2924472835466622,0.1843353980651145,10.0,10.0,14.142135623730953,2,7,-56.31574630737305,-26.207199096679688,120.0,-56.31574630737305,-26.207199096679688,130.0,6.764577801862382,-73.5096897927841,-0.841733205583953,0.4608239499161302,0.2954874391408184,0.0,10.0,10.0,0.0,0.0,0.0
SGC2025cxmmkz,2,5,-56.31574630737305,43.79280090332031,120.0,-56.31574630737305,43.79280090332031,130.0,7.393395624356093,-73.5096897927841,-0.5045542951039259,0.1888407825179927,0.1571403671867361,0.0,10.0,10.0,2,5,-56.31574630737305,43.79280090332031,120.0,-56.31574630737305,43.79280090332031,130.0,7.393395624356093,-73.5096897927841,-0.8691232327415861,0.2257744785089979,0.1974682715823039,0.0,10.0,10.0,0.0,0.0,0.0
SGC2025wdaehl,2,5,-56.31574630737305,-56.20719909667969,130.0,-56.31574630737305,-46.20719909667969,120.0,6.584915566864178,-73.5096897927841,1.3904690732664342,0.2751057604476394,0.1924118899645945,10.0,-10.0,14.142135623730953,2,5,-56.31574630737305,-56.20719909667969,130.0,-56.31574630737305,-46.20719909667969,120.0,6.584915566864178,-73.5096897927841,1.3835429216949784,0.273075191097998,0.2210428098315578,10.0,-10.0,14.142135623730953,0.0,0.0,0.0
SGC2023bqqkpt,2,6,-66.31575012207031,-66.20719909667969,120.0,-76.31575012207031,-56.20719909667969,120.0,6.495084449365076,-73.69070129433389,0.3824301320482863,0.2943090948617505,0.2183681539557412,14.142135623730953,0.0,14.142135623730953,2,6,-76.31575012207031,-66.20719909667969,130.0,-76.31575012207031,-66.20719909667969,130.0,6.405253331865975,-73.69070129433389,0.0534118745134737,0.2183372839992421,0.2183372839992421,0.0,0.0,0.0,10.0,10.0,14.142135623730951
SGC2024dpefmj,2,4,-66.31575012207031,-16.207199096679688,90.0,-66.31575012207031,-16.207199096679688,90.0,6.854408919361483,-73.60019556082159,0.0925877027085864,0.041214051038394,0.041214051038394,0.0,0.0,0.0,2,4,-66.31575012207031,-16.207199096679688,90.0,-66.31575012207031,-16.207199096679688,90.0,6.854408919361483,-73.60019556082159,-0.0423331819001013,0.0845114042498104,0.0845114042498104,0.0,0.0,0.0,0.0,0.0,0.0
SGC2024wpxrcy,2,4,-46.31574630737305,83.79280090332031,110.0,-46.31574630737305,83.79280090332031,110.0,7.7527200943525,-73.41918405927181,0.0942685286001694,0.1260522451990551,0.1260522451990551,0.0,0.0,0.0,2,4,-46.31574630737305,83.79280090332031,110.0,-46.31574630737305,83.79280090332031,100.0,7.7527200943525,-73.41918405927181,0.7014230373944308,0.1115899064771958,0.103718727495321,0.0,-10.0,10.0,0.0,10.0,10.0
SGC2025tkmcxi,2,6,-86.31575012207031,63.79280090332031,100.0,-76.31575012207031,53.79280090332031,90.0,7.483226741855195,-73.69070129433389,1.5660244629258395,0.3823208574298287,0.2825838249940524,14.142135623730953,-10.0,17.320508075688775,2,6,-86.31575012207031,63.79280090332031,100.0,-86.31575012207031,63.79280090332031,110.0,7.573057859354296,-73.78120702784618,-0.7571757606879608,0.2742703920681498,0.2330900405673691,0.0,10.0,10.0,14.142135623730951,20.0,24.49489742783178
SGC2023fpefdd,2,4,-36.31574630737305,-26.207199096679688,130.0,-46.31574630737305,-16.207199096679688,140.0,6.854408919361483,-73.41918405927181,-0.0526471589585693,0.3160094987291468,0.1372031772386511,14.142135623730953,10.0,17.320508075688775,2,4,-46.31574630737305,-26.207199096679688,130.0,-46.31574630737305,-26.207199096679688,140.0,6.764577801862382,-73.41918405927181,-0.8417715639542429,0.2644600125188068,0.2180620766787431,0.0,10.0,10.0,10.0,0.0,10.0
SGC2023tdymfy,2,8,-86.31575012207031,13.792799949645996,30.0,-86.31575012207031,3.792799949645996,40.0,7.034071145792724,-73.78120702784618,0.1135682540306195,0.5462378841480857,0.3695470089221041,10.0,10.0,14.142135623730953,2,8,-96.31575012207033,23.792800903320312,30.0,-96.31575012207033,13.792799949645996,40.0,7.123902263291825,-73.87171276135847,0.4886980991885279,0.5348093701569785,0.4721611042860514,10.000000953674316,10.0,14.142136298080542,14.14213562373096,0.0,14.14213562373096
SGC2023gmpunt,2,4,-56.31574630737305,-46.20719909667969,110.0,-56.31574630737305,-56.20719909667969,100.0,6.495084449365076,-73.5096897927841,-0.0002016525711372,0.3052917571085276,0.2583608349499663,10.0,-10.0,14.142135623730953,2,4,-56.31574630737305,-66.20719909667969,110.0,-56.31574630737305,-66.20719909667969,110.0,6.405253331865975,-73.5096897927841,0.0670653981103317,0.2310054835171921,0.2310054835171921,0.0,0.0,0.0,10.0,10.0,14.142135623730951
SGC2023meafvp,2,4,-56.31574630737305,-36.20719909667969,120.0,-66.31575012207031,-36.20719909667969,130.0,6.67474668436328,-73.60019556082159,-1.0855583708981325,0.2250975162535413,0.1975103817051809,10.000003814697266,10.0,14.142138321129512,2,4,-56.31574630737305,-36.20719909667969,110.0,-56.31574630737305,-36.20719909667969,110.0,6.67474668436328,-73.5096897927841,0.0302424976259967,0.1615918919093718,0.1615918919093718,0.0,0.0,0.0,10.000003814697266,20.0,22.360681480982638
SGC2023vjxlfm,2,6,-76.31575012207031,-66.20719909667969,120.0,-76.31575012207031,-66.20719909667969,110.0,6.405253331865975,-73.69070129433389,0.8656012824162218,0.2970858215571754,0.2677044541716314,0.0,-10.0,10.0,2,6,-76.31575012207031,-76.20719909667969,110.0,-76.31575012207031,-76.20719909667969,110.0,6.315422214366873,-73.69070129433389,0.032972941907932,0.5401899950933479,0.5401899950933479,0.0,0.0,0.0,10.0,0.0,10.0
SGC2023awpopc,2,6,-56.31574630737305,-76.20719909667969,110.0,-66.31575012207031,-66.20719909667969,120.0,6.405253331865975,-73.60019556082159,0.3559776477126313,0.3924861951245444,0.2842760960338049,14.142138321129512,10.0,17.320510278105544,2,6,-66.31575012207031,-76.20719909667969,130.0,-66.31575012207031,-76.20719909667969,130.0,6.315422214366873,-73.60019556082159,0.103237043645576,0.2587013132255507,0.2587013132255507,0.0,0.0,0.0,10.0,10.0,14.142135623730951
SGC2025jvwgfu,2,7,-76.31575012207031,-46.20719909667969,110.0,-76.31575012207031,-46.20719909667969,110.0,6.584915566864178,-73.69070129433389,0.1461301915211414,0.2168638586219657,0.2168638586219657,0.0,0.0,0.0,2,7,-76.31575012207031,-56.20719909667969,110.0,-76.31575012207031,-56.20719909667969,120.0,6.495084449365076,-73.69070129433389,-0.5204023692316149,0.3281698131686692,0.2988157375707169,0.0,10.0,10.0,10.0,10.0,14.142135623730951
SGC2024skxrgi,2,7,-56.31574630737305,33.79280090332031,120.0,-56.31574630737305,33.79280090332031,130.0,7.303564506856992,-73.5096897927841,-0.8519569028267497,0.3796667874548889,0.3678299547500194,0.0,10.0,10.0,2,7,-56.31574630737305,23.792800903320312,130.0,-56.31574630737305,23.792800903320312,140.0,7.21373338935789,-73.5096897927841,-0.8934702395165104,0.3408201754535832,0.2742087589206226,0.0,10.0,10.0,10.0,10.0,14.142135623730951
SGC2024ovrama,2,5,-46.31574630737305,-26.207199096679688,120.0,-56.31574630737305,-26.207199096679688,130.0,6.764577801862382,-73.5096897927841,-0.5341838518645012,0.4443158076083522,0.1882100481979942,10.0,10.0,14.142135623730953,2,5,-56.31574630737305,-36.20719909667969,120.0,-56.31574630737305,-26.207199096679688,130.0,6.764577801862382,-73.5096897927841,-0.7055071743707373,0.4567793948947376,0.2930675681936019,10.0,10.0,14.142135623730953,0.0,0.0,0.0
SGC2025zcdpgk,2,8,-76.31575012207031,-76.20719909667969,120.0,-76.31575012207031,-76.20719909667969,120.0,6.315422214366873,-73.69070129433389,0.0823629097373785,0.1658463545670141,0.1658463545670141,0.0,0.0,0.0,2,8,-76.31575012207031,-76.20719909667969,110.0,-76.31575012207031,-76.20719909667969,110.0,6.315422214366873,-73.69070129433389,-0.0100058611884588,0.4468162907880724,0.4468162907880724,0.0,0.0,0.0,0.0,10.0,10.0
SGC2022xjhqvx,2,5,-56.31574630737305,-46.20719909667969,120.0,-56.31574630737305,-46.20719909667969,130.0,6.584915566864178,-73.5096897927841,-0.9605929807039076,0.1928509767625809,0.1152776067135394,0.0,10.0,10.0,2,5,-66.31575012207031,-56.20719909667969,120.0,-66.31575012207031,-56.20719909667969,120.0,6.495084449365076,-73.60019556082159,0.0328180275489877,0.1729006967440895,0.1729006967440895,0.0,0.0,0.0,14.142138321129513,10.0,17.320510278105544
SGC2023vfkwwj,2,6,-176.3157501220703,-16.207199096679688,60.0,-166.3157501220703,-26.207199096679688,60.0,6.764577801862382,-74.50525289594452,1.094779290902741,0.4232001729034679,0.3139760073924019,14.142135623730953,0.0,14.142135623730953,2,6,-186.3157501220703,-16.207199096679688,60.0,-176.3157501220703,-26.207199096679688,70.0,6.764577801862382,-74.59575862945682,0.579798353907286,0.2818921924842757,0.2248486079785792,14.142135623730953,10.0,17.320508075688775,10.0,10.0,14.142135623730951
SGC2025incasy,2,5,-56.31574630737305,-36.20719909667969,130.0,-56.31574630737305,-36.20719909667969,120.0,6.67474668436328,-73.5096897927841,0.9895355691812,0.1877498483103825,0.1493843765557576,0.0,-10.0,10.0,2,5,-56.31574630737305,-36.20719909667969,120.0,-56.31574630737305,-36.20719909667969,120.0,6.67474668436328,-73.5096897927841,0.0661708735251949,0.1881741184340046,0.1881741184340046,0.0,0.0,0.0,0.0,0.0,0.0
SGC2023iqueuf,2,5,-66.31575012207031,-66.20719909667969,120.0,-66.31575012207031,-56.20719909667969,120.0,6.495084449365076,-73.60019556082159,0.6353367969835908,0.3046771108175631,0.1807663551390329,10.0,0.0,10.0,2,5,-66.31575012207031,-66.20719909667969,110.0,-66.31575012207031,-66.20719909667969,120.0,6.405253331865975,-73.60019556082159,-0.6586293626301369,0.3669826713098512,0.3058681387096936,0.0,10.0,10.0,10.0,0.0,10.0
SGC2025ylypzu,2,8,-126.31575012207033,-16.207199096679688,90.0,-126.31575012207033,-16.207199096679688,80.0,6.854408919361483,-74.14322996189536,0.6785868145554463,0.35796161420422,0.327321991444232,0.0,-10.0,10.0,2,8,-126.31575012207033,-16.207199096679688,90.0,-126.31575012207033,-16.207199096679688,90.0,6.854408919361483,-74.14322996189536,0.118843129179444,0.302189836642147,0.302189836642147,0.0,0.0,0.0,0.0,10.0,10.0
SGC2025rktthe,2,5,-86.31575012207031,13.792799949645996,110.0,-96.31575012207033,13.792799949645996,120.0,7.123902263291825,-73.87171276135847,-1.500311229074395,0.2441560232533051,0.1378005092232676,10.0,10.0,14.142135623730953,2,5,-86.31575012207031,13.792799949645996,100.0,-86.31575012207031,13.792799949645996,100.0,7.123902263291825,-73.78120702784618,-0.1325965939101863,0.1385259555614463,0.1385259555614463,0.0,0.0,0.0,10.000000000000014,20.0,22.3606797749979
SGC2026asvptr,2,8,-76.31575012207031,-46.20719909667969,110.0,-76.31575012207031,-46.20719909667969,110.0,6.584915566864178,-73.69070129433389,0.1240881089775705,0.2492985605114687,0.2492985605114687,0.0,0.0,0.0,2,8,-76.31575012207031,-56.20719909667969,110.0,-76.31575012207031,-56.20719909667969,120.0,6.495084449365076,-73.69070129433389,-0.8948406516516965,0.379652982116411,0.3178342577579934,0.0,10.0,10.0,10.0,10.0,14.142135623730951
SGC2025kwxjex,2,4,-66.31575012207031,73.79280090332031,110.0,-76.31575012207031,63.79280090332031,120.0,7.573057859354296,-73.69070129433389,0.0965202908881135,0.4143165436446877,0.2240538956888001,14.142135623730953,10.0,17.320508075688775,2,4,-66.31575012207031,73.79280090332031,110.0,-76.31575012207031,63.79280090332031,120.0,7.573057859354296,-73.69070129433389,-0.1164691992132276,0.3317691230343235,0.1783301284121608,14.142135623730953,10.0,17.320508075688775,0.0,0.0,0.0
SGC2024sixylg,2,6,-106.31575012207033,83.79280090332031,60.0,-106.31575012207033,73.79280090332031,60.0,7.662888976853399,-73.96221849487077,1.0515600262040703,0.3929150866953826,0.3609141282597646,10.0,0.0,10.0,2,6,-116.31575012207033,93.79280090332033,80.0,-116.31575012207033,93.79280090332033,80.0,7.842551211851601,-74.05272422838306,5.98841323551369e-06,0.3307302727638405,0.3307302727638405,0.0,0.0,0.0,22.36067977499791,20.0,30.00000000000001
SGC2023aqxdaa,2,5,-56.31574630737305,-46.20719909667969,130.0,-66.31575012207031,-36.20719909667969,130.0,6.67474668436328,-73.60019556082159,0.3473213911354413,0.3110868369090017,0.247362381149816,14.142138321129512,0.0,14.142138321129512,2,5,-66.31575012207031,-46.20719909667969,130.0,-66.31575012207031,-46.20719909667969,140.0,6.584915566864178,-73.60019556082159,-0.7880109204506134,0.1788780319979654,0.0957802247445183,0.0,10.0,10.0,10.0,10.0,14.142135623730951
SGC2025peqqvg,2,5,-56.31574630737305,-46.20719909667969,130.0,-66.31575012207031,-46.20719909667969,140.0,6.584915566864178,-73.60019556082159,-0.9466454029575466,0.2987419002139428,0.2614164145777803,10.000003814697266,10.0,14.142138321129512,2,5,-66.31575012207031,-46.20719909667969,130.0,-66.31575012207031,-46.20719909667969,140.0,6.584915566864178,-73.60019556082159,-1.062884772361091,0.2203407241792094,0.1159694156083702,0.0,10.0,10.0,0.0,0.0,0.0
SGC2024lukzbu,2,5,-46.31574630737305,33.79280090332031,110.0,-46.31574630737305,33.79280090332031,110.0,7.303564506856992,-73.41918405927181,0.0138115254109045,0.1222674116186933,0.1222674116186933,0.0,0.0,0.0,2,5,-56.31574630737305,43.79280090332031,130.0,-56.31574630737305,53.79280090332031,130.0,7.483226741855195,-73.5096897927841,-0.533355058073564,0.1714344891843811,0.1531806859188515,10.0,0.0,10.0,22.360679774997898,20.0,30.0
SGC2025nnisgv,2,5,-56.31574630737305,-36.20719909667969,110.0,-56.31574630737305,-26.207199096679688,100.0,6.764577801862382,-73.5096897927841,1.277709439348957,0.2100152454301287,0.2086299828687036,10.0,-10.0,14.142135623730953,2,5,-56.31574630737305,-36.20719909667969,120.0,-56.31574630737305,-36.20719909667969,120.0,6.67474668436328,-73.5096897927841,0.0427102288034006,0.2241436256852554,0.2241436256852554,0.0,0.0,0.0,10.0,20.0,22.360679774997898
SGC2023whonvn,2,6,-46.31574630737305,3.792799949645996,130.0,-46.31574630737305,3.792799949645996,140.0,7.034071145792724,-73.41918405927181,-0.8421573110015146,0.2273731594093608,0.175480123139017,0.0,10.0,10.0,2,6,-46.31574630737305,-6.207200050354004,130.0,-46.31574630737305,-6.207200050354004,140.0,6.944240028293622,-73.41918405927181,-0.911013842272684,0.391783189705494,0.2887855588650668,0.0,10.0,10.0,10.0,0.0,10.0
SGC2025lrfmwd,2,5,-56.31574630737305,-46.20719909667969,120.0,-56.31574630737305,-36.20719909667969,110.0,6.67474668436328,-73.5096897927841,1.2923479974559768,0.2431297347456573,0.178259077639041,10.0,-10.0,14.142135623730953,2,5,-66.31575012207031,-56.20719909667969,130.0,-66.31575012207031,-56.20719909667969,140.0,6.495084449365076,-73.60019556082159,-1.000081644189482,0.2305768396624765,0.0856781343948,0.0,10.0,10.0,22.360681480982638,30.0,37.416574887260325
SGC2022xufgvc,2,4,-66.31575012207031,-46.20719909667969,110.0,-66.31575012207031,-46.20719909667969,100.0,6.584915566864178,-73.60019556082159,0.4767771793515347,0.2329322883860137,0.1637232324941581,0.0,-10.0,10.0,2,4,-66.31575012207031,-46.20719909667969,130.0,-66.31575012207031,-46.20719909667969,140.0,6.584915566864178,-73.60019556082159,-0.9112563464058514,0.1060828240484097,0.0648392331959047,0.0,10.0,10.0,0.0,40.0,40.0
SGC2023abzyhw,2,5,-76.31575012207031,23.792800903320312,110.0,-76.31575012207031,13.792799949645996,120.0,7.123902263291825,-73.69070129433389,-0.3481622619836599,0.3310693231578263,0.1158672638324515,10.000000953674316,10.0,14.142136298080542,2,5,-76.31575012207031,13.792799949645996,110.0,-76.31575012207031,13.792799949645996,120.0,7.123902263291825,-73.69070129433389,-0.7630381475240569,0.3495336183383495,0.2462707848786969,0.0,10.0,10.0,0.0,0.0,0.0
SGC2025bbjrpd,2,5,-46.31574630737305,-6.207200050354004,110.0,-46.31574630737305,-6.207200050354004,110.0,6.944240028293622,-73.41918405927181,0.1634903607047313,0.1016418909260792,0.1016418909260792,0.0,0.0,0.0,2,5,-46.31574630737305,-6.207200050354004,110.0,-46.31574630737305,-6.207200050354004,110.0,6.944240028293622,-73.41918405927181,-0.1243465368431451,0.1281439771869818,0.1281439771869818,0.0,0.0,0.0,0.0,0.0,0.0
SGC2025cnttuw,2,4,-56.31574630737305,-56.20719909667969,130.0,-66.31575012207031,-66.20719909667969,140.0,6.405253331865975,-73.60019556082159,-1.5922865550587986,0.2905352915487358,0.0616896290064054,14.142138321129512,10.0,17.320510278105544,2,4,-56.31574630737305,-56.20719909667969,110.0,-56.31574630737305,-46.20719909667969,100.0,6.584915566864178,-73.5096897927841,1.359218339393765,0.2268140677629975,0.1213056306770541,10.0,-10.0,14.142135623730953,22.360681480982638,40.0,45.825757781993744
SGC2026ayjcwl,2,8,-56.31574630737305,73.79280090332031,120.0,-56.31574630737305,63.79280090332031,110.0,7.573057859354296,-73.5096897927841,1.4695949905476269,0.4625168917949099,0.3371890400361021,10.0,-10.0,14.142135623730953,2,8,-66.31575012207031,73.79280090332031,120.0,-66.31575012207031,63.79280090332031,130.0,7.573057859354296,-73.60019556082159,-0.0555110883460674,0.3294702404271387,0.2400690406691825,10.0,10.0,14.142135623730953,10.000003814697266,20.0,22.360681480982638
SGC2025ltcser,2,6,-46.31574630737305,-16.207199096679688,100.0,-56.31574630737305,-16.207199096679688,110.0,6.854408919361483,-73.5096897927841,-0.6452653332630156,0.3284308365141904,0.2830881329502556,10.0,10.0,14.142135623730953,2,6,-46.31574630737305,-16.207199096679688,100.0,-56.31574630737305,-16.207199096679688,110.0,6.854408919361483,-73.5096897927841,-1.022124475640533,0.3176264072345346,0.2957727296025608,10.0,10.0,14.142135623730953,0.0,0.0,0.0
SGC2024rpnpmn,2,5,-56.31574630737305,53.79280090332031,100.0,-56.31574630737305,53.79280090332031,110.0,7.483226741855195,-73.5096897927841,-0.4825943489041577,0.237324366920729,0.2268802463373063,0.0,10.0,10.0,2,5,-66.31575012207031,63.79280090332031,120.0,-66.31575012207031,63.79280090332031,130.0,7.573057859354296,-73.60019556082159,-0.9042139858205722,0.190877573719641,0.1904109993943225,0.0,10.0,10.0,14.142138321129513,20.0,24.494898985175666
