event_id,round_preferred,n_picks_preferred,catalog_x_km_preferred,catalog_y_km_preferred,catalog_z_km_preferred,relocated_x_km_preferred,relocated_y_km_preferred,relocated_z_km_preferred,relocated_lat_preferred,relocated_lon_preferred,origin_time_shift_s_preferred,rms_before_s_preferred,rms_after_s_preferred,horizontal_shift_km_preferred,vertical_shift_km_preferred,total_shift_km_preferred,round_1d,n_picks_1d,catalog_x_km_1d,catalog_y_km_1d,catalog_z_km_1d,relocated_x_km_1d,relocated_y_km_1d,relocated_z_km_1d,relocated_lat_1d,relocated_lon_1d,origin_time_shift_s_1d,rms_before_s_1d,rms_after_s_1d,horizontal_shift_km_1d,vertical_shift_km_1d,total_shift_km_1d,run_horizontal_difference_km,run_vertical_difference_km,run_total_difference_km
SGC2023zkcyib,2,5,-56.31574630737305,-46.20719909667969,120.0,-56.31574630737305,-46.20719909667969,120.0,6.584915566864178,-73.5096897927841,0.1475042914825053,0.1907253521045705,0.1907253521045705,0.0,0.0,0.0,2,5,-56.31574630737305,-56.20719909667969,120.0,-56.31574630737305,-56.20719909667969,120.0,6.495084449365076,-73.5096897927841,0.190727548789944,0.1580751184578946,0.1580751184578946,0.0,0.0,0.0,10.0,0.0,10.0
SGC2022uzixqk,2,5,-56.31574630737305,-46.20719909667969,130.0,-56.31574630737305,-46.20719909667969,140.0,6.584915566864178,-73.5096897927841,-1.012035599625122,0.3127592931747905,0.2711852481713798,0.0,10.0,10.0,2,5,-66.31575012207031,-46.20719909667969,130.0,-66.31575012207031,-46.20719909667969,140.0,6.584915566864178,-73.60019556082159,-1.0020740444431055,0.334359543034729,0.2305699196504036,0.0,10.0,10.0,10.000003814697266,0.0,10.000003814697266
SGC2024wtvgin,2,4,-56.31574630737305,-36.20719909667969,120.0,-56.31574630737305,-36.20719909667969,120.0,6.67474668436328,-73.5096897927841,0.123549745424647,0.1699147853423847,0.1699147853423847,0.0,0.0,0.0,2,4,-56.31574630737305,-36.20719909667969,110.0,-56.31574630737305,-36.20719909667969,110.0,6.67474668436328,-73.5096897927841,0.0450096854047163,0.174128404072105,0.174128404072105,0.0,0.0,0.0,0.0,10.0,10.0
SGC2024gcqyzr,2,5,-76.31575012207031,-66.20719909667969,110.0,-76.31575012207031,-66.20719909667969,110.0,6.405253331865975,-73.69070129433389,0.0699176767865612,0.6383179376227706,0.6383179376227706,0.0,0.0,0.0,2,5,-66.31575012207031,-56.20719909667969,100.0,-66.31575012207031,-46.20719909667969,90.0,6.584915566864178,-73.60019556082159,1.2391481351009368,0.6531334909725222,0.6125493428054977,10.0,-10.0,14.142135623730953,22.360679774997898,20.0,30.0
SGC2025vdwwrs,2,7,-66.31575012207031,73.79280090332031,100.0,-66.31575012207031,63.79280090332031,90.0,7.573057859354296,-73.60019556082159,1.2618252391740334,0.2424365575277458,0.1822905211689595,10.0,-10.0,14.142135623730953,2,7,-76.31575012207031,83.79280090332031,110.0,-76.31575012207031,83.79280090332031,120.0,7.7527200943525,-73.69070129433389,-0.5708417663572831,0.2320430003403236,0.2154230851512675,0.0,10.0,10.0,22.360679774997898,30.0,37.416573867739416
SGC2025lsvxjb,2,6,-56.31574630737305,-36.20719909667969,120.0,-56.31574630737305,-36.20719909667969,120.0,6.67474668436328,-73.5096897927841,0.0590238953398358,0.2546465992928511,0.2546465992928511,0.0,0.0,0.0,2,6,-56.31574630737305,-36.20719909667969,130.0,-56.31574630737305,-36.20719909667969,130.0,6.67474668436328,-73.5096897927841,-0.0314550145088805,0.2326933740504366,0.2326933740504366,0.0,0.0,0.0,0.0,10.0,10.0
SGC2024zjklpi,2,6,-56.31574630737305,-46.20719909667969,130.0,-56.31574630737305,-36.20719909667969,120.0,6.67474668436328,-73.5096897927841,1.436335027944466,0.2893850281583893,0.2150865161778196,10.0,-10.0,14.142135623730953,2,6,-56.31574630737305,-46.20719909667969,130.0,-56.31574630737305,-36.20719909667969,120.0,6.67474668436328,-73.5096897927841,1.4611742488622903,0.3251346021770137,0.1797460319675012,10.0,-10.0,14.142135623730953,0.0,0.0,0.0
SGC2025jflrnd,2,6,-86.31575012207031,23.792800903320312,110.0,-86.31575012207031,23.792800903320312,110.0,7.21373338935789,-73.78120702784618,0.1031387169120208,0.2115329716488518,0.2115329716488518,0.0,0.0,0.0,2,6,-86.31575012207031,23.792800903320312,110.0,-86.31575012207031,23.792800903320312,110.0,7.21373338935789,-73.78120702784618,0.0535040637433166,0.2551277911565034,0.2551277911565034,0.0,0.0,0.0,0.0,0.0,0.0
SGC2024onitvr,2,7,-66.31575012207031,-36.20719909667969,120.0,-66.31575012207031,-36.20719909667969,120.0,6.67474668436328,-73.60019556082159,-0.0446855959259302,0.3280237982119686,0.3280237982119686,0.0,0.0,0.0,2,7,-66.31575012207031,-46.20719909667969,120.0,-66.31575012207031,-46.20719909667969,130.0,6.584915566864178,-73.60019556082159,-0.9128144325389584,0.3731414373110159,0.2775272759015002,0.0,10.0,10.0,10.0,10.0,14.142135623730951
SGC2025ecjjfr,2,6,-66.31575012207031,-56.20719909667969,110.0,-66.31575012207031,-46.20719909667969,100.0,6.584915566864178,-73.60019556082159,1.27807093813301,0.2665323758735992,0.1091401247758659,10.0,-10.0,14.142135623730953,2,6,-66.31575012207031,-56.20719909667969,110.0,-66.31575012207031,-46.20719909667969,100.0,6.584915566864178,-73.60019556082159,1.4264009143535006,0.2973985258850588,0.1979043335348613,10.0,-10.0,14.142135623730953,0.0,0.0,0.0
SGC2025xxueyp,2,6,-76.31575012207031,-56.20719909667969,120.0,-76.31575012207031,-56.20719909667969,110.0,6.495084449365076,-73.69070129433389,0.8325078147838081,0.2091951727875404,0.1578682748038366,0.0,-10.0,10.0,2,6,-76.31575012207031,-76.20719909667969,120.0,-76.31575012207031,-66.20719909667969,130.0,6.405253331865975,-73.69070129433389,-0.3396031915231159,0.3939363215742921,0.3428905483206161,10.0,10.0,14.142135623730953,10.0,20.0,22.360679774997898
SGC2026eywwqq,2,6,-76.31575012207031,-46.20719909667969,100.0,-76.31575012207031,-46.20719909667969,100.0,6.584915566864178,-73.69070129433389,0.0619128161288244,0.1372411576929036,0.1372411576929036,0.0,0.0,0.0,2,6,-76.31575012207031,-46.20719909667969,110.0,-86.31575012207031,-56.20719909667969,120.0,6.495084449365076,-73.78120702784618,-1.9456289338523671,0.221370520961662,0.187655146854734,14.142135623730953,10.0,17.320508075688775,14.142135623730951,20.0,24.49489742783178
SGC2023vzpirs,2,8,-116.31575012207033,33.79280090332031,40.0,-116.31575012207033,33.79280090332031,50.0,7.303564506856992,-74.05272422838306,-0.0661274276291461,0.4788258410770781,0.3638837124491886,0.0,10.0,10.0,2,8,-126.31575012207033,43.79280090332031,40.0,-126.31575012207033,43.79280090332031,50.0,7.393395624356093,-74.14322996189536,-0.2684987825525518,0.5114603746598464,0.4544751988664252,0.0,10.0,10.0,14.142135623730951,0.0,14.142135623730951
SGC2024qrnhfe,2,7,-66.31575012207031,-66.20719909667969,130.0,-66.31575012207031,-66.20719909667969,130.0,6.405253331865975,-73.60019556082159,0.1705367612973205,0.1652481562703051,0.1652481562703051,0.0,0.0,0.0,2,7,-66.31575012207031,-76.20719909667969,130.0,-66.31575012207031,-76.20719909667969,140.0,6.315422214366873,-73.60019556082159,-0.732598626444176,0.2298969724452764,0.187642626003141,0.0,10.0,10.0,10.0,10.0,14.142135623730951
SGC2026exxida,2,5,-76.31575012207031,-66.20719909667969,120.0,-76.31575012207031,-56.20719909667969,110.0,6.495084449365076,-73.69070129433389,1.215163226584579,0.2945981056593107,0.2928548861694932,10.0,-10.0,14.142135623730953,2,5,-66.31575012207031,-56.20719909667969,110.0,-66.31575012207031,-46.20719909667969,100.0,6.584915566864178,-73.60019556082159,1.356171959256777,0.4222497633394026,0.3349315371870898,10.0,-10.0,14.142135623730953,14.142135623730951,10.0,17.320508075688775
SGC2025tmwskm,2,7,-56.31574630737305,33.79280090332031,110.0,-56.31574630737305,33.79280090332031,110.0,7.303564506856992,-73.5096897927841,0.1510341840535538,0.1237567744018005,0.1237567744018005,0.0,0.0,0.0,2,7,-56.31574630737305,23.792800903320312,120.0,-56.31574630737305,23.792800903320312,130.0,7.21373338935789,-73.5096897927841,-0.8344862432843598,0.292949062778203,0.2233724626813887,0.0,10.0,10.0,10.0,20.0,22.360679774997898
SGC2024ekhhas,2,5,-76.31575012207031,-56.20719909667969,120.0,-76.31575012207031,-46.20719909667969,110.0,6.584915566864178,-73.69070129433389,1.4373793117106075,0.0981615292765891,0.0817811231023452,10.0,-10.0,14.142135623730953,2,5,-66.31575012207031,-56.20719909667969,110.0,-66.31575012207031,-46.20719909667969,100.0,6.584915566864178,-73.60019556082159,1.3394327954640897,0.1117103624765595,0.0686319230647168,10.0,-10.0,14.142135623730953,10.0,10.0,14.142135623730951
SGC2023wbejxq,2,6,-66.31575012207031,-76.20719909667969,120.0,-76.31575012207031,-66.20719909667969,130.0,6.405253331865975,-73.69070129433389,-0.1570230943502881,0.4203958846310212,0.1367034803659189,14.142135623730953,10.0,17.320508075688775,2,6,-76.31575012207031,-76.20719909667969,120.0,-76.31575012207031,-76.20719909667969,130.0,6.315422214366873,-73.69070129433389,-0.730469444239846,0.2747685242930858,0.2517909618720257,0.0,10.0,10.0,10.0,0.0,10.0
SGC2022yzdtke,2,5,-76.31575012207031,-56.20719909667969,120.0,-76.31575012207031,-56.20719909667969,120.0,6.495084449365076,-73.69070129433389,-0.0770721010714297,0.0293536405390418,0.0293536405390418,0.0,0.0,0.0,2,5,-76.31575012207031,-66.20719909667969,120.0,-76.31575012207031,-66.20719909667969,130.0,6.405253331865975,-73.69070129433389,-0.8067852200551506,0.1257542144565163,0.101338805625849,0.0,10.0,10.0,10.0,10.0,14.142135623730951
SGC2022yfcina,2,4,-56.31574630737305,-46.20719909667969,130.0,-66.31575012207031,-46.20719909667969,140.0,6.584915566864178,-73.60019556082159,-1.1613843692173162,0.2940817333207329,0.1225190626915063,10.000003814697266,10.0,14.142138321129512,2,4,-66.31575012207031,-46.20719909667969,130.0,-66.31575012207031,-46.20719909667969,140.0,6.584915566864178,-73.60019556082159,-0.8976208161066044,0.2589265177828143,0.1285004092253484,0.0,10.0,10.0,0.0,0.0,0.0
SGC2023yrtdmq,2,5,-66.31575012207031,-76.20719909667969,90.0,-66.31575012207031,-76.20719909667969,80.0,6.315422214366873,-73.60019556082159,0.969953990251586,0.1740558424591909,0.1269420150137224,0.0,-10.0,10.0,2,5,-66.31575012207031,-76.20719909667969,90.0,-66.31575012207031,-76.20719909667969,80.0,6.315422214366873,-73.60019556082159,0.5299794331076058,0.2794009610656232,0.2712140982070862,0.0,-10.0,10.0,0.0,0.0,0.0
