lon,lat,x_km,y_km,slab_depth_km,nearest_control_event_km,confidence,vp_final_km_s,dvp_percent_on_surface,vp_active_surface,hit_count_surface,tomography_supported_slab
-73.62817004248514,6.338740078909193,-69.40665724783233,-73.61145441582862,122.22583206526383,4.036285087584005,high,9.147017954935151,0.9270338551200594,True,28.0,True
-73.61665113059847,6.338740078909193,-68.13392993657276,-73.61145441582862,122.92434313394627,3.1691747010902946,high,9.158215588941001,0.9973317580364055,True,28.0,True
-73.6051322187118,6.338740078909193,-66.8612026253132,-73.61145441582862,123.05458325420422,2.6524345197309867,high,9.178519353785052,1.09710513365425,True,28.0,True
-73.59361330682513,6.338740078909193,-65.58847531405362,-73.61145441582862,122.47310027631644,2.695703821739757,high,9.17846237161528,1.0400077581030396,True,28.0,True
-73.58209439493847,6.338740078909193,-64.31574800279405,-73.61145441582862,121.19861197145704,3.276873345931477,high,9.15782022810615,0.8127711844960761,True,28.0,True
-73.5705754830518,6.338740078909193,-63.043020691534494,-73.61145441582862,119.39639134717717,4.177157930179552,high,9.130804755750537,0.47224986967058413,True,28.0,True
-73.55905657116513,6.338740078909193,-61.77029338027492,-73.61145441582862,117.24749681044129,5.234411852319207,high,9.111261238638251,0.12319114515523355,True,28.0,True
-73.54753765927846,6.338740078909193,-60.49756606901535,-73.61145441582862,114.90903201477363,4.92194138191717,high,9.10421797224281,-0.06848151826790708,False,0.0,False
-73.5360187473918,6.338740078909193,-59.22483875775579,-73.61145441582862,112.53079153982873,3.8988087069052897,high,9.10969133006751,-0.09103564260700919,False,0.0,False
-73.52449983550513,6.338740078909193,-57.95211144649622,-73.61145441582862,110.28118988678888,3.0684819238027483,high,9.125914162413835,0.04415814201576095,False,0.0,False
-73.51298092361846,6.338740078909193,-56.679384135236646,-73.61145441582862,108.3596216314472,2.621091932386191,high,8.971945179277618,0.16358099309329863,False,0.0,False
-73.50146201173179,6.338740078909193,-55.40665682397707,-73.61145441582862,106.92972651430185,2.7503334592350397,high,8.765870052577872,0.2204894530734096,False,0.0,False
-73.77791589701182,6.35460387199946,-85.95211229420673,-71.84549696902012,106.37037798421612,5.650011979375971,high,9.170084497726332,0.5543721349861769,False,4.0,False
-73.76639698512516,6.35460387199946,-84.67938498294714,-71.84549696902012,107.48860783189997,5.870953394958627,high,9.187549380606665,0.5299666804762639,False,4.0,False
-73.75487807323849,6.35460387199946,-83.40665767168758,-71.84549696902012,108.46702598049069,6.344542677144856,high,9.218634899730084,0.5248789142150964,False,4.0,False
-73.74335916135182,6.35460387199946,-82.13393036042801,-71.84549696902012,109.35721770763992,7.019830440694469,high,9.261537315054571,0.5392979351363196,False,4.0,False
-73.73184024946515,6.35460387199946,-80.86120304916844,-71.84549696902012,110.22119197665612,6.299649812719349,high,9.301107443374988,0.5269823764307042,True,27.0,True
-73.72032133757848,6.35460387199946,-79.58847573790888,-71.84549696902012,111.12201412795432,5.452997194845779,high,9.3017484539083,0.39637490300956263,True,27.0,True
-73.70880242569181,6.35460387199946,-78.31574842664931,-71.84549696902012,112.11791536695937,4.798378754199054,high,9.302012016336375,0.2996872852150079,True,27.0,True
-73.69728351380515,6.35460387199946,-77.04302111538973,-71.84549696902012,113.25417933152845,4.42191910239817,high,9.300837970402055,0.24202196550176766,True,27.0,True
