event_id,selection_group,sgc_lat,sgc_lon,sgc_depth_km,sgc_rms_s,magnitude,phases,n_picks,final_event_rms_s,final_abs_residual_p90_s,final_n_equations,relocated_lat,relocated_lon,relocated_depth_km,rms_before_s,rms_after_s,horizontal_shift_km,vertical_shift_km,total_shift_km,origin_time_shift_s,rms_improvement_s,rms_improvement_percent,depth_change_km
SGC2024femwyf,bucaramanga_nest,7.287333333,-73.194,134.47,0.9,2.517441268,99,5,0.17806270458789888,0.25942426594230666,5,7.303564506856992,-73.32867832575951,150.0,0.1827240540889087,0.1536495021402667,14.142135623730953,10.0,17.320508075688775,-1.1465943749546137,0.7219372954121012,80.21525504578902,15.530000000000001
SGC2022mpwlsg,domain_20_120,7.942065329,-74.45898732,49.0234375,0.9,2.09308851,19,4,0.18281657199566187,0.2588441501413872,4,7.7527200943525,-74.32424142891993,30.0,0.2156922320085441,0.138735043323757,0.0,-10.0,10.0,-0.5343625930157945,0.7171834280043381,79.68704755603757,-19.0234375
SGC2025oqmbrb,domain_20_120,7.438333333,-73.71083333,91.65,0.9,2.198211193,82,7,0.184143602253474,0.2676581883029364,7,7.303564506856992,-73.69070129433389,100.0,0.5988739810297026,0.1766639700976086,10.0,0.0,10.0,0.2610644683283887,0.715856397746526,79.539599749614,8.349999999999994
SGC2024tlbanx,domain_20_120,6.766266972,-73.28271551,116.640625,0.9,1.884031578,17,4,0.18636810833103615,0.20057517985067572,4,6.854408919361483,-73.32867832575951,140.0,0.2736904487084312,0.14254587270392,14.142135623730953,10.0,17.320508075688775,0.1773514268133862,0.7136318916689639,79.29243240766266,23.359375
SGC2023vlhxbf,domain_20_120,6.58106021,-73.3329123,20.1953125,0.8,1.317384365,8,4,0.08744945832780084,0.09278640578394742,2,6.405253331865975,-73.23817259224722,20.0,0.3840871299600724,0.1215057775737163,10.0,0.0,10.0,-0.5583164519940755,0.7125505416721992,89.0688177090249,-0.1953125
SGC2025incasy,domain_20_120,6.565666667,-73.51166667,117.36,0.9,2.359823423,65,5,0.18867988220227477,0.24008327507192886,5,6.67474668436328,-73.5096897927841,120.0,0.1877498483103825,0.1493843765557576,0.0,-10.0,10.0,0.9895355691812,0.7113201177977253,79.0355686441917,2.6400000000000006
SGC2023vqaqcz,bucaramanga_nest,7.432333333,-73.22466667,128.41,0.9,2.571252709,101,7,0.19025674076828364,0.31231271102577196,7,7.393395624356093,-73.32867832575951,110.0,0.356407378334051,0.2537687511806969,14.142135623730953,-10.0,17.320508075688775,0.4423267267682114,0.7097432592317163,78.86036213685738,-18.409999999999997
SGC2022vhzdmg,domain_20_120,7.479666667,-73.83716667,44.64,0.9,3.770050473,96,4,0.1920573930787246,0.26905010948576874,4,7.303564506856992,-73.87171276135847,50.0,0.3064636419473801,0.177358619883187,14.142135623730953,0.0,14.142135623730953,1.5956185623698005,0.7079426069212754,78.66028965791948,5.359999999999999
SGC2022ztphvc,domain_20_120,6.574833333,-73.5295,111.88,0.9,2.194847608,59,5,0.1921280951853676,0.246527092092235,5,6.67474668436328,-73.60019556082159,120.0,0.4096325956512016,0.2007383442237609,14.142138321129512,0.0,14.142138321129512,0.3703925819117195,0.7078719048146325,78.65243386829249,8.120000000000005
SGC2022yzdtke,domain_20_120,6.393833333,-73.63233333,111.74,0.8,2.594359588,98,5,0.0922805932346047,0.11503114170847652,5,6.495084449365076,-73.69070129433389,120.0,0.0293536405390418,0.0293536405390418,0.0,0.0,0.0,-0.0770721010714297,0.7077194067653954,88.4649258456744,8.260000000000005
SGC2023mlmecb,domain_20_120,6.458666667,-73.66566667,104.73,0.8,2.419116172,93,4,0.09230531289404713,0.13059694877788416,4,6.584915566864178,-73.69070129433389,120.0,0.3804174513853796,0.0574202503129795,10.0,10.0,14.142135623730953,-1.2766270424183004,0.707694687105953,88.46183588824411,15.269999999999996
SGC2023ymlbqd,domain_20_120,6.353166667,-73.61033333,113.11,0.9,3.070365747,100,6,0.19394151388275435,0.27343997206889803,6,6.405253331865975,-73.60019556082159,100.0,0.1961251978866224,0.1961251978866224,0.0,0.0,0.0,0.0039888225657112,0.7060584861172456,78.45094290191618,-13.11
SGC2025vfnpzv,bucaramanga_nest,6.351333333,-73.57183333,120.48,0.9,2.656776564,97,6,0.19394741281714212,0.27854037842965335,6,6.405253331865975,-73.60019556082159,130.0,0.1837658007979426,0.1837658007979426,0.0,0.0,0.0,0.1159764364451838,0.7060525871828579,78.450287464762,9.519999999999996
SGC2023amxrgm,bucaramanga_nest,6.788833333,-73.53316667,126.1,0.9,2.115571655,72,7,0.195319645383815,0.3179329838514143,7,6.764577801862382,-73.60019556082159,150.0,0.3731647541360278,0.2104942593425648,10.000003814697266,10.0,14.142138321129512,-0.992757775907048,0.7046803546161851,78.29781717957613,23.900000000000006
SGC2025xaofpc,domain_20_120,6.263666667,-73.8405,97.57,0.9,1.703006387,36,5,0.19533357979041094,0.28936148118176064,5,6.315422214366873,-73.87171276135847,80.0,0.3601862771598169,0.2569546316027334,0.0,-10.0,10.0,0.6765132860505769,0.7046664202095891,78.29626891217657,-17.569999999999993
SGC2024qqzpie,bucaramanga_nest,7.478,-73.20566667,135.47,0.8,2.616352744,87,6,0.09552549013028022,0.15452159957250083,6,7.393395624356093,-73.32867832575951,120.0,0.3139426183989026,0.1461772749513817,10.0,-10.0,14.142135623730953,1.2783773557948983,0.7044745098697198,88.05931373371497,-15.469999999999999
SGC2025iwejce,domain_20_120,6.803,-73.435,116.03,0.8,2.20206113,51,5,0.0956522629126398,0.14894008789531976,5,6.764577801862382,-73.5096897927841,140.0,0.1780134081548178,0.064734232769948,0.0,10.0,10.0,-0.9969919244861778,0.7043477370873602,88.04346713592001,23.97
SGC2023uzbakx,bucaramanga_nest,6.896833333,-73.3305,121.9,0.8,2.915814103,92,6,0.09766322028076677,0.1256584650897938,6,6.854408919361483,-73.32867832575951,140.0,0.2076499774004704,0.0960229496413273,0.0,10.0,10.0,-0.6352014963142185,0.7023367797192333,87.79209746490416,18.099999999999994
SGC2022ztajnf,domain_20_120,6.3825,-73.5135,115.22,0.9,2.267886135,69,5,0.20271565965075522,0.2963993857372166,5,6.584915566864178,-73.60019556082159,130.0,0.3708999488766771,0.2044124047891223,14.142138321129512,0.0,14.142138321129512,0.5596108729631553,0.6972843403492448,77.47603781658275,14.780000000000001
SGC2023nsnaqu,domain_20_120,6.5865,-73.51533333,115.43,0.9,2.497276449,72,4,0.2048388663376887,0.3019808457322064,4,6.67474668436328,-73.5096897927841,110.0,0.2082119182602116,0.2038562662244558,0.0,-10.0,10.0,1.0308887687526305,0.6951611336623114,77.24012596247904,-5.430000000000007
SGC2025vcxsas,domain_20_120,7.6575,-73.48666667,112.04,0.8,1.801469369,36,5,0.10540441167368657,0.15759615005871835,5,7.573057859354296,-73.60019556082159,90.0,0.2572746628713665,0.1282353057113079,10.0,-10.0,14.142135623730953,1.4017742351557878,0.6945955883263135,86.82444854078919,-22.040000000000006
SGC2024oxinjn,domain_20_120,6.556666667,-73.51616667,114.95,0.9,2.903576235,98,4,0.2055741401366657,0.30515552025634013,4,6.67474668436328,-73.60019556082159,110.0,0.1937509690770726,0.1827349344345596,10.0,10.0,14.142135623730953,-1.0577409233532524,0.6944258598633344,77.15842887370383,-4.950000000000003
SGC2024luiqmu,bucaramanga_nest,6.796333333,-73.12616667,152.04,0.9,2.933891389,91,5,0.20584448789320858,0.30263985202331656,5,6.764577801862382,-73.14766685873492,150.0,0.1775013020250958,0.1775013020250958,0.0,0.0,0.0,-0.0101822311180335,0.6941555121067915,77.12839023408795,-2.039999999999992
SGC2023tpymfq,domain_20_120,7.5225,-73.78883333,88.2,0.8,2.044471549,48,5,0.1088194037838562,0.1723087709167071,5,7.393395624356093,-73.78120702784618,90.0,0.1300644137525305,0.086215037099911,0.0,-10.0,10.0,0.6388513873476249,0.6911805962161438,86.39757452701797,1.7999999999999972
SGC2025rlquib,domain_20_120,7.8669243,-74.49843529,49.609375,0.9,1.954810401,23,4,0.2101949884949756,0.2803765982122673,4,7.662888976853399,-74.68626436296911,40.0,0.4503301485735617,0.1902025190593334,14.142135623730953,0.0,14.142135623730953,-0.1696790496772955,0.6898050115050245,76.64500127833605,-9.609375
SGC2022xvwpyg,domain_20_120,6.308833333,-73.68583333,108.83,0.8,2.390695956,86,4,0.1110177211494893,0.1426596100604033,4,6.405253331865975,-73.69070129433389,120.0,0.0374666810324166,0.0294336665406241,0.0,10.0,10.0,-0.9046366380714534,0.6889822788505108,86.12278485631383,11.170000000000002
SGC2023btrmae,domain_20_120,6.392166667,-73.65916667,107.47,0.8,2.293655336,54,4,0.11140052668436067,0.13464136537692714,4,6.495084449365076,-73.69070129433389,130.0,0.0759043498009379,0.05220483122261,0.0,10.0,10.0,-0.9801089399782956,0.6885994733156394,86.07493416445493,22.53
SGC2023tagwzz,domain_20_120,6.2435,-73.60883333,107.8,0.9,2.52896947,99,7,0.21149677602523131,0.28936297124736976,7,6.315422214366873,-73.60019556082159,120.0,0.1544157357927092,0.1544157357927092,0.0,0.0,0.0,-0.0280363134254031,0.6885032239747687,76.50035821941874,12.200000000000003
SGC2023eemyvp,bucaramanga_nest,6.855666667,-73.28966667,126.82,0.8,2.580817315,90,5,0.11160832724229161,0.15829957591441185,5,6.854408919361483,-73.32867832575951,150.0,0.0960971352629582,0.053400865993136,0.0,10.0,10.0,-0.9010693497455337,0.6883916727577084,86.04895909471355,23.180000000000007
SGC2025jqxanf,domain_20_120,6.606459995,-73.09317178,31.9140625,0.8,1.581377738,9,4,0.11276115779463904,0.13707258543697448,2,6.495084449365076,-73.14766685873492,50.0,0.3650049566187495,0.2535989409575399,10.0,10.0,14.142135623730953,-1.1756640116955928,0.687238842205361,85.90485527567013,18.0859375
SGC2025ippxpm,bucaramanga_nest,6.813166667,-73.09166667,150.46,0.9,2.808601662,70,6,0.21366985161080224,0.3585971711606568,6,6.854408919361483,-73.14766685873492,130.0,0.2075129138407052,0.1915321114199533,0.0,-10.0,10.0,0.6062369433005976,0.6863301483891978,76.25890537657753,-20.460000000000008
SGC2025vqocjw,domain_20_120,7.314166667,-73.38383333,117.1,0.8,2.129687591,45,5,0.114175093218953,0.16839156751960896,5,7.21373338935789,-73.41918405927181,120.0,0.0878411368337295,0.0861957911517538,0.0,-10.0,10.0,0.9940597352536784,0.685824906781047,85.72811334763088,2.9000000000000057
SGC2025vvyfbp,bucaramanga_nest,6.840166667,-73.3115,130.07,0.9,2.426967515,78,5,0.21568623331200024,0.3129247046935454,5,6.854408919361483,-73.32867832575951,120.0,0.1734747644830317,0.1734747644830317,0.0,0.0,0.0,-0.0475534761381126,0.6843137666879998,76.03486296533332,-10.069999999999993
SGC2023yywexo,bucaramanga_nest,6.820833333,-73.16066667,145.55,0.8,2.304714751,69,5,0.11600723193622862,0.17087137103672206,5,6.854408919361483,-73.23817259224722,160.0,0.1908691261624629,0.1794135251641583,0.0,10.0,10.0,-1.103598534386098,0.6839927680637714,85.49909600797143,14.449999999999989
SGC2025mhxpsd,domain_20_120,7.656317753,-74.53952406,51.1328125,0.9,2.008634087,18,5,0.21630830303640763,0.30554197174851583,4,7.483226741855195,-74.68626436296911,40.0,0.5141386920594876,0.2393693922977055,14.142135623730953,-10.0,17.320508075688775,-0.0144805832905543,0.6836916969635924,75.96574410706583,-11.1328125
SGC2025ywqwtf,bucaramanga_nest,6.345666667,-73.5555,122.42,0.9,2.573278949,97,8,0.2172409738804484,0.36797230995994457,8,6.405253331865975,-73.60019556082159,130.0,0.18960697968644,0.18960697968644,0.0,0.0,0.0,0.0127210497173297,0.6827590261195516,75.86211401328352,7.579999999999998
SGC2023woxqbz,domain_20_120,6.393333333,-73.51733333,118.85,0.8,2.778740051,99,5,0.11916434089219693,0.18513469335872085,5,6.405253331865975,-73.5096897927841,110.0,0.2188092520405848,0.1565285263389125,10.0,0.0,10.0,-0.562196569332631,0.6808356591078031,85.10445738847538,-8.849999999999994
SGC2023fazgui,domain_20_120,7.620666667,-73.41316667,119.74,0.8,2.151198753,71,4,0.12112082913225072,0.1431920277781881,4,7.662888976853399,-73.5096897927841,100.0,0.1887665677248841,0.1098489769364469,10.0,-10.0,14.142135623730953,1.217012358101769,0.6788791708677493,84.85989635846866,-19.739999999999995
SGC2022zdhmgz,bucaramanga_nest,6.8495,-73.30866667,122.26,0.8,2.705127266,87,5,0.1219066723231682,0.17132302264671823,5,6.854408919361483,-73.32867832575951,140.0,0.1814295698704311,0.0298822174238886,0.0,10.0,10.0,-0.5388709687468136,0.6780933276768318,84.76166595960397,17.739999999999995
SGC2024mfnofz,bucaramanga_nest,6.842166667,-73.13216667,153.18,0.8,2.771606066,92,5,0.12203327016429368,0.1836096475956417,5,6.944240028293622,-73.23817259224722,170.0,0.1922706809372175,0.1019712676383016,14.14213494938139,10.0,17.32050752508467,-0.8075429309786131,0.6779667298357064,84.7458412294633,16.819999999999993
SGC2023jlrhou,bucaramanga_nest,6.869,-73.30533333,121.63,0.8,2.578280815,76,5,0.12371837385192758,0.16937779168406236,5,6.854408919361483,-73.32867832575951,140.0,0.2055112629593429,0.1033402373512671,0.0,10.0,10.0,-0.6861997185576989,0.6762816261480724,84.53520326850904,18.370000000000005
SGC2023czddpf,domain_20_120,6.726666667,-73.64783333,108.03,0.9,2.764294962,86,5,0.22380456211607141,0.31901259628034173,5,6.764577801862382,-73.69070129433389,120.0,0.2101552228435885,0.2101552228435885,0.0,0.0,0.0,0.1077111467489153,0.6761954378839286,75.13282643154763,11.969999999999999
SGC2026ervxru,domain_20_120,6.562010372,-73.36072606,110.8984375,0.8,1.905853784,19,4,0.12428551430868907,0.17688791006788077,4,6.764577801862382,-73.41918405927181,110.0,0.2655244351964438,0.1365165463356657,10.0,-10.0,14.142135623730953,1.594519377091296,0.675714485691311,84.46431071141386,-0.8984375
SGC2025qggnkx,domain_20_120,6.565166667,-73.46733333,117.29,0.9,2.450869004,89,6,0.22502285882139686,0.35300242324087794,6,6.67474668436328,-73.5096897927841,110.0,0.2004841307530378,0.2004841307530378,0.0,0.0,0.0,0.0773982025334767,0.6749771411786032,74.9974601309559,-7.290000000000006
SGC2025fesffs,bucaramanga_nest,6.866166667,-73.308,126.95,0.8,2.553403508,92,4,0.12801289823465278,0.182634853141559,4,6.854408919361483,-73.32867832575951,130.0,0.1059438709185707,0.1059438709185707,0.0,0.0,0.0,0.0199999101131176,0.6719871017653473,83.9983877206684,3.049999999999997
SGC2024zpewzk,domain_20_120,6.543166667,-73.69083333,101.32,0.8,2.008380662,70,4,0.128577624806372,0.17998930472579971,4,6.764577801862382,-73.60019556082159,80.0,0.2698632015857612,0.1632494240120422,10.0,-10.0,14.142135623730953,1.551125626053194,0.671422375193628,83.9277968992035,-21.319999999999993
SGC2025oeefpt,domain_20_120,7.075833333,-73.48583333,108.75,0.8,2.697394646,84,7,0.13218217691327366,0.1787578069313198,7,7.034071145792724,-73.5096897927841,120.0,0.1306676404903741,0.1306676404903741,0.0,0.0,0.0,0.1588046343907123,0.6678178230867264,83.4772278858408,11.25
SGC2025zkhpfn,domain_20_120,6.7555,-74.18566667,81.19,0.8,2.281054263,59,8,0.13635648281914559,0.19531827236884242,8,6.764577801862382,-74.14322996189536,80.0,0.2275758018200444,0.106506884348227,0.0,-10.0,10.0,0.8056206971349091,0.6636435171808545,82.9554396476068,-1.1899999999999977
SGC2023hikjac,domain_20_120,6.5979934,-73.35861154,113.4765625,0.9,2.015179211,19,4,0.23690393663843515,0.34082974366472746,4,6.67474668436328,-73.41918405927181,130.0,0.3002960190949529,0.2288142269500436,0.0,10.0,10.0,-0.7986494179190391,0.6630960633615649,73.6773403735072,16.5234375
SGC2022ndxefy,bucaramanga_nest,6.3275,-73.56,120.07,0.8,2.611747395,87,6,0.13697312627652136,0.2041710126103275,6,6.405253331865975,-73.60019556082159,130.0,0.290344944009664,0.1447962849236793,14.142138321129512,10.0,17.320510278105544,0.1045379469870866,0.6630268737234787,82.87835921543483,9.930000000000007
