event_id,selection_group,sgc_lat,sgc_lon,sgc_depth_km,sgc_rms_s,magnitude,phases,n_picks,final_event_rms_s,final_abs_residual_p90_s,final_n_equations,relocated_lat,relocated_lon,relocated_depth_km,rms_before_s,rms_after_s,horizontal_shift_km,vertical_shift_km,total_shift_km,origin_time_shift_s,rms_improvement_s,rms_improvement_percent,depth_change_km
SGC2022zhrahc,domain_20_120,6.740666667,-73.54533333,110.23,0.9,1.834496121,43,4,0.3704604942846683,0.5187692812117138,4,6.764577801862382,-73.5096897927841,130.0,0.3731285849581546,0.2960194480381995,0.0,10.0,10.0,-0.9377329525625288,0.5295395057153317,58.837722857259074,19.769999999999996
SGC2022wvewry,domain_20_120,7.642559537,-74.54912933,35.078125,0.8,1.479487273,12,5,0.27050132049038117,0.3875290239195351,5,7.573057859354296,-74.50525289594452,20.0,0.2566151640764126,0.2480584385841344,0.0,-10.0,10.0,-0.1955781930831541,0.5294986795096188,66.18733493870235,-15.078125
SGC2024tcjfvv,bucaramanga_nest,7.3705,-73.05966667,161.55,0.6,2.390394499,65,6,0.0706116478313828,0.1027957286765506,6,7.303564506856992,-73.14766685873492,170.0,0.0768694194714532,0.0756301195099995,0.0,10.0,10.0,-1.0580942325257432,0.5293883521686171,88.23139202810286,8.449999999999989
SGC2022lvdnwz,bucaramanga_nest,6.883,-73.33633333,123.14,0.8,2.13839252,69,8,0.27086141713408945,0.4587257690141783,8,6.764577801862382,-73.32867832575951,140.0,0.287505863263731,0.2809966191012341,0.0,10.0,10.0,-0.6540354260249526,0.5291385828659105,66.14232285823881,16.86
SGC2025jzscqm,domain_20_120,6.551333333,-73.54283333,112.52,0.7,2.115528751,54,5,0.17166730476032002,0.270680828251291,5,6.67474668436328,-73.60019556082159,130.0,0.361381536846474,0.1946258693600531,14.142138321129512,10.0,17.320510278105544,-0.587210956817021,0.52833269523968,75.47609931995429,17.480000000000004
SGC2024dhfgxv,domain_20_120,7.442166667,-73.41716667,114.63,0.7,1.899995579,54,5,0.1724449558987886,0.23209641052620708,5,7.393395624356093,-73.5096897927841,130.0,0.3817937561013266,0.1143947195593327,10.0,10.0,14.142135623730953,-0.8862431943443418,0.5275550441012113,75.36500630017305,15.370000000000005
SGC2023arvqnb,bucaramanga_nest,6.822833333,-73.3355,131.25,0.8,2.221851978,60,5,0.27278416102896674,0.39953125076529333,5,6.854408919361483,-73.32867832575951,140.0,0.2169002686400559,0.2169002686400559,0.0,0.0,0.0,0.0138137826491764,0.5272158389710333,65.90197987137915,8.75
SGC2025vfuzaf,bucaramanga_nest,6.891,-73.33766667,124.27,0.7,2.557872117,70,6,0.1734376351747593,0.23800056349859486,6,6.854408919361483,-73.32867832575951,140.0,0.2434393379008554,0.1277333461673819,0.0,10.0,10.0,-0.6421096333537548,0.5265623648252407,75.22319497503439,15.730000000000004
SGC2025eqcvse,domain_20_120,6.384666667,-73.6335,108.0,0.7,2.516202132,89,6,0.17354832605350742,0.25859151216318116,6,6.584915566864178,-73.60019556082159,110.0,0.2812315154124689,0.1781163166442322,10.0,-10.0,14.142135623730953,1.499888392094027,0.5264516739464925,75.20738199235608,2.0
SGC2025eanhua,domain_20_120,7.032964709,-73.09004087,24.296875,0.6,1.916880409,14,4,0.07378801121014088,0.08067776948861115,2,6.944240028293622,-73.05716112953829,20.0,0.1686284145053742,0.1686284145053742,0.0,0.0,0.0,0.1795150717649347,0.5262119887898591,87.70199813164318,-4.296875
SGC2023ywaauj,domain_20_120,6.295666667,-73.72433333,104.87,0.6,2.583682868,96,5,0.07380521052317084,0.10661577915344793,5,6.315422214366873,-73.69070129433389,110.0,0.069168252022848,0.069168252022848,0.0,0.0,0.0,0.0812145809267832,0.5261947894768292,87.69913157947154,5.1299999999999955
SGC2023tkzqox,domain_20_120,6.496833333,-73.79333333,89.89,0.7,1.450176934,34,6,0.1739904329488254,0.2269896438789853,6,6.584915566864178,-73.78120702784618,110.0,0.3268140908156066,0.1798296738923656,0.0,10.0,10.0,-0.6437321522736399,0.5260095670511745,75.14422386445351,20.11
SGC2025jvwgfu,domain_20_120,6.535,-73.7115,99.68,0.8,2.061431218,66,7,0.27488974155322876,0.46793619144324344,7,6.584915566864178,-73.69070129433389,110.0,0.2168638586219657,0.2168638586219657,0.0,0.0,0.0,0.1461301915211414,0.5251102584467713,65.6387823058464,10.319999999999993
SGC2023aisttn,domain_20_120,6.304833333,-73.703,107.41,0.7,1.581011715,26,5,0.17658480957485412,0.24119882170139134,5,6.405253331865975,-73.69070129433389,110.0,0.128894875531198,0.1042744017213903,0.0,-10.0,10.0,0.7658051656923028,0.5234151904251458,74.7735986321637,2.5900000000000034
SGC2022zjmjin,domain_20_120,6.581,-73.52616667,116.56,0.8,1.969513182,52,4,0.2769779121408512,0.36960409082194023,4,6.584915566864178,-73.5096897927841,140.0,0.2870585144655924,0.1871459789518192,0.0,10.0,10.0,-0.9153430094293268,0.5230220878591488,65.3777609823936,23.439999999999998
SGC2025anadio,domain_20_120,7.093333333,-73.81583333,87.0,0.7,1.848685271,53,5,0.17700177004225368,0.2721440763346272,5,7.034071145792724,-73.96221849487077,110.0,0.180714763560173,0.1681972298748118,10.0,10.0,14.142135623730953,-1.3806894409615005,0.5229982299577463,74.71403285110661,23.0
SGC2023drpkur,domain_20_120,6.355666667,-73.5985,106.55,0.7,1.610265479,22,4,0.1771534288874922,0.2520545750358341,4,6.405253331865975,-73.60019556082159,90.0,0.2722902160928719,0.2304305637172087,0.0,-10.0,10.0,0.3156724947105349,0.5228465711125078,74.69236730178682,-16.549999999999997
SGC2025eixyhf,domain_20_120,7.5705,-74.1235,68.86,0.8,2.019548228,46,5,0.27795614909515876,0.42953374141173556,5,7.393395624356093,-74.32424142891993,90.0,0.5765280634741029,0.2760551448164626,14.142135623730953,10.0,17.320508075688775,-1.31313192874601,0.5220438509048413,65.25548136310516,21.14
SGC2025ctiexz,bucaramanga_nest,6.8835,-73.2935,125.99,0.6,2.605941224,92,5,0.07833283880179995,0.11108828262874013,5,6.854408919361483,-73.32867832575951,140.0,0.0100308706029422,0.0100308706029422,0.0,0.0,0.0,0.0701107739989552,0.5216671611982,86.94452686636667,14.010000000000005
SGC2025syipcu,domain_20_120,7.186833333,-73.90666667,85.7,0.7,1.877898335,50,5,0.17855939821400346,0.2678208903114441,5,7.034071145792724,-73.87171276135847,100.0,0.2897791181469019,0.1391983418229108,14.142135623730953,0.0,14.142135623730953,0.7348543063578123,0.5214406017859965,74.49151454085666,14.299999999999997
SGC2024oiqinc,bucaramanga_nest,7.0875,-73.36316667,120.66,0.7,2.927941259,97,6,0.17876029672365232,0.27541344843087323,6,7.034071145792724,-73.41918405927181,140.0,0.2191860124581707,0.1731862689831063,0.0,10.0,10.0,-0.948523565492268,0.5212397032763476,74.46281475376395,19.340000000000003
SGC2022jqkomn,bucaramanga_nest,6.873333333,-73.2765,124.07,0.6,2.446613431,82,7,0.07939526938209227,0.1127261782831155,7,6.854408919361483,-73.32867832575951,130.0,0.3131624338665445,0.1354721466211688,0.0,10.0,10.0,-1.0033493353090286,0.5206047306179077,86.76745510298461,5.930000000000007
SGC2023iywhuy,domain_20_120,7.318666667,-73.97616667,82.0,0.7,1.634189615,23,4,0.18044167922201446,0.2620955661918686,4,7.393395624356093,-74.05272422838306,70.0,0.2472498856327272,0.2304246422896944,0.0,-10.0,10.0,0.5451078238662168,0.5195583207779855,74.22261725399792,-12.0
SGC2024mxvzwt,domain_20_120,6.585,-73.57466667,116.71,0.7,1.883749071,32,5,0.18065958899793758,0.24623752545160543,5,6.67474668436328,-73.60019556082159,130.0,0.3399854828674837,0.2162380913038764,10.000003814697266,0.0,10.000003814697266,-0.0446222934526971,0.5193404110020624,74.19148728600892,13.290000000000006
SGC2024qzedus,domain_20_120,6.499833333,-73.78016667,92.19,0.7,1.352458318,29,5,0.18067523311407438,0.2716333808914726,5,6.495084449365076,-73.78120702784618,90.0,0.2149377441043786,0.2149377441043786,0.0,0.0,0.0,0.0625978432730658,0.5193247668859255,74.18925241227508,-2.1899999999999977
SGC2023qqaqaj,domain_20_120,6.541333333,-73.74016667,102.33,0.7,1.41585862,22,5,0.18154939368595863,0.2836437513770271,5,6.584915566864178,-73.78120702784618,120.0,0.5337405000012354,0.2186138533893717,14.142135623730953,10.0,17.320508075688775,0.0744841441738692,0.5184506063140413,74.06437233057733,17.67
SGC2025eejerd,bucaramanga_nest,6.872833333,-73.27166667,125.59,0.7,2.38268164,77,5,0.18158831592706165,0.2710584717791654,5,6.854408919361483,-73.32867832575951,140.0,0.1713192930122576,0.1566509776703731,0.0,10.0,10.0,-0.7215501048842938,0.5184116840729383,74.05881201041974,14.409999999999997
SGC2022xcmnuj,bucaramanga_nest,7.387666667,-73.24066667,124.65,0.7,2.191230102,70,5,0.18195512046674,0.21122276118188735,5,7.573057859354296,-73.32867832575951,110.0,0.1841353501732242,0.1514134729109969,10.0,0.0,10.0,-0.8017560710398932,0.51804487953326,74.00641136189428,-14.650000000000006
SGC2025kskxla,domain_20_120,7.184166667,-73.34933333,114.18,0.7,2.002711318,29,4,0.18208061259767716,0.26383905914464906,4,7.123902263291825,-73.41918405927181,120.0,0.1292380280902165,0.1292380280902165,0.0,0.0,0.0,0.0309478498971493,0.5179193874023228,73.98848391461755,5.819999999999993
SGC2022uzixqk,domain_20_120,6.573333333,-73.498,119.26,0.8,2.754413618,97,5,0.2826581560680472,0.44053292574113884,5,6.584915566864178,-73.5096897927841,140.0,0.3127592931747905,0.2711852481713798,0.0,10.0,10.0,-1.012035599625122,0.5173418439319528,64.6677304914941,20.739999999999995
SGC2022atuhog,bucaramanga_nest,6.813833333,-73.148,149.73,0.7,2.632707182,73,5,0.1828588255635519,0.24619131368885333,5,6.854408919361483,-73.23817259224722,170.0,0.3788121199788426,0.2508244369706857,14.142135623730953,10.0,17.320508075688775,-0.7321409244893538,0.517141174436448,73.8773106337783,20.27000000000001
SGC2024obimnv,domain_20_120,6.946333333,-73.52933333,102.54,0.6,1.192190289,10,4,0.08312792267536996,0.12172793687654535,4,6.944240028293622,-73.5096897927841,90.0,0.1152284802223032,0.1152284802223032,0.0,0.0,0.0,0.1293928265253159,0.51687207732463,86.14534622077167,-12.540000000000006
SGC2023avtpcq,domain_20_120,7.207666667,-73.80683333,29.63,0.8,1.748444494,33,6,0.28316150887870173,0.41824484687255925,6,7.21373338935789,-73.87171276135847,20.0,0.3237709551171144,0.3237709551171144,0.0,0.0,0.0,0.0773576817042709,0.5168384911212983,64.60481139016228,-9.629999999999999
SGC2022wxgxlt,domain_20_120,6.2875,-74.20583333,39.81,0.6,1.372100721,19,4,0.0834044203041754,0.09976271139520888,4,6.405253331865975,-74.14322996189536,20.0,0.2275600374862033,0.1009009737004035,10.0,-10.0,14.142135623730953,1.2308736640387488,0.5165955796958246,86.09926328263744,-19.810000000000002
SGC2024hcbsbp,bucaramanga_nest,6.887166667,-73.26683333,128.61,0.6,2.489809155,73,4,0.0835252217376725,0.10899646112251271,4,6.854408919361483,-73.32867832575951,150.0,0.0733731673891619,0.0492238423238896,0.0,10.0,10.0,-0.8207133296685978,0.5164747782623275,86.07912971038792,21.389999999999986
SGC2025qbajex,domain_20_120,6.748666667,-73.60766667,101.45,0.9,1.474452264,20,5,0.384010549266382,0.5717832375901033,5,6.67474668436328,-73.78120702784618,120.0,0.3686803042851538,0.3304852005189697,14.142135623730953,10.0,17.320508075688775,-1.619017473909448,0.515989450733618,57.33216119262423,18.549999999999997
SGC2023dnvdvy,domain_20_120,6.576826913,-73.32648777,25.1171875,0.7,1.571292043,8,4,0.18457102721268784,0.23059369603215885,4,6.764577801862382,-73.41918405927181,30.0,0.454049853131023,0.1580793834602226,14.142135623730953,10.0,17.320508075688775,0.6205928926221791,0.5154289727873121,73.63271039818746,4.8828125
SGC2023qvlpaa,domain_20_120,6.818833333,-73.70233333,98.99,0.8,1.518193265,30,4,0.28491172789480007,0.3880129627115479,4,6.854408919361483,-73.69070129433389,100.0,0.2374598072628203,0.2121150039521857,0.0,10.0,10.0,-0.7167696959785257,0.5150882721051999,64.38603401314998,1.0100000000000051
SGC2024ugjhqz,domain_20_120,6.523166667,-73.52016667,109.73,0.8,2.028064617,37,4,0.28566487398967816,0.41102108564547246,4,6.584915566864178,-73.5096897927841,130.0,0.3562339441081911,0.2582613457621986,0.0,10.0,10.0,-0.9426699679037878,0.5143351260103219,64.29189075129024,20.269999999999996
SGC2023awsjjn,domain_20_120,6.5905,-73.81,86.28,0.8,1.781158878,55,5,0.28606284758065087,0.3816708533721616,5,6.584915566864178,-73.78120702784618,100.0,0.1873111079559256,0.1873111079559256,0.0,0.0,0.0,0.120921348461545,0.5139371524193492,64.24214405241865,13.719999999999999
SGC2023zixfjf,domain_20_120,6.8975,-73.38016667,119.05,0.9,1.506904093,36,6,0.3867251522345414,0.6361463120941195,6,7.034071145792724,-73.5096897927841,140.0,0.4347963104832198,0.3981048055613225,14.142135623730953,10.0,17.320508075688775,-1.0613186716472676,0.5132748477654586,57.03053864060651,20.950000000000003
SGC2023htxyhp,domain_20_120,6.733458917,-73.31160319,114.4140625,0.9,2.054876086,20,5,0.3867977521035688,0.5897065316030592,5,6.764577801862382,-73.32867832575951,130.0,0.5247328291880402,0.3171081717263235,0.0,10.0,10.0,-1.183738145071942,0.5132022478964312,57.022471988492356,15.5859375
SGC2024mxgpvq,domain_20_120,6.6875,-73.52366667,117.63,0.7,1.9103413,18,4,0.18714628537427558,0.2380306031907135,4,6.854408919361483,-73.5096897927841,130.0,0.3823840732193685,0.1215872945227584,14.142135623730953,0.0,14.142135623730953,0.2693359229684287,0.5128537146257244,73.26481637510348,12.370000000000005
SGC2023jrgeuv,domain_20_120,7.214833333,-73.43983333,114.42,0.7,2.35627903,49,6,0.1876494184562793,0.23802343811396293,6,7.21373338935789,-73.5096897927841,120.0,0.334625287052581,0.1982448569862877,14.142136298080542,0.0,14.142136298080542,-0.2670016299191413,0.5123505815437206,73.19294022053153,5.579999999999998
SGC2026asvptr,domain_20_120,6.507833333,-73.70216667,99.06,0.8,1.769547672,64,8,0.28778841703119923,0.5227473978310876,8,6.584915566864178,-73.69070129433389,110.0,0.2492985605114687,0.2492985605114687,0.0,0.0,0.0,0.1240881089775705,0.5122115829688008,64.02644787110009,10.939999999999998
SGC2026eywwqq,domain_20_120,6.484,-73.72266667,103.81,0.7,2.520873797,101,6,0.18787845369799705,0.2938889495819268,6,6.584915566864178,-73.69070129433389,100.0,0.1372411576929036,0.1372411576929036,0.0,0.0,0.0,0.0619128161288244,0.5121215463020029,73.16022090028613,-3.8100000000000023
SGC2024lwkqpj,domain_20_120,6.513,-73.72233333,101.01,0.7,1.775461859,45,4,0.18797186152760725,0.2799800656082606,4,6.495084449365076,-73.69070129433389,110.0,0.2092503346819866,0.2068663818137994,10.0,0.0,10.0,-0.5309337839953994,0.5120281384723927,73.14687692462753,8.989999999999995
SGC2023tpdrsv,domain_20_120,7.080333333,-74.0365,83.52,0.8,2.576141695,84,6,0.2882064240675018,0.4087675683032135,6,6.944240028293622,-73.96221849487077,100.0,0.5370001293792269,0.2290873171737603,10.0,10.0,14.142135623730953,-0.3299841743065226,0.5117935759324983,63.97419699156229,16.480000000000004
SGC2024mllejc,bucaramanga_nest,6.8045,-73.32883333,127.82,0.7,1.980163741,62,5,0.1889667560710726,0.22609194697659657,5,6.854408919361483,-73.32867832575951,150.0,0.2078426741186425,0.1609076574843641,0.0,10.0,10.0,-0.8020214065327451,0.5110332439289273,73.00474913270392,22.180000000000007
SGC2024qbvncn,domain_20_120,6.441333333,-73.64683333,110.8,0.6,1.770727727,23,4,0.08911502135221405,0.12962187647584464,4,6.495084449365076,-73.69070129433389,120.0,0.0646007547591737,0.0646007547591737,0.0,0.0,0.0,-0.0241093860005197,0.5108849786477859,85.14749644129766,9.200000000000003
SGC2025toelnt,domain_20_120,7.116833333,-73.73666667,91.18,0.8,1.977020343,47,5,0.28945952907635925,0.38408522556614666,5,6.944240028293622,-73.69070129433389,110.0,0.5058945758126049,0.235883385442818,10.0,10.0,14.142135623730953,-0.6200168677586397,0.5105404709236407,63.81755886545509,18.819999999999993
SGC2024eeisrd,bucaramanga_nest,7.46,-73.3025,125.97,0.7,2.914191275,98,5,0.18990920192513733,0.2743232623548757,5,7.483226741855195,-73.41918405927181,140.0,0.1919294039792212,0.1853139915764412,0.0,10.0,10.0,-0.8988575871385507,0.5100907980748626,72.87011401069466,14.030000000000001
SGC2022yvnkiu,domain_20_120,6.562010372,-73.34574256,26.9921875,0.8,1.544529008,9,5,0.29013272175735305,0.4367774099194499,5,6.67474668436328,-73.32867832575951,20.0,0.2880931208502355,0.2880931208502355,0.0,0.0,0.0,0.2091676741555126,0.509867278242647,63.73340978033087,-6.9921875
SGC2023wlnqql,domain_20_120,7.237166667,-73.32583333,34.34,0.8,2.834384966,98,8,0.2904019919114603,0.4191383465174894,8,7.303564506856992,-73.41918405927181,30.0,0.4057739086409547,0.2899725436305863,14.142135623730953,-10.0,17.320508075688775,-0.4647099041454385,0.5095980080885397,63.69975101106746,-4.340000000000003
SGC2022vlsmbm,domain_20_120,6.573,-73.75866667,90.25,0.8,1.628489975,16,4,0.29054037934859506,0.41231455554028057,4,6.67474668436328,-73.87171276135847,80.0,0.4438052802832796,0.3138192268346411,14.142135623730953,-10.0,17.320508075688775,0.9419963832549954,0.509459620651405,63.68245258142563,-10.25
SGC2026dyaxpc,domain_20_120,6.477344423,-73.34354403,35.1953125,0.6,1.540738336,8,4,0.09096396394101754,0.12337359317985844,3,6.67474668436328,-73.32867832575951,40.0,0.4567918919647881,0.1507125294832419,10.0,0.0,10.0,0.2009919915026428,0.5090360360589824,84.83933934316374,4.8046875
SGC2025valxhh,bucaramanga_nest,6.8785,-73.303,126.44,0.6,2.595752199,84,4,0.09102712108305495,0.11730991200186765,4,6.854408919361483,-73.32867832575951,140.0,0.0517796417598448,0.0517796417598448,0.0,0.0,0.0,0.076446011027139,0.508972878916945,84.82881315282417,13.560000000000002
SGC2023ddbnjb,domain_20_120,6.374,-73.6555,114.12,0.7,1.781216407,44,4,0.19177838694868377,0.28658756400059104,4,6.495084449365076,-73.69070129433389,130.0,0.1593456516128572,0.1274431367994322,0.0,10.0,10.0,-0.7899436731639025,0.5082216130513162,72.60308757875946,15.879999999999995
SGC2026apmkrl,domain_20_120,6.384666667,-73.63316667,107.49,0.7,2.205215317,78,8,0.19177965778367706,0.22882996679646864,8,6.495084449365076,-73.69070129433389,110.0,0.1695905138114139,0.1587986732379122,0.0,-10.0,10.0,0.7247062622358893,0.508220342216323,72.60290603090328,2.510000000000005
SGC2023vkvtaf,domain_20_120,6.545333333,-73.55016667,113.01,0.7,2.405292247,73,6,0.19254548691073178,0.2859183357129442,6,6.67474668436328,-73.60019556082159,120.0,0.3363251867876635,0.194210998355761,14.142138321129512,0.0,14.142138321129512,0.3142253162408845,0.5074545130892681,72.49350186989545,6.989999999999995
SGC2023rikani,bucaramanga_nest,7.4225,-73.15483333,141.03,0.7,2.34826187,75,8,0.19279248196852528,0.28484061379504444,8,7.393395624356093,-73.23817259224722,140.0,0.254232409577134,0.2266010239073109,0.0,10.0,10.0,-0.731284753318322,0.5072075180314747,72.45821686163924,-1.0300000000000011
SGC2025kuyfzb,domain_20_120,6.562666667,-73.494,115.11,0.7,2.527315341,93,6,0.19352390531769859,0.2863215307185989,6,6.764577801862382,-73.5096897927841,100.0,0.2199926571190441,0.2154528181484933,10.0,-10.0,14.142135623730953,1.3411015243146496,0.5064760946823014,72.35372781175734,-15.11
SGC2025kgeyrg,domain_20_120,6.560666667,-73.50683333,117.39,0.8,3.36775926,96,8,0.29434854701956464,0.436326228224357,8,6.584915566864178,-73.5096897927841,130.0,0.281463661833166,0.281463661833166,0.0,0.0,0.0,0.1284391454466149,0.5056514529804355,63.20643162255443,12.61
SGC2024dpefmj,domain_20_120,6.847666667,-73.67283333,103.0,0.6,2.278207902,64,4,0.09487881687666566,0.1384045222535253,4,6.854408919361483,-73.60019556082159,90.0,0.041214051038394,0.041214051038394,0.0,0.0,0.0,0.0925877027085864,0.5051211831233343,84.18686385388907,-13.0
SGC2024rvaceu,domain_20_120,6.609666667,-73.7855,92.99,0.7,1.752508362,53,5,0.19515990504639322,0.30939326659106425,5,6.584915566864178,-73.78120702784618,110.0,0.2887574211193948,0.2486776606065239,0.0,10.0,10.0,-0.7724703040829795,0.5048400949536067,72.12001356480097,17.010000000000005
SGC2026ckvgki,bucaramanga_nest,6.8905,-73.303,127.5,0.6,2.446642415,80,8,0.09523360627809997,0.14485479965968076,8,6.854408919361483,-73.32867832575951,150.0,0.1455177160965628,0.1173967858158213,0.0,10.0,10.0,-0.8815590555185597,0.5047663937219,84.12773228698333,22.5
SGC2022wwfiss,domain_20_120,6.754,-73.385,116.23,0.7,1.558552872,32,5,0.19540204094345018,0.2761554513639183,5,6.764577801862382,-73.41918405927181,120.0,0.1221974941418512,0.1221974941418512,0.0,0.0,0.0,-0.0455118105967287,0.5045979590565498,72.08542272236426,3.769999999999996
SGC2025syikfr,domain_20_120,6.959666667,-73.4395,112.88,0.8,1.891126776,32,5,0.2954443857901238,0.4289051513187218,5,6.944240028293622,-73.41918405927181,130.0,0.3348099060288884,0.2571534467644724,0.0,10.0,10.0,-0.7239024912507652,0.5045556142098763,63.06945177623453,17.120000000000005
SGC2026buvukh,domain_20_120,7.407,-73.54383333,108.85,0.7,1.824024231,38,6,0.19648282387809346,0.28301129088122146,6,7.21373338935789,-73.5096897927841,120.0,0.2872029666855335,0.158048421259498,14.142138321129512,0.0,14.142138321129512,0.5332967957758754,0.5035171761219065,71.93102516027236,11.150000000000006
SGC2025kkydqe,domain_20_120,6.314833333,-73.6895,107.02,0.6,2.036861577,34,4,0.09650280657559825,0.12943700590251728,4,6.405253331865975,-73.69070129433389,120.0,0.1624141327384864,0.1624141327384864,0.0,0.0,0.0,0.1357529849361576,0.5034971934244017,83.91619890406695,12.980000000000004
SGC2023jdezjr,domain_20_120,7.780833333,-73.74333333,92.62,0.7,1.694009169,26,4,0.1967704212639885,0.2689324994776313,4,7.7527200943525,-73.78120702784618,90.0,0.2089124512388803,0.130542411869822,14.142135623730953,10.0,17.320508075688775,-1.588898253465432,0.5032295787360115,71.88993981943021,-2.6200000000000045
SGC2025ycuobb,bucaramanga_nest,6.353166667,-73.57833333,120.33,0.7,2.429595039,94,7,0.19678656853666615,0.2921017399847593,7,6.405253331865975,-73.60019556082159,120.0,0.1599178251744183,0.1599178251744183,0.0,0.0,0.0,0.0441539068148664,0.5032134314633339,71.88763306619055,-0.3299999999999983
SGC2023hotmsm,domain_20_120,6.865833333,-74.1385,70.84,0.7,1.513830579,39,5,0.19689480062856224,0.2807541597726996,5,6.764577801862382,-74.14322996189536,70.0,0.2459505369390584,0.2408766366186348,0.0,-10.0,10.0,0.7485240167589193,0.5031051993714377,71.87217133877682,-0.8400000000000034
SGC2023qpxusz,domain_20_120,6.525833333,-73.4955,114.17,0.8,1.639508828,33,6,0.29760375010671175,0.48627630880296024,6,6.67474668436328,-73.60019556082159,110.0,0.6446916063705768,0.2661233848427358,14.142138321129512,-10.0,17.320510278105544,0.934272198228129,0.5023962498932883,62.79953123666104,-4.170000000000002
SGC2026bjysti,domain_20_120,6.517833333,-73.71016667,100.07,0.8,2.088867463,69,7,0.29780301702036843,0.4964245591234004,7,6.584915566864178,-73.69070129433389,100.0,0.2638080064441681,0.2425089700038313,0.0,-10.0,10.0,0.6769751777864652,0.5021969829796316,62.77462287245394,-0.06999999999999318
SGC2024exegqt,domain_20_120,7.786833333,-73.7315,39.67,0.8,2.18807035,53,5,0.29795427591431023,0.43809266366076116,5,7.842551211851601,-73.87171276135847,30.0,0.2830672911571268,0.2670637580409062,14.142135623730953,0.0,14.142135623730953,-1.543567586247896,0.5020457240856898,62.75571551071122,-9.670000000000002
SGC2024aprotw,bucaramanga_nest,6.766666667,-73.1285,146.1,0.6,2.848484914,87,4,0.09839939486574524,0.12378858725461937,4,6.854408919361483,-73.23817259224722,170.0,0.3033573800542696,0.0479518803393945,14.142135623730953,10.0,17.320508075688775,-0.6700995404724477,0.5016006051342548,83.60010085570913,23.900000000000006
SGC2025vunyhb,domain_20_120,6.388833333,-73.67016667,108.67,0.6,2.318829393,52,4,0.09861902682303281,0.13228695106554042,4,6.495084449365076,-73.69070129433389,110.0,0.1175950768507318,0.1146183655758337,10.0,0.0,10.0,0.504116697366376,0.5013809731769672,83.56349552949453,1.3299999999999983
SGC2023vzpirs,domain_20_120,7.432833333,-74.07966667,25.73,0.9,2.561649519,101,8,0.3991974827896378,0.5432908085131486,8,7.303564506856992,-74.05272422838306,50.0,0.4788258410770781,0.3638837124491886,0.0,10.0,10.0,-0.0661274276291461,0.5008025172103623,55.6447241344847,24.27
SGC2025mmgeyr,domain_20_120,7.310833333,-74.29066667,60.9,0.7,2.069985762,28,4,0.19996596932926716,0.2819352856485537,3,7.21373338935789,-74.50525289594452,70.0,0.2719874664675918,0.2320632279264883,10.0,0.0,10.0,-0.9694109167173676,0.5000340306707328,71.43343295296184,9.100000000000001
SGC2022krvcyw,bucaramanga_nest,6.648666667,-73.42733333,123.47,0.9,2.134832607,69,8,0.40016266770689474,0.6850419415783203,8,6.584915566864178,-73.41918405927181,130.0,0.4842814659802116,0.4150680997575676,0.0,10.0,10.0,-0.5800436732365135,0.4998373322931053,55.53748136590059,6.530000000000001
SGC2025zhkwls,domain_20_120,6.698166667,-74.27466667,68.73,0.8,1.693836629,43,5,0.3003112484937867,0.43016816653883294,5,6.67474668436328,-74.23373569540765,70.0,0.3092718182315233,0.3092718182315233,0.0,0.0,0.0,-0.1021782870706342,0.49968875150621334,62.46109393827667,1.269999999999996
SGC2023vrvoqa,domain_20_120,6.56,-73.5775,113.29,0.6,2.958902995,97,6,0.10039461421091726,0.1338324678915139,6,6.67474668436328,-73.60019556082159,130.0,0.1783920549436358,0.1682749438124798,0.0,10.0,10.0,-0.8955636323467271,0.4996053857890827,83.26756429818046,16.709999999999994
SGC2026bhliuq,domain_20_120,6.209166667,-73.663,113.04,0.7,1.230471329,18,5,0.20071115736294431,0.2984426536019207,5,6.315422214366873,-73.69070129433389,130.0,0.3779619818899669,0.2199376332750652,10.0,10.0,14.142135623730953,-0.9748942289797392,0.49928884263705564,71.32697751957937,16.959999999999994
SGC2026avtadc,domain_20_120,7.4495,-74.21533333,74.1,0.7,1.40274281,18,4,0.20102557449591069,0.29432323867938165,4,7.303564506856992,-74.14322996189536,60.0,0.4397456827475515,0.1424269448916448,14.142135623730953,-10.0,17.320508075688775,1.3314760076506786,0.49897442550408927,71.28206078629847,-14.099999999999994
SGC2025kwxjex,domain_20_120,7.7535,-73.62483333,98.66,0.7,2.296287153,62,4,0.2010996076527129,0.24525268268421507,4,7.573057859354296,-73.69070129433389,120.0,0.4143165436446877,0.2240538956888001,14.142135623730953,10.0,17.320508075688775,0.0965202908881135,0.49890039234728706,71.27148462104101,21.340000000000003
SGC2022rrikpv,bucaramanga_nest,7.1185,-73.14616667,144.0,0.7,2.379715501,74,6,0.20146854618153331,0.33313997096166226,6,7.123902263291825,-73.23817259224722,150.0,0.3057141594214337,0.1876913387544417,14.142135623730953,0.0,14.142135623730953,0.1805459008060808,0.49853145381846664,71.21877911692381,6.0
SGC2024zpdhgj,bucaramanga_nest,6.817,-73.33283333,126.21,0.7,2.070644495,64,4,0.20192192232093514,0.2754035936176752,4,6.764577801862382,-73.32867832575951,140.0,0.1448939479622773,0.1448939479622773,0.0,0.0,0.0,0.0459270468027472,0.4980780776790648,71.15401109700926,13.790000000000006
