event_id,round,n_picks,catalog_x_km,catalog_y_km,catalog_z_km,x_km,y_km,depth_km,lat,lon,origin_time_shift_s,rms_before_s,rms_after_s,horizontal_shift_km,vertical_shift_km,total_shift_km,vp_final_km_s,dvp_percent,vp_active,hit_count
SGC2026dxmcmm,2,6,-16.315746307373047,-26.207199096679688,160.0,-26.315746307373047,-16.207199096679688,150.0,6.854408919361483,-73.23817259224722,1.3153783883168142,0.282315342294584,0.2441597685229082,14.142135623730953,-10.0,17.320508075688775,9.314340825713641,2.5358095057590804,True,49
SGC2025srjpur,2,6,-36.31574630737305,-6.207200050354004,120.0,-36.31574630737305,-6.207200050354004,120.0,6.944240028293622,-73.32867832575951,0.1974556188282186,0.1130606706715788,0.1130606706715788,0.0,0.0,0.0,9.158783050857664,0.8233703038631033,True,47
SGC2025ltcser,2,6,-46.31574630737305,-16.207199096679688,100.0,-56.31574630737305,-16.207199096679688,110.0,6.854408919361483,-73.5096897927841,-0.6452653332630156,0.3284308365141904,0.2830881329502556,10.0,10.0,14.142135623730953,10.062502293067155,-1.2568145363491445,True,44
SGC2026depcms,2,6,-46.31574630737305,-26.207199096679688,120.0,-56.31574630737305,-16.207199096679688,130.0,6.854408919361483,-73.5096897927841,-0.4777329534301877,0.3583743873822994,0.1940147231169368,14.142135623730953,10.0,17.320508075688775,9.148336387757396,0.7083694597171784,True,43
SGC2023wjamwd,2,6,-86.31575012207031,53.79280090332031,90.0,-86.31575012207031,43.79280090332031,90.0,7.393395624356093,-73.78120702784618,0.6690174020755748,0.2986599240201125,0.1954759635630703,10.0,0.0,10.0,8.569529679940748,-2.726350719852139,True,43
SGC2026evkhtz,2,6,-46.31574630737305,13.792799949645996,110.0,-46.31574630737305,13.792799949645996,100.0,7.123902263291825,-73.41918405927181,0.8564752769388502,0.1784584616470856,0.1529389761885301,0.0,-10.0,10.0,8.051847671987126,0.25210012347292654,True,40
SGC2025txuhau,2,6,-56.31574630737305,33.79280090332031,100.0,-56.31574630737305,33.79280090332031,100.0,7.303564506856992,-73.5096897927841,0.0790457638051798,0.1709976337731535,0.1709976337731535,0.0,0.0,0.0,9.103780729265374,0.21788381000490747,True,39
SGC2025yefnql,2,6,-46.31574630737305,-26.207199096679688,130.0,-46.31574630737305,-26.207199096679688,140.0,6.764577801862382,-73.41918405927181,-0.838971297873421,0.2485821063640033,0.2347031679106077,0.0,10.0,10.0,9.085933116700211,0.021410496825076557,True,37
SGC2025pnuoxj,2,6,-66.31575012207031,23.792800903320312,100.0,-66.31575012207031,23.792800903320312,90.0,7.21373338935789,-73.60019556082159,0.7873049259302141,0.1674364093244638,0.1201874420533303,0.0,-10.0,10.0,7.713960150143906,-0.9646755865646919,True,36
SGC2023uedali,2,6,-46.31574630737305,13.792799949645996,120.0,-46.31574630737305,13.792799949645996,120.0,7.123902263291825,-73.41918405927181,0.079867389661274,0.1760920721608484,0.1760920721608484,0.0,0.0,0.0,9.232030249002909,1.6297033441054811,True,35
SGC2023xgvvku,2,6,-36.31574630737305,63.79280090332031,130.0,-36.31574630737305,53.79280090332031,120.0,7.483226741855195,-73.32867832575951,1.438275379163958,0.2327724177741216,0.1319883133072571,10.0,-10.0,14.142135623730953,9.108974355627577,0.2750572260612344,True,35
SGC2025bvkeds,2,6,-56.31574630737305,-6.207200050354004,140.0,-56.31574630737305,3.792799949645996,130.0,7.034071145792724,-73.5096897927841,1.1744383315831095,0.3079525613868468,0.2665758719256826,10.0,-10.0,14.142135623730953,9.186883176279593,1.132707181401091,True,35
SGC2023xrivks,2,6,-56.31574630737305,73.79280090332031,100.0,-56.31574630737305,73.79280090332031,100.0,7.662888976853399,-73.5096897927841,0.0556200456106612,0.1747199970619981,0.1747199970619981,0.0,0.0,0.0,9.230269015521644,1.6103150154938015,True,34
SGC2024noirjg,2,6,-16.315746307373047,-16.207199096679688,150.0,-16.315746307373047,-16.207199096679688,150.0,6.854408919361483,-73.14766685873492,-0.0087248638445274,0.2107163526233504,0.2107163526233504,0.0,0.0,0.0,9.05452337765457,-0.324359867355543,True,33
SGC2023kgdaki,2,6,-66.31575012207031,43.79280090332031,100.0,-66.31575012207031,43.79280090332031,110.0,7.393395624356093,-73.60019556082159,-0.592896988398337,0.2193352095797442,0.2159207209800876,0.0,10.0,10.0,9.134042306150665,0.5510147680527455,True,28
